,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X601600.SH,X600585.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600111.SH,X600795.SH,X600362.SH,X600160.SH,X002460.SZ,X600489.SH,X600803.SH,X000807.SZ,X000708.SZ,X000301.SZ,X002466.SZ,X000786.SZ,X600027.SH,X000408.SZ,X601991.SH,X600219.SH,X600176.SH,X600426.SH,X002128.SZ,X000983.SZ,X601168.SH,X000630.SZ,X000933.SZ,X002353.SZ,X600096.SH,X601699.SH,X600378.SH,X000877.SZ,X600985.SH,X600157.SH,X600352.SH,X600299.SH,X600549.SH,X600995.SH,X000883.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.194724891886673,0.280785718386247,0,0,0,0,0,0,0,0,0,0,0,0,0.0504752739516918,0,0,0,-0.00150855334897573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221353367971594,0,0,0,0,0,-0.0408372162809625,0,0,0,0,0,0.0170606382997765,0,0,0,0,0,0
X601088.SH,0.106033655915842,0,0.0515388734026519,0,0,0.377777544311539,0,0,0,0,0,0,0,0,0,-0.0843953813613938,0,0,0.0262616730397719,0,0,0,0,0,0.0264120448438293,4.33680868994202e-19,0,0.0487090453876055,0,0.129857559094175,0.0384333894476215,0,0,0.0148221079453709,0,0,0,-3.46944695195361e-18,0.0402712976736376,0,0,0,0,0,0,0,0,0,0,0,0,0.0188005570163034,-0.0197796661707289,0,0,0,0,0,0
X600028.SH,0.0346635572277121,0,0,0,0,0.295873716812927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662990058635215,0,0,0,0,0,0.0204077901959906,0,0,0,0,0,0,0,0,0,0,0.0671438780517448,0,0,0.110494361215006,0,0,0,0,0,0,-0.0583152650506626,0.0128617810328038,0,0,0,0,-0.04819535329066,0,0
X600309.SH,0,-0.0669575458173476,0,0,0,0,0,0,0.0305646377817664,0,0,0,0,0,0,0,0,0,0.126215442088922,0,0,0,0,0.222942310833785,-2.16840434497101e-19,0.0179732226398757,0.0155185594299866,0,0,0.0712506223696218,0,0,0,0,0,0,0.0880282500128055,0,0,0,0,0,0.112367644473642,0,0,0,0,0,0.00986391823819744,0,-0.0659713955491992,-0.0090887486630543,0,0,0,0,0,0,0
X600660.SH,0.101353955624308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264856912963799,0.133601875699831,0,0.207517169804042,0,0,0.0354634300754825,0,0,0,0,-0.0742861454875106,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148976859958483,0,0,0,0,0,0,0,0,0,0,-0.0136826607536653,0.0100414060573526,0,0.07037081759182,0,-0.146966480756942,0,0
X601898.SH,0,0.282828236852262,0,0,0,0,0.279849243511256,0.439963395875692,0,0,0,0.0298384969543808,0,0,0,0,0,0,-0.0538418280480738,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0153745271829305,0,0,0,0,0,0,0,0,0.105809772724021,2.16840434497101e-19,0,0,0,0,0,-0.0416649065934802,0,0,0,0,0,0.0728115737224051,0.0119800623883466,-0.0150813781978972,-0.0280432941385492,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.145716670311271,0,0,0.172430342392297,0,0.328611268612933,0,0,0,0,0,0,0,0,0,0,0.0106840890022471,0,0,0,0,0.0368414089902321,0.0363679764555346,-0.0449178319352127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0162281733376938,0,0,0,0,-0.013069752103694,0,0
X600188.SH,0,0,0,0.118418712102174,0,0.08544189804426,0,0,0,0,0,0,0,0.00313713827146039,0,0,0.0869531387630706,0,0,0,0,0,0,0,0,0,0,0.040882537870885,0,0,0,0,0,0,0.0252492588359662,0.148172559942219,0,0,0,0,0.0646686375706933,0,0,0.0595474005346381,0.084309336799653,0,0,0,0,0,0,0,-0.0113771610060763,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.218220431259748,0,0,0,0,0,0,0,0,0,0,0.766516924526531,-0.229181371034036,0,0,0,0.212262312103581,0,0,0.0166713456982705,0,0,0.204449478702967,0,0,0,0,-0.0490519104319765,0,0,0,0,0.202217265851193,0,0,0,-0.200421063261336,0,0.0341420614081448,0,0,0.0291322949572024,0,0,-0.060848516390849,-0.00432796435780367,0,0,0,0,-0.166967996177021,0,0
X600585.SH,0,0,0,0.158365211305502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128372183134003,0,0,-0.430751753095387,0,0,0,0.0246057083400274,0,0,0.078218702314331,0,0,0,0,0,0,0,0,-0.0272409622989864,0,0,0,0.00243278382945434,0.256149070749235,0.127949399849379,-0.0425889858626586,0,0,0.00394288659705779,0,0,0,0,0,0,0,0,0,0,0
