,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X601158.SH,X600583.SH,X000630.SZ,X000027.SZ,X601992.SH,X600309.SH,X000539.SZ,X000709.SZ,X000898.SZ,X000883.SZ,X002470.SZ,X600352.SH,X600021.SH,X600660.SH,X600623.SH,X601918.SH,X600098.SH,X000792.SZ,X600863.SH,X600489.SH,X002004.SZ,X300072.SZ,X600578.SH,X600022.SH,X600547.SH,X000060.SZ,X600808.SH,X600008.SH,X600160.SH,X000629.SZ,X600307.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.540878410587018,0.124493290458172,0,0,0,0,0.0159745938083287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230721524704471,0,0,0,0,0,0,0,0,0,0.0127890583073926,0.111190933674423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168926213669171,-0.0301388474876312,0.0607747879169889,0.0344237025842402,0,0,0,0
X600028.SH,0.246611214398366,0,0.208019273622359,0,0,0,0,0,0,0,0,0,0,0,0.00522139619697144,0,0,0,0,0.14827721491328,0,0.0403735160448168,0,0,0,0,0,0,0,0,0,0,0.0567682157425377,0,0,0,0,0.00645844067480123,0,0,0.0162632115011781,0.0444022683833747,0,0,0,0,0,0.00895886118332791,0.0632982680849099,0,-0.00727169930672775,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0272438231950899,0.0436765873716583,0,0,0,0,0,-3.46944695195361e-18,0,2.77555756156289e-17,0,0,0,0,0,0,0.288994972673413,0,0,0.38210015503212,0,0,0,0,0,0,0,0,0,0,-0.00636983328778343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600011.SH,0,0,0.0616153590804183,0,0,0,0,0,0,0,0.0377942527924966,0.421170413969998,0.222770967463483,0,0,0,0,0.0311119660920272,0,0,0,0,0.082200324181349,0.0211894143240419,0,0,0,0.014495460319851,0.129577723244035,0,0,0,0,-0.0357664821414673,-0.0887916134599697,0,0,0,0,0,0,0,0,0,0,0,-0.0187018392638516,0,0,0,-0.0090724285885104,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.0294278736359694,0,0,0,0,0,0,0.189634825354323,0,0,0,0.157095416689859,0.05235924842133,0,0,0,0,0.151099455034134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0230543311844668,0.176122553023197,0,0,0,0,0,0,-0.0118161815767357,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0719726766477837,0,0,0.0200581790349835,0,0.224521170305152,0,0.0174589347605016,0,0.222805389904515,0,0,0.122959031519543,0,0,0.0751067945391657,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0215109994755731,0,0,-0.0297920184604296,0,0,0,0,0,0,0
X600585.SH,0,0,0.168551950513644,0,0,0.179102078850744,0,0,0,0,0,0,0,0.0916083333608015,0,0,0,0.075062285474629,0,0,0,0,0,0.277320707600574,0.0105286214829671,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.0316316889352947,0,0,0,0,0,-0.0159542383211047,0,0,0,0,0,0,0
X601898.SH,0.00250546790364657,0,0,-0.0252796330924288,0,0,0,0,0,0.466541127539447,0,0,0,0,0.097325498002941,0,0,0,0.0501858415914019,0.136418049777163,0,0.0122151655167442,0,0,0,0,0,0,0,0,0.181660009037984,0,0,0.106526013451723,0,0,0,0,0,0,0,-0.169492565172291,0,0,0,0,0,0,0.0654861502525166,0,-0.0393070173242542,0.0348347017143786,0,0.0138444000639256,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0.240066752946235,0.253515108858926,0,0,-1.73472347597681e-18,0.0615601133627392,0,0,0,0,0.0201842240073467,0.12950858901364,0,0,0,0.0015494225241351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0639480621935907,0,0,0.0799538836750061,0,-0.0150384031247308,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0.214643286100964,0,0,0,0,0,0,0.0915756853069828,0,0,0,0.101377119794121,0,0,0.0588954395862492,0,0,0,0,0,0,0,0,0.0180371111919974,0,0.0449959218776041,0,0.0413278651425573,0,0,0.0571160506766367,0,0,0,6.93889390390723e-18,0,0,0,0.0194609662227113,0,0.153396957118708,0.0794564927297495,0,8.67361737988404e-19,0,0,0,0,0,0,0
