,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X601600.SH,X600019.SH,X600660.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X000786.SZ,X600160.SH,X000301.SZ,X601991.SH,X000807.SZ,X600219.SH,X600426.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X601168.SH,X000408.SZ,X600176.SH,X000933.SZ,X002128.SZ,X600096.SH,X000877.SZ,X002353.SZ,X002271.SZ,X600352.SH,X000883.SZ,X600378.SH,X000027.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.182316000978951,0,0,0,0.0168508450273252,0,0,0,0,0,0,0,0,0,0,0,0.182280760189535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.270725999768528,0.177885344232758,0,0,0,0,0,0,0.214340003487219,0,0,0,0,0,0,0,0,0.0811401917430817,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.338574833847059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168992750096402,0,0,-0.00150015562713068,0,0,0,0,0,0,0,0,0,0.127961930440411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0215634311999226,-0.0188294723507827,0,0,0,0,0
X600028.SH,0.439436745388439,0.114321977573802,0,0,0.205665242367051,-1.73472347597681e-18,0,0,-0.013404054949552,0,0,0,0,0,0.10609742529485,0,0,0,0,0,0,0,0,-0.0711183618989352,0,0,0,0,-0.00689167585289024,0,0,0,0,0,0,-0.115475973919955,0,0,-0.0305395322476734,0,0,0.0176065113228021,0,0,0,0,0,0.0587709063584997,0,0,0,0.00659575074236314,0.0192062376153953,0.096562992358178,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0707676819102389,0,0,0,0,0,0,0,0,0,0,0,0.157668897491525,0.0435717435601833,0,0,0.0752155495070312,0,0,0,0,0,0.313531007349817,0,0,0,0,0,0,0,0,0.144042358888219,0,0,0.181222447884569,0,0,0,0,0,0,0,0,-0.111483153439956,-0.0264999542687552,0.0432269060052145,0,0,0,0,0
X601898.SH,0,0.668767030723874,0,0,0,0.161702866649337,0,0,0,0,0,0,0,0,0,0,0,0,0.0782827755017674,0,0,0.0659782932347881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471174315066848,-0.0579340513548308,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.124127032793888,0,0.0886856845614343,0,0,0,0,0,0,-0.0816202944906066,0.0407663762863398,0,0,0,0,0,0,0,0.0894876886146623,0,0,0,0,0,0,0.0628309633516713,0,0,0.633837570363274,0.0898457016998008,0,0,0,0,-0.0711024114420811,0,-0.146231275647414,0,0,0,0,0,0.116557029126403,0.143632686168671,0,0,0,0.0198462476466459,0,0.186687437115886,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378007629355727,0,0,0,0,0,0,0.482042019434775,0,0,0,0,0,0,0,-0.0615038680460553,0,0.322205156229453,0,0,0,0,0,-0.0741919607920695,0,0,0,0,0,0,0
X600019.SH,0,0,0.37526035973415,0,0,0,0,0,0,0.330543162603399,0,0,0.0737390264560017,0,0,0,0,0,0,0.188090154036611,0,-3.46944695195361e-18,0,0,0,0,0.0109024082695386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00478053230014003,-0.0444335638290275,0,0,0,0,0,0
X600660.SH,0,0,0,0.126831384635791,0,0,0.0843903506261051,0,0,0,0,0,0,0,0,0,0,0.113672945518091,0,-0.410118176374803,0,0,0,0,0.174075218678538,0.135728145019289,0,0,0,0.205204617864063,0,0,0,0,0,-0.260011938254329,0,0,0,0,0,-0.178231325343688,0,0.254100101211763,-0.0300521670381085,0,0,0,0,0,0.244517454865521,0,-0.0515805750354595,-0.237202105773879,0,0,0,0,0
X600585.SH,0,0,0,0,0.0728062074479094,0,0,0.128404263954298,0,0,0,0,0,0.0781153516790905,0,0,0,0,0,-2.77555756156289e-17,0,0.0190262176315807,0,0,0.0839963640402335,0,0.128842275289796,0,0,0,0,0,6.93889390390723e-18,0.0711552000727082,0,0,0,0,0,0,0,0.222230345845498,0,0,0,0,0,0,0,0,0,0.0967836702846227,-0.0145196243476633,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0825576993108515,0,0,0,0,0,0,0,0,0,0,0,0.00975407871361723,0.605673915331254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.212925352151452,0,0,0,0,0,0,0,0,0,0,0.0210705986593827,0.0560831629493611,0,-0.230468981526182,0,0,0,0,0,0,0.0367761776405875,0,0
X600886.SH,0.144650866169339,0.0630197597575193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129322095756603,0,-0.181117358203489,0.0513046290674568,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.129565326010327,0.0610909871055026,0,0,0,0,-0.0780953085435969,0,0,0,0,0,0,0,0,0.0608020703395441,0.166299891502465,0,0,0,0,0
