,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600309.SH,X600011.SH,X600188.SH,X601898.SH,X600688.SH,X600660.SH,X600362.SH,X300072.SZ,X601992.SH,X002466.SZ,X600795.SH,X600516.SH,X600547.SH,X601991.SH,X600111.SH,X002460.SZ,X600176.SH,X600886.SH,X000898.SZ,X000786.SZ,X000709.SZ,X000792.SZ,X600157.SH,X600352.SH,X000553.SZ,X000408.SZ,X601699.SH,X600027.SH,X002271.SZ,X600219.SH,X600339.SH,X000983.SZ,X600489.SH,X002110.SZ,X600808.SH,X600299.SH,X002092.SZ,X000959.SZ,X601158.SH,X000883.SZ,X000630.SZ,X600583.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.549635709407258,0,0.0221867982626634,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0354527051108629,-0.105476752900798,0,0,0,0,0,0,0,0,0.0243862696349666,0,0,0,0,-0.0137442561409761,0,0.0725983395468384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00932951941960777,0,0,0,0,0,0,0
X600028.SH,0.646353350078941,0,0.0446969499198392,0,0,0,0,0,0,0,0.000757332641487302,0,0,0,0,0,0,0,0,0,0,0,-0.0878867414265993,0,0,0,0,0.0183389296442189,0,-0.0839686031266013,0,0,0,0,0,0,-0.00234990268349328,0,0,0,-0.125739648803888,0,0,0,0,0,0,0,0,0.00728111410534505,-0.0137795027829249,0,0,0,0,0,0
X601088.SH,0,0,0,0.19093025263976,0.251236273161257,0,0,0,0,0,0,0,0,0,-0.0612471057435059,0,0,0.0421001247039413,0,0,0,0,-8.67361737988404e-19,0,0,0.0959388228360304,0,0,0,0,0,0,0.0616331557345056,0,0.0352951210519041,0,0,0,0,-0.0475844270791368,0,-0.00296364309836507,0,0,0,0,0,0,0,-0.0053328194730264,0.0119191223009045,0.114877613423845,0,0,0,0,0
X600019.SH,0,0,0.0942625000451615,0,0,0,0,0,0,0,0,0,0.143145198225229,0,0,0,0,0,0,0,0,-0.147071702388998,0.140350996039276,0,0.745337948462665,0,0,0,0,-0.0246863835520987,0,0,0,0,0.168351953426729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0241878415009347,-0.0110939672040179,1.73472347597681e-18,0,0,0,0,0
X600585.SH,0,0,0.404850453832313,0,0,0,0,0,0,0,0,0,0.221205078007035,-0.0657324279122971,0,0.1901528996613,0,0.0195305643899561,0,0,0,0,0.0464609454691757,0,0,0.0956415180864648,0,-0.243175354152698,0,0,0.325895143763399,0,0,0,-0.127020034589373,0,0,0,0,0.011033405291986,0,0.0578513524666693,0,0,0,0,0,0,0,-0.02504857771571,0.0403267651867912,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158950628033914,0,0,0,0.071620987589933,0.19752200925389,0,0,0.0169450996257972,0.0541726870950607,0.0113939157968378,0,0.152615063711663,0,0,0,0.205675286395169,0,0.0555361964917122,0,0,0.0518940685272623,0.035811153046075,0,0,0,0,0,0.0100672322433064,-0.0160736194640103,0,0,0,0,0,0
X600309.SH,0,0,0.10913675447449,0,0,0,0,0,0,0,0,0,-0.175566251361807,0,0,0,0,-0.0624926901713531,0,0,0,-0.0344940137521425,0.0614290893284346,0,0,0,0,0,0,0,-0.164196202498707,0,0,0,-0.153717864663887,0,0.153292698648826,0,0,-0.0604861764987943,0,0,0.397881686773135,0,0,0,0,0,0,-0.030535744127402,-0.0256324661694707,0,0,0,0,0,0
X600011.SH,0,0,0,-0.0719530764268464,0,0,0.0134843421159453,0,0.0260418697118715,3.46944695195361e-18,0,0,0,0.089523601306256,0.106961398252242,0,0,0.00907162032266791,0,0,0,-4.33680868994202e-19,-0.0411054558402988,0,0,0,0,-0.0457489792745272,0,0,0,0,0,0,0,0,0,0.0110174544324462,0,0,0,0.0859766917612729,0,0,0,0,0,0,0,-0.0098981660971589,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.0231804921201271,0.00412825951802788,0.0293525749423338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435087343987,0.110576014059373,0,0,0,0,0,0,0.0404726059920772,0,0,0.214287949781532,0,0,0,0,0,0,0,0.37409900224022,0,0,0,0,0,0,0,0,0.0214824151386187,-0.00519923418266526,0,0,0,0,0,0
X601898.SH,0,0,0,0,-0.0297328930349206,0,0,0,0,0,0,0,0,0.0218567280485125,0,0,0,0.05258484206088,0,0,0,0,0,0,0,0,0,0.0223376131262951,0,-0.0186610977296321,0.060890570049348,0,0.0390817666977183,0,0,0,0,0.309595932863337,0,0.0137459456356964,0.161782271284124,0.0118147631111004,0,0,0,0,0,0,0,0.00493948968923928,0.00184932858437557,0,0,0,0,0,0
