,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X601898.SH,X600010.SH,X002460.SZ,X600886.SH,X601600.SH,X600801.SH,X002271.SZ,X600660.SH,X600688.SH,X600362.SH,X000786.SZ,X600188.SH,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X002466.SZ,X600299.SH,X600111.SH,X600027.SH,X000723.SZ,X600176.SH,X000401.SZ,X600489.SH,X000792.SZ,X000898.SZ,X600426.SH,X601158.SH,X600516.SH,X600219.SH,X000553.SZ,X002353.SZ,X000932.SZ,X002075.SZ,X000883.SZ,X000709.SZ,X600126.SH,X600583.SH,X600160.SH,X000027.SZ,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.104948105647246,0,0,0,0.371866086754831,0,0,0,0.0700847302804209,0,0,0,0,0,0,0.0381128177455929,0.0390293550516726,0,0,0,0,0,0,0.196375173544558,0,0,0,0,0,0,0,0,0,0.0247350824961716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600028.SH,0.389161712548002,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.0171923733489223,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0985354304284667,0.0306630118671004,0,0,0,0,0,0,0,0,0,0,0.0237276979631825,-0.000515686677499429,0,0,0,0.0802087594334192,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.346503923855757,0,0,0,0,0,0,0,0,0,0.114112960703228,0.0222370704752362,0.0180772334203641,0,0,0,0,0.0612936695973752,0,0,0,0.0203495036732183,0,0,0,0,0.11551988423974,0,0,0,0,0,-0.0119070351649758,0,0,0,0,0,0,0,0,0,0,-0.0551097447896483,0.0415837411204384,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.143623726461733,0,0.421533476700857,0,0,0,0,0.0193341825718582,0,0,0,0,0,0.0214417594359683,0,0,0,0,0,0.0744464812813314,0,0,0,0,0,0,0,0,0,0.169584028641046,-1.38777878078145e-17,0,0,0,0,-0.0729303890445812,0,0,0,0,0.00973853746601051,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0776596695486143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128970846182563,0,0.187378901306225,0,0,0,0,0,0,0,0.0310995606416656,0,0,0,0,0,0.00165065077147531,0.017323527645565,0,0,0,-0.0253477132258604,0,0
X600019.SH,0,0,0,0,0,0,0,0.0344825445640688,0.358097978735223,0,0,0,0,0,0,0,0,0.0188122599787916,0.154012148332365,0.0223620445545955,0,0,0,0,0.123317865249726,0.0432613021045252,0.0554515629597948,0,0,0,0,0.0460889229854786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0433083784619522,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117314673334611,0,0,0,0,0,0,0,0,0.052713379897877,0,0,0,0,0,1.05742867777128,0,0,0,0,0,-0.0663029072775892,0.032340452562739,0.0600592993319274,0,0.00275115051209446,0,0,0,-0.130120201093953,-0.0425761068471635,0,0,0,0.00528911581109075,0.0138051600366592,0,0.0640197746693083,0,0.0192755756037566,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.0138781509755125,0,0,0.0595306952861408,0,0,0,0,0,0,0.0957657147811964,0,0,0,-0.148020965144554,0.297402125386617,0,0,0,0,0.26741413809425,0,0.187561057982406,0,0,0,0,0,0,0.0573468857025721,3.46944695195361e-18,0,0,0,0.0237265941589163,0.130552643741632,0.185854359007833,0,0,0,0.0195250908761451,0.0161228860351453,0,0,0,0,0,0
X600011.SH,0,0,0.00623265283388921,0,0,0,0,0,0,0,0,0.0522431636208282,0,0,0,0,0.0849586364784691,0.0815181275869303,0,0,0,0.107476263692699,0,0,0,0,0.000953641111204079,0,0.52364631672685,0.0581777609447944,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0125945274107659,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.00657160595865313,0,0,0,0,0,0.0162026315929153,0,0.263390745071027,0,0,0,0.0572775540765758,0,0.00812797211930844,0.307272397494729,0,0,0,0,0,0.104998187237136,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0.0102355506610722,0,0.0331926265570385,0.117604654424,0,0,0,0,0,0,0,0,0
