,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X600547.SH,X601600.SH,X601898.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X600027.SH,X601992.SH,X002466.SZ,X000898.SZ,X600516.SH,X600111.SH,X600176.SH,X000709.SZ,X002460.SZ,X600352.SH,X000629.SZ,X600489.SH,X600808.SH,X000786.SZ,X600219.SH,X000825.SZ,X601158.SH,X600299.SH,X600801.SH,X002271.SZ,X000553.SZ,X000883.SZ,X600157.SH,X600583.SH,X002110.SZ,X002470.SZ,X600985.SH,X000027.SZ,X601699.SH,X000630.SZ,X600339.SH,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.164811292741146,0,0,0,0,0,0,0,0.0444602577874648,0,0,0,0.087859354675045,0,0,0,0,0,0,0.00328805797113294,0,0.000505764440176303,0,0,0,0,0,-0.0341319313585203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114109352637232,0,0,0,0,0,0,0,0.0223286094422818,0,0,0,0.0178222356885239,0,0
X600028.SH,0,0,0,0,-0.0387237264044461,0,0,0,0,0,0,-0.197177997155963,0.209901066507425,0,0,0,0,0,0,0,0.028659530682784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205874739777441,0,0,-0.0750607479918676,0,-2.16840434497101e-19,0.0966923637818834,0,0,0,0,0.154856480266478,0,0,0.0345719859938087,0.0734978368440696,0,0,0,0.0129036321129268,0,0
X601088.SH,0,0,0,0,0,0.133130095710588,0,0,0,0,0,0,0,0,0,0,0,0.0948835455527767,0,0,0,0,0,0,0.0551893052817355,0,0,0,0,0,0,0,0,0.055178189657771,0,0.0414334463236712,0,0.110510921671869,0,0,0.00625183576950298,0,0,0,-0.13063625706715,0,0.125036115938935,0,0,0,0,0.00711809025405542,0.00142029839551123,0,0,0,0.0624531209530029,0,0
X600585.SH,0,0.0928407422590848,0,0,0,0,-0.0190434506481746,0,0,0,0,0,0,0,0,0,0,0,-0.0249442951069433,0.0105017452134763,0,0,0,0,0,0,0,0,0,0,0,0.161863347148628,0,0,0,0,0.429144421792465,0,0,0,0.0460234713770506,0,0,0,0,0,0,0,0,0,0,0.00150793884554056,0.00512219804497017,0,0,0,0.0277319731874485,0,0
X600019.SH,0,0,0.0385005695449065,0,0,0.0227548064047006,0,0,0,0.0408997616186645,0,0,0,0,0,0,0,0,0,0,0,0.38830912466876,0,0,0.034894497351044,0,0,0,0,0,0.0293408957746942,0,0,0,0,0,0,0,0,0,0.0151221143666378,0,0.117823817804526,0,0,0.0406148802909176,0,0,0,0,0,0.00313064814206008,0.0261581713242365,0,0,0,0.0350512075276098,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104497598341422,0,0,0,0,0,0,0,0.0155243433720969,0,0.586338289928179,0,0,0,0,0,0.19129443622804,0,6.93889390390723e-18,0,0,0.0473637562251727,0.147743386968381,0,0,0,0,0,0.0540984414150974,0,0,-0.00248367106614403,0.0351569703395126,0,0,0,-0.043805836481664,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.502691456419462,0,0.6327887196814,0,0,0,-0.219486047651335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0472312802903624,0,0,0.0624552313900079,0,0.0364583387701445,0,0,-0.111368841863739,0,0,0.0059444477765634,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.200903478793153,0,0.0296729391356751,0.428935225869476,0,0,0,0,0,0,0,0,0.113734238537691,0,0,0,0,0.132035339441668,0,0,0,0,0.126426890849971,0,0,0.131767609676294,0,0,0.0225444747411876,0,0,0.0211066268659534,0,0,0,0,-0.00453977728439811,0,0
X600547.SH,0,0,0,0,0,0.0385921639724389,0,0,0,0,0,0,0,0,0,0,0,0,-0.103553359332946,0,-1.73472347597681e-18,0,-0.0221934845430147,0.00868526870671412,0,0,0,0,0.101275501905941,0.784213143991106,0,0,0,0,0,0.126044701527339,0,0,0.164708257203571,0,0,0,0,-0.127052463873208,0,0,0,0,0,0.0477946385110545,0,-0.0237289373089967,0.0227413996414095,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0424879073587303,0,0,0,0,0.165547289015293,0,0.235081745778382,0,0.0363048463875467,0,0,0,0,0,0,0,0,0.0484512646742655,0.0623288035167855,0,-0.00676445880903255,0,0.0276772221130161,0,0.0307515095345662,0,0,0,0,0,0,-0.0176728447483117,-0.00561170635371018,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00802996946362802,0,0,0,0.13242850125143,0.108197465265815,0,0,0,0.0559900966913367,0,0,0,0,0,0,0.00891196824412217,0,0,0,0,-0.00552595588971141,0.15414918789573,0,0,0,0,0,0.179269379792504,0,0,0,-1.0842021724855e-19,0.0127787437181032,0,0,0,0.00259130306426598,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.0730057303019355,0,0,0,0,0,0,0,0,0,0,0.0618976575609615,0,0,0.0895173744320262,0,0,0,0,0.00117251085894186,0,0,0,0,0.0736019505726959,0,0,0,0,0,0,0.0129759431506239,0,0,0,0.0562853184570631,0,0,0.0416387187109822,0,-0.11766342544357,0,-0.00135717603965516,0.00317089555045458,0,0,0,-0.0174883734798876,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00643729688416217,0,0,0.0996948128194162,0,0.119755100795338,0,0,0,0,0,0,0.00569289957507086,0.367053818773098,0,0,-0.0350231548654343,0,0.0637346656192239,0,0,0,0,0,0,0,0,-0.0066690466141914,-0.0372708536361585,0,0,0,-0.0512401661231859,0,0
X600688.SH,0.169890210071866,0,0,0,0.0509422653730996,-0.00519209199607797,0.0214818224004253,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0.0268103539049944,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0538271330698584,-0.0267641116542804,0,0,0.124574372440686,0,0,0,0,0,0,0,-0.000887549491460811,0.0309049057396681,0,0.0158868449001851,0,0.076091691722574,0,0
