,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X601898.SH,X600660.SH,X600010.SH,X600688.SH,X601600.SH,X600886.SH,X600801.SH,X600362.SH,X000786.SZ,X002271.SZ,X002466.SZ,X600352.SH,X600188.SH,X600795.SH,X601991.SH,X601992.SH,X600111.SH,X600027.SH,X000723.SZ,X600176.SH,X002353.SZ,X600299.SH,X600489.SH,X000792.SZ,X600516.SH,X000553.SZ,X600426.SH,X000898.SZ,X601158.SH,X000401.SZ,X600219.SH,X600583.SH,X000932.SZ,X000709.SZ,X000883.SZ,X600612.SH,X002080.SZ,X600486.SH,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0349570080315151,0,0,0,0,0,0,0,0,0.17206778830053,0,0,0.0766864988629368,0.226877487816385,0,0,0,0,0.000207064618090314,0.0513073475593474,0.0270799976903477,0,0,0,0,0,0,0,0,0,0,0.161432106416304,0,0,0,0,0,0,0,0,0,0,0,0.054332303877608,0.0499880568438014,0,0,0,0,0,0,0,0,0,0,0.0286535031072623,0,0
X600028.SH,0.316995045960242,0,0,0,0,0,0,0,0,0,0,0,0,0.0826522299821404,0.0343289236967322,0,0,0,0.0217166477798274,0,0.0335857456686131,0,0,0,0,0,0,0,0,0,0.0358329756416928,0,0,0,0,0,0,0,0,0,0,0.0638453640869168,0,0,0,0,0,0,0,0,0,0,-0.0127381412794065,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.00421938883525103,0,0.00582241166214326,0,0.0108425497237451,0,0,0.072550079092593,0,0,0,0,0,0,0,0,0,0.240172125026523,0,0,0,0,0,0.0372381364085301,0,0,0,0,0,0,0.0658363677416035,0,0.188851914929088,0,0,0,0.0253156996436044,0.00622366970408195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0227907633642099,0,-4.33680868994202e-19,0,0,0,0,0,0,0.411763266889844,0,0.010776187741777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288593082225181,0,0,0.152629436976179,0,0,0.19099660300875,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.0131998053494856,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,-0.140265423074314,0,0,0.0122742187226842,0.167944045001105,0,0,-0.0541322831941547,0.091340629435454,0,0,0,0,0,0,0,0,0,0,0,0,0.0991321086210264,0,0,0,0,0,0,0,0,0,0,0,0.214298948261561,0.080702832896714,0,0,0.161929733610965,-0.0113256713216231,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0610715352723368,0,0,0,0,0,0.073539310498081,0,0,0,0.0137455645570807,0.0736846559482284,0,0.0226485300620812,0,0,0,0,0.0712009922971433,0,0,0,0,0,0,0,0,0,0,0,0.168954637008216,0,0.129436188482196,0.213086788966988,0,0.0376913894686208,0,0,0,0.0208928968097924,0,0,0,0,0,-0.00243114580965472,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.00252200663081503,0,-0.00692152118582436,0,0,0,0,0,0,0,0,0,0,-0.0478133646400084,0,0,0,0,0,0,0,0,0,0,0,0.939165711769303,0,0,0,0,0,0,0,0,0,0,0,0,0.258992312419139,-0.0301014476459704,-0.0131495164397396,0,0,0,0.0111392014047035,0,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0,0,-0.149978280703231,0,0,-0.0629723072108422,0,0,0,0,0,0,0,0,0,0,-0.0541560654064242,0.0496914897841879,0,0,0,0,0,0,0,0,0.0597170635572855,0.444010906981654,0,0,0,0,0,0,0,0,0,0,0.0527720441758444,0,0,0,0.233143511175142,0.161676289442134,0,0,0,0,0.032378783579056,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131131962776126,0,0,0,0,0,0,0,0.0122459295517282,0,0.242254125506182,0,0,0,0,0.0752418764019248,0,0,0.0254608775119981,0,0,0,0.0442986467247533,0,0,0,0,0.0101361224380582,0,0.258763338298462,0,0,0,0.0547119774394537,0,0,0,0,0,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.206995491408438,0,0,0,0,0,0,0,0,-0.184021711388081,0,0.0457289776341477,0.20017503793769,0,0,0,0,0,0,0,0.0657768147337577,0,0,0,0,-0.201705750642254,0,0,0,0,0,0,0,0.396427503103831,0,0,0,0,0.174749479006259,0,0,0,0,-0.00409725443984423,0.0160734040216628,-0.0972877860771843,0,0,0,0,0
