,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X600011.SH,X601600.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X002466.SZ,X601991.SH,X600111.SH,X600362.SH,X600188.SH,X600547.SH,X300072.SZ,X600660.SH,X600516.SH,X600886.SH,X002460.SZ,X000709.SZ,X000898.SZ,X600157.SH,X600027.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600549.SH,X600352.SH,X601158.SH,X000553.SZ,X002092.SZ,X000723.SZ,X000630.SZ,X000883.SZ,X600008.SH,X600299.SH,X000983.SZ,X000792.SZ,X002271.SZ,X600578.SH,X600176.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,-0.0316207383101072,0.0130317765480563,0,0,0,0.00574820180408669,-0.0772476987704562,2.16840434497101e-19,0.0642435071052911,0.0382932464153328,0,0,0,0,0,-0.046100256605542,0,0,0,0,0,0,0,0,0,0,0,0.0346123606035325,0,0,0,-0.028298903222651,-0.0634352462007981,0,0,0,0,0.0124191141085342,0,0,0,0,0,0,-0.00794984991307539,0.0026914606544171,0,0,0,0,0,0
X600028.SH,0,0,0,0.0314210089913982,0.0697586494990738,0,0,0,0.0130742386181028,0,0,0,0,0,0,0,0,0,0,0,0,-0.00702718004091451,0,0.0243218070095889,0,0,0,-0.323147503286001,-0.0279200795572346,0,0,0,0,0,0,0,0,0,0,0,0,-0.0316970689765482,-0.010187814259227,0,0,0,0,0,0.0491519389424633,0,0.00579080258250181,0,0,0,0,0,0,0
X601088.SH,0,0,0,0.0150170849308145,0,-0.0350244245594859,0.0056981631510046,0,0,0,0,0,0,0,0,0,0,0,0,0.0199000147717511,0,-0.0040506504158668,0,0.0114635293207099,0,0,0,0,0.0413163371022841,0,0,0,0,0.00944513312065458,0,0,0,0,0,0,0,0,0,0,0,-0.00946030323133317,0,0,0,0,0,-0.00327400764924563,0,0,0,0.00239060798699021,0,0
X600019.SH,0,0,0,0,0,0,0,0.120599996417618,0.0666786341344025,0.180820643077376,0,0,0,0,0,0,0.00608866431876587,0,0,0,0,0,0,0,0.0158327465636541,0.145383991221133,0,0,0.0216742526293482,0,0,0.22292836402822,0,0.000838026563564779,0.0784663797417774,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0896049594020347,0,-0.0140483857502394,0.03489932509729,0,0,0,0,0,0
X600585.SH,0,0.240066773145138,0,0,0,0,0,0,0.0696283003592708,0,0,0,0,0,0,0,0,0.102795441854966,0,0,0.270122862160033,-0.0627070992504752,0,1.0842021724855e-19,0,0,0,0,0.0577278584642475,0,0,-0.0373284093766852,0,0,0,0,0,-0.0164647146902927,0,0,0,0,0,0,0,0.197029591636928,0,0,0,0,0,-0.0176421589907793,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0551024631494448,0.0588901789853428,0,0,0,0,-0.0125811270007016,0,0,0.147910784363842,0.151018817012209,0,0,0,0,0,0.0829460450776725,0,0.205732715326871,0,0,0,0.0756294292660704,0,0,0,0,0,0,0,0,0,0,0.0296450222549876,0,-0.0110790824232667,0.0194080883063584,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.121566055593328,0,0,0,0,0,0.0739841880749603,0,0,0,0,0,0,-0.0676268296044277,0,0.0697623948643903,0,0,0,0,0,0,0,-0.0179507546867572,0,0,0,0,0.0247113854266057,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0226159269625506,-0.0116151556556554,0,0,0,0,0,0
X601600.SH,0,0,0,0.336396684617816,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115757982568646,0,0,0,0,0,0,-0.0396089272083743,0,0,0,0.382430840766444,0.12102714801257,0,0,0,0,0,0,0,0,0,0.0988695354461451,-0.0194729130315004,0,0,0,0.109165720720093,0,-0.00837461100209646,-0.0207289392389411,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104123072287446,0,0,0,0.0788537047297783,0,0.123023364333196,0.319192141983075,0.0523143312848453,0,0.0221862366914982,0,-0.0455301856325822,0,0,0.0540426969340157,0,0,-0.0209055606820579,0,0.092607459000565,0,0,0,0.232719134312474,0,0,0,0,0,0,0,0.0299372476171015,0,0,0.0043339005263594,0,-0.00648168953501212,0.0202813588201901,0.0984521226320299,0,0,0,0,0
X601898.SH,0,0,0,0.179718823739754,0,0.00194117122827248,0,0.0606722544133442,0,0,0,0,0,0,0,0.0661262432021648,0,0.194022178153156,0,0,0,0,0,0,0,0.273831065720819,0,0,0,0,0,0.0236148299620017,0,0,0,0,0,0,0,0,0,0,0,0,-0.0430172814960983,0,0,0,0,0,0,0,0,0,0,0,0,0
