,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X601600.SH,X600111.SH,X600362.SH,X600795.SH,X600886.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X000883.SZ,X002353.SZ,X000898.SZ,X601158.SH,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X000831.SZ,X000825.SZ,X600315.SH,X601699.SH,X600660.SH,X600352.SH,X600808.SH,X000027.SZ,X002470.SZ,X000630.SZ,X600549.SH,X600307.SH,X600490.SH,X000959.SZ,X600578.SH,X000983.SZ,X000937.SZ,X600863.SH,X600516.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.111479683042127,0,0.0727207768693554,0,0.0963943257496852,0,0,0.0587485182770795,0,0,0,0,0.0106782920722187,0,0,0,0,0,0,0,0,0.0390204122406981,0,0,0.00965585281138715,0,0,0,0.0568662849421804,0,0,0,0,0,0,0,-0.0258518372656707,0,0,0.00899927702069255,0,0,0,0,0,0.0138508800952842,0,0,0,-0.00142939613117879,-0.0139838301852931,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.0372112270343567,0,0,0,0,0,0,0,0,0,0,0,0.00272182810629323,0,0,0,0.00579657890728722,0,0.143545531948529,0,0,0,0,0,0,0,0,0,0,0.0289057486319948,0,0,0,-0.0701114461472638,0,0,0,0,0,0,0,0,0.0655379399548868,0.0145912677833898,0.103630156679592,0,0,-0.0196267668191357,0,0,0,0,0,0
X601088.SH,0,0,0,0.0907402487572561,0,0,0,0,0.0582398817274311,0,0,0,0,0,0.253968209123549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,-4.33680868994202e-19,0,0,0,0.053993134552679,-0.00353799372418093,0,0,0,0,0.0610612371656948,0,0,0,0,0,0,0,0,-0.0054024995789649,-0.00776558619335906,0,0,0,0,0,0
X600585.SH,0,0.14579435411624,0.0129761951489182,0,0,0.116307332886447,0,0,0.0782579754153603,0,0,0,0,0.0968229842064199,0,0.0384720698251283,-0.0467989679416457,0,0.00088389645130852,0,0,0,0.0310958907987923,0,0,0,0,0,0,0.0452791271007606,-0.0160612974682449,0,0,0,0,0,0,0,0,0,0,0,0,0,0.170500139388802,0,0,0,0,0,-0.00609893020643221,0,0,0,0,-0.0366726745213458,0,0
X600011.SH,0,0,0,0,0,0.220094321118239,0,0,0,0,0,0,0,0,0,0.32890726118538,0.203201731807225,0.0531909140262364,0,0,0,-0.0940672327481611,0,0,0,0,0,0,0,0.153063689411742,-0.0488666067623744,0,0,0,-0.0283261598579445,0,0,0,0,0,-0.0121914906929519,-0.00117816695382651,0,0,0,0,0,0,0,0.135890207127218,0.0191463618562756,-0.0280399864837223,0,0,0,0,0,0
X600019.SH,0,0,0,0.0831219859978696,0,0,0.0889885867494319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101657312555725,0,0.128815589987127,0.20509424794318,0,0,0,-0.0955320941594599,0,0,0,0,0,0,-0.0316837160712141,0,0,0,0.0608465148615112,0.0455441057082267,0,0,0.138922760305064,0.158480261071287,0,0,0,-0.00748734581968276,0.0059056479001214,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.00842643781622661,0,0,0.241901481194289,0.184070347408558,0,0,0,0,0.0344921854905153,0.0549951018216885,0.0212615206912944,0,0,0.0368548544540237,0,0,0,0,0,0,0,6.93889390390723e-18,0.110599563245109,0,0.154353051699781,0,0,0,0,0,0,0,0,0,0,-0.0405203702424586,3.46944695195361e-18,8.67361737988404e-19,0,0,0,0,0,0,0,0,-0.0131259623044361,0,0,0,0,0,0
X601991.SH,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0297903960134232,0,0,0,0,0,0,0.100850309755173,0,0,0,0.00552796839512282,0,0,0.0577640432792736,0,0,0,0.0991023826646522,0,0.0682830145790724,0,0,0,0.0567719512282911,0,0,0,0,0,0,0,0,0,0,0.165261560384766,0,0,0,0,0,0,0.0190291721802414,-0.0432304599010253,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.287975269869385,0,0,0,0.0399255034730686,0,0,0,0,0,0,0,0,0.0398301341701491,0,0,0.117246669527535,0,0,0,0.0346888434936751,0,0,0,0,0,0,0,0,0,0.0234003315664196,0.0397094995363953,0.105078714579454,0,0.0933109801655339,0,0,0,0.157383650171699,0,-0.00527992786398836,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.00189012617991797,0,0,0,0,0,0,0,0,0,0.0813077713074001,0,0,0,0,0,0,0,0.059077355315867,0,0,0.0838746407402285,0.0588231444024709,0,0,0,0,0,0,0,0,0.189707780029287,0,0,0,0,0.0473247329503459,0,0,0,0.157525480335965,0,-0.0121968024599502,0.0112127692066343,0,0,0,0.0100555364028611,0,0
