,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600011.SH,X600010.SH,X600188.SH,X601898.SH,X002466.SZ,X601600.SH,X600688.SH,X600660.SH,X601991.SH,X600362.SH,X600795.SH,X600886.SH,X600547.SH,X002460.SZ,X600516.SH,X300072.SZ,X000898.SZ,X601992.SH,X600111.SH,X600352.SH,X600176.SH,X600027.SH,X000553.SZ,X000786.SZ,X600299.SH,X000709.SZ,X000792.SZ,X000825.SZ,X000408.SZ,X600426.SH,X002271.SZ,X601158.SH,X601699.SH,X600315.SH,X000830.SZ,X600489.SH,X000883.SZ,X600219.SH,X600808.SH,X600157.SH,X000630.SZ,X600583.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.166819969936684,0.152971074523386,0,0,0,0,0.0440045095073727,0,0,0,0,0,0,0,0,0,0.0831742803193495,0,0.101083515323882,0,0,0,0,0,0.0661934527652971,0,0,0,0.0648596084490299,0,0.0182431741079599,0,0,0,0.0415347707086625,0,0,0,0,0,0,0,0,0,0,0.00112680700076553,0,0,0.0135841975215543,0,0,0,0,0,0,0
X600028.SH,0.295768044105099,0,0.172044861241743,0,0,0,0,0,0,-0.00906405779369725,0,0.476994431501783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.044437806664275,0,0,0,-0.0333197665346627,0.108362698404522,0,0,0.0737658339496656,0,0,0,0,0,0,-0.0128176060021497,0,0,0.010189123303524,0,-0.0329816250833743,0,0,-0.154255116812842,0,0,0,0
X601088.SH,0,0.259200754809818,0,0.0212707507719344,0.0630238060671842,-0.0318122904446042,0,0,0,0,0,0.0514288353789491,0,0,0,0,0,0,0,0,0,0,0,-0.165082623364544,-0.11591963049483,0,-0.154363094874456,0,0,0,0,0,0,-0.0386645530068975,0,0.0131379927127916,0,0.61447902198883,0,0,0,0,0,0,0,0,0,0,0,-0.00390490205090424,-0.0128979988682068,0,0,0,0,0,0
X600019.SH,0,0,0.206164361857336,0,0,0,0,0.343217553582249,0,0,0,0,0,0,0,0,0,0,0,-0.0395969114062375,0,0,0,0,-0.0166359893089829,0,0,0,0,-0.149120760630617,0,-0.0761115412039205,0,0,0,0,0,0,0,-0.16373647348026,0,0,0,0.16532675146877,0,0,0,0.131754503840251,0,0.0119350131156654,0,0,0,0,0,0,0
X600585.SH,0,0,0.561139520178849,0,0,0,0,0,0,0.0234927896359064,0,0,0,0,0,0,0,0,0,0.0902183223636798,-0.0271969208188179,0,0,0,-0.114586768299578,0,0,0,0,0.00148672280848039,0,0,0,0,0,0.0776538101780672,0,0,0.0373973945406408,0.214023969839574,0,0,0,0,0.0734774851461505,0,0,0,0,-0.00658250751343257,0.0557847694581536,0,0,0,0,0,0
X600011.SH,0,0,0,0,-0.0907228282312936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569456449690482,0,0,0.0236548153319292,0,0,0.463808578085544,0,0,0.130608650034957,0,-0.0417371229054316,0,0,-0.0234930534769006,0.247567846957105,0,0.09652095196529,0,0,0.00969614113571497,0,0,0,0,0,0,0,0,0,-0.0202458689906411,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0165700287870532,0,0.223078394573287,0,0,0,0,0,0.552913366681577,-0.0306639098137567,0,0.00727364278305921,0,0,0,0,0,-0.0941399366001476,0,0,0.0670032488361973,0,0,0,0,0.048948815360815,0.0448873975477712,0,0.281759323916586,-0.0896187790567532,0,0.0127697157724851,0,0,0,0,-0.928150646240251,0,0
X600188.SH,0,0,0.594863321541458,0.0914969111232808,0,0,0,0,0,0.279111138576812,0.0593862827517103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.287201462582103,0,0,0,0,0,0,0,0,0,0,0,0.12142827603368,0,0,0,0,0,0,0,0,0.302771989161953,0.0698724934575625,0,-0.00271492802580713,0.00460768688539528,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.00637594125974657,0,0,0,0,0,0,0,0,0,0,0,0.0147313084602952,0,0.034272851768559,0.0414128269219295,0,0,0,0,0.043968984951648,0.0815925041031874,0,0,0,0.0211196531424579,0,0,0,0,0.129728993641805,0,0.00132735202278746,0,0,0,0,0,0,0,0.117623380003127,0,0,-0.0108955204146747,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0.0380151744340584,0,0,0,0,0,0,0,0,0,0,0.516091928674381,0.106865773007586,0,0,0,0.0640095890621795,0,-0.0854156407918571,-0.0482297386155696,0,0,0.00292004942333271,0,-0.0406985973781247,0,0,0.0648089433284493,0,0,0.0156176061365855,0,0,0,0,0,0,0,0,0,0.0234879159440268,0,0.00226173297845838,-0.0119236346455728,0,0,0,0,0,0
