,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600886.SH,X600019.SH,X600585.SH,X600795.SH,X601898.SH,X601991.SH,X601600.SH,X600688.SH,X600027.SH,X002075.SZ,X600157.SH,X600111.SH,X600362.SH,X600188.SH,X000539.SZ,X000709.SZ,X600583.SH,X000898.SZ,X600309.SH,X601158.SH,X601992.SH,X000027.SZ,X000883.SZ,X600352.SH,X600021.SH,X600660.SH,X000792.SZ,X600863.SH,X600022.SH,X601918.SH,X000629.SZ,X002470.SZ,X600307.SH,X600578.SH,X600098.SH,X600489.SH,X000825.SZ,X600808.SH,X600547.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.787985297875274,0.0776775939683472,0,0,0,0,0,0,0,0,-0.0570014067561948,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0557579016556271,0,0,-0.0121499318785696,0,0,0,0,0,0.0404886601762244,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0.0112004409012339,-0.0220191429688177,0,0.062004404802206,0,0,0,0
X600028.SH,0.455642125540928,0,0.074347935746212,0,0.0247781597075136,0,0.101837578862682,0.0383328025348246,0,0,0,0,0.0223594247971039,0,0,0,0,0,0,0,0,0,0,0,0.0470092332288574,0,0,0,0,0,0,0.0177118142553563,0.0715101214691971,0,0.0514851633571794,0,0,0,0,0,0,0,0,0,0,0,0.0150518094633862,0,0.0687957589837762,0,0,0,0,0
X601088.SH,0,0,0,0,0.277941874863498,0,0.0629224517513112,0,0,0,0.146529725828606,0,0,0,0,0,0,0,0,0,0,0.00613565201424195,0,0.096740843072819,0,0,0,0,0,0,0,0.0553471581825168,0,-0.052457217116603,0,0,0.116528015085739,0,0,0,0,0,0,0,0,0,-0.00698359198401005,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0.0194425845762027,0,0.0909208167966701,0,0,0,0.213997388498991,0,0,0.500678281212209,0,0,0,0,0.108946547094755,0,0,0,0,0.0549017278127484,0,0.0692911876309198,0,0,0,0,0,0,0,0,0,0,0.0159419553821155,0,0,-0.0874944579610316,0,0,0,0,-0.0777744909429622,-0.0390223768335756,0,-0.0194654905471133,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124183572802996,0.186711430365958,0,0,0,0,0,0.0788679004586397,0,0.0293524089053383,0,0,0,0,0,0,0.0120781338349163,0,0,0,0,0,0,0,0,0.174342992771502,-6.93889390390723e-18,0,0,-0.0040811432477198,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.00219690679819555,0,0,0.0435130119667423,0,-0.0267150853123843,0,0,0,0,-0.474281914444782,0,0,0,-0.0410110218085243,-0.0168166277450147,0.0271237348070059,0,0.0367177974661838,0,0,0,0.0423427273533606,-0.0341131781171849,0,0,0,0,0,0,-0.0141076812199024,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,-0.0331897125207906,0.0199103020171119,0,0,0,0,0,0
X600019.SH,0,0,0.066231470896805,0.0873866569225345,0,0,0,0,0,0.113266003108702,0,0,0.0430636526566622,0.173667892991128,0,0,0,0,0,0,0,0,0,0.00489156763027652,0,0,0,0,0,0,0,0,0.133624333946118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00534159182945332,0,0,0,0,0,0
X600585.SH,0,0.0435837075635588,0.0149138135683843,0.0937674828864461,0.0695776566230117,0,0.0473338194955885,0,0,0,0,0,0,0,0,0,0.0231954520886228,0,0,0,0,0,0,0.173157506342146,0,0.066776248973787,0.0087473451682171,0,0,0,0.228771088993365,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120314297503511,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0.171140745031449,0,0.0275327998101301,0.0212033225216075,0.0167517864557008,0,0,0,0,0,0,0,0,0,0,0,0.052589891633363,-6.93889390390723e-18,0.099629576920511,0,0,0,0,0.215105523778675,0,0,0,0,0,0.132440983784561,0,0,0.0637457023397564,0.0176518455960477,0,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,2.71050543121376e-20,0.0784116920136373,0,0,0,0,0,0,0.262974321622523,0,0,0,0,0,0,0.0393564747959577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256948128406757,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0.197609821573045,0,0.0183651093748815,0,0,0,0,0,0,0
X601991.SH,0,0,0.135353128480735,0.196997742603513,0,0,0,0,0,0.154675881421928,0,0,0,0.0244389430498246,0,0,0,0,0.262764109807353,0,0,-4.33680868994202e-19,0,0,0.0346585844311212,0.0322166653577708,0,0,0,0,0,0,0,0,0,0,0,0,0.0721139960550266,0,0,0,0,0,0,0,-0.00177946167888458,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0462805643034661,0,0,0,0,0,0,0,0,0,0,0,0.12041749807894,0,0,0.0712405075513246,0,0,0,0,0,0,0,0,0,0,0,0,0.0167937882221067,0.342072809354713,0,0,0.167941809558668,0,0,0,0,-0.00607173349573698,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0399456792294967,0,-0.180370854123181,0,0,0,0,0,0.470001547450911,0,0,0,0,0.263067548090311,0,-0.174819026783414,0,0,4.33680868994202e-19,0,0,0.238059499134155,-0.0883521573898004,0,0,0,0,0,0,0,0,0,0,0,0,0.00443893842972275,0,0,0,0,0
X600027.SH,0,0,0,0.1200710085608,0,0,0,0,0,0,0.150690970546414,0,0.114317904862962,0,0,0,0,0,0,0,0,0,0.0596563371899463,0,0.0396393888145123,0.0161482951692697,0,0,0,0,0,0.0455880701345912,0.365707483113537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224635015347655,-0.0606039844258746,0,0,0,0,0,0
X002075.SZ,-0.00348771329643388,0,0,0,0,0,0,0,0,-0.0137056087279313,0,0,0,0,0,-0.0195429424767896,0,0,0,0,0,0,0,0,0,0,0.0753175648246621,0,0.0307110194034029,0,0,0,-0.119714772695389,0,-0.0233582010719528,0,0.0296123882524146,-0.00326754441908376,0,-0.0205628301589747,0,0,0,0,0.0452268152111337,0,-0.0179509905730992,-0.00267817373904917,0.00291769700476167,0,0,0,0,0
X600157.SH,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0643234621807712,0,0,0,0,0,0,0,0,0.0767201321450439,0.0969847435408575,0,0,0.227920003161801,0,0,0.0689413780055616,0.124052920833446,0,0,0,0,0.0157313204265546,-0.0209778719891844,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0570793040777857,0,0,0.00577434545266326,0,0.12150180022655,0,0,0,0,0,0,0,0.126796835313606,0,0,0,0.115438693324309,0,0,0,0,0,0,0,0.140094240321058,0,0,0.00934637676916125,0,0,0,0,0.0887970046380809,0,0,0,0,0,0,0.0832238171922036,0,-0.0123482632641802,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0381685805979139,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.0605014357282699,0.0333599809296876,0.00527245794791205,0,0,0,0.000464516374472772,0.101772386430827,0.0229871426838246,0,0,0,0,0,0,0,0.0299427717004134,0.0105503985767756,0.241868529799122,0,0,-0.00811899218564973,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0,0.234866885988489,0.0161731087851662,0,0,0,0,0,0,0.0792119897902221,0,0,0,0,0.363081678108006,0.013058705057201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0310566865290724,-0.0179668477862239,0,0,0,0,0,0
X000539.SZ,0,0.132994332514168,0,0,0.237287943107103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169600410883452,0,0,0,0,0.0999842792341334,0.0810139496219283,0,0,0,0.170870234920454,0,0,0,0,-0.299275071601394,0,0,0,0,0,0,0,0,0,0.0983393934374186,-0.0164348657295589,-0.0900582625254496,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.105773691860242,0,0,0.929093497569032,-0.473287727973872,0,0,0,-0.318767486820511,0,0.151490820470399,0,0,0,0.110896447594227,0.0782428519398656,0.267402893865528,0,0,-0.267802246692399,0,0,0,0,0,0,0,0.065273909957252,0,0.0953531132467064,0.082875647032553,0,0,0,0
