,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600188.SH,X600585.SH,X600019.SH,X002460.SZ,X000792.SZ,X002466.SZ,X600011.SH,X601898.SH,X600111.SH,X000708.SZ,X000301.SZ,X600660.SH,X601600.SH,X600010.SH,X002271.SZ,X000877.SZ,X600547.SH,X600886.SH,X600426.SH,X600795.SH,X000983.SZ,X600362.SH,X601699.SH,X600176.SH,X600027.SH,X600803.SH,X601991.SH,X000786.SZ,X000629.SZ,X600995.SH,X000807.SZ,X600160.SH,X000933.SZ,X000408.SZ,X600219.SH,X600096.SH,X600489.SH,X600378.SH,X000723.SZ,X000831.SZ,X002080.SZ,X000932.SZ,X600348.SH,X600801.SH,X600141.SH,X000630.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.162304121181791,0,0,0,0,0,0,0,0,-0.0018357247395649,0.0424098013994213,0,0.0371929467114727,-0.0374822765502593,0,0.0981312238032022,0,0.0173590929342236,0.0781991239838524,0,0,0,0,0.0240014019232476,0,0,0,0,0,0,0.0101718379163831,0,0,0,-0.117913123835513,0.00632681879607257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00842313723074947,0.0189645191307277,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0.164829309561742,0,0,0,0,0.0583996933990539,0,0.0516710052430056,1.73472347597681e-18,0,0,0,0.00314222783605658,0,0,0,0,0,0,0.0573413761977902,0,0,0,0.00240758780776933,0,0,0,0,0,0,0,0,0.0160900967591507,0,0,0.00927665553917899,0,0,0,0,0,0.0135108770631436,-0.0343021720686499,0,0,0,0,0
X601088.SH,0,0,0,0,0.0469285939405545,0,0,0,0,0,0,0.112109152582212,0,0,0,0,0,0,0.0115334755747481,0,0,0,0.0383550191807505,0,0,0,0.107654324364893,0,0.0728162862882215,0.0744336724326499,0,0,0,0,0,0,0,0,0,0,0,-0.0554391759895619,0,-0.0290843664878592,0,0,0.0130286157184148,0,0,0,0,-0.00703501127993126,0.0218451859750037,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.0912162426303346,0,0,0,0,-0.0490364251795596,-0.125328184494627,0,0,0,0.206035954738742,0.112636148015689,0,0.244914040005643,0,0,0,0,0.211211867431058,0,0,0,0,0,0,0,-0.0437651580196066,0.0942499414745824,0,-0.0098026546132609,0,0,0,0,0,0,0,0,0,0,0,0.458232538880575,0,0,-0.035769753865822,0,0,0.0219691341502544,-0.0197696568726037,0,0,0,0,0,0
X600188.SH,0,0,0.234773705732985,-0.0641294083810689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765660681808714,0.245154791173023,0,0,0.159850103435209,0,0,0.111727438076334,0,0,0,0,0.250447133827972,0,0.0078510905189913,0,0,0,0,-8.67361737988404e-19,-0.20555568795314,0,0,0,0,0,0,0,0,-0.0287175403334698,-0.0111808600934642,0,0,0,0,0,0
X600585.SH,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0.0776480061836762,-0.0309988572871103,0,0,0,0.330570825838783,0,0,0.0130804319590837,0,0.0273783486088005,0,0.003163008011623,0,-0.0138951037116213,0,0,0.148051670505917,0,0,0,0,0.120713509907517,0,0,-0.0439842083984743,0,0,0,0,0,0,0,0.152423908347078,0,0.00830232862861229,0,0,0.00701169576832792,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0519270709510315,0,0,0,0,0,0.189985700952503,0,0,0,0,0.139046328512505,0,0.171974828741028,0,0,0,0,0,0,0,0,0.117758879940295,0,0,0,0,-0.0167910302260968,0,0,0,0,0,0,0,0,0.0183386617429209,0,0,0,0.118149633572105,0,2.16840434497101e-19,0,0.051688577136109,0.038709408420368,0.00441288844805621,-0.0113093108962423,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.612875722756642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,-0.031425972953698,0,0,-0.0717759999041081,0,0,0,-0.0465885507892953,0,0.122580516259941,0,0,0.0103522575781286,0,0,0,0.0521313753824946,0,0.0910216370137063,0,0,0,0,0.00522979192366437,0.00198863588655514,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0.327216553652181,0,0.155508665321255,0.032040654149797,0,0,0,0,0,0,0,0,0.117448743784765,-0.0187455254295405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0688081402919898,0,0,-0.0898894369963123,0,-0.00175436025860795,-0.00955764161423369,-0.19294745864354,0,0,0,0,0
X002466.SZ,0,0,0,0,-0.004354111293752,0,0,0.570188781293825,0.0448949236418434,0,0,0,0.0413992116979072,0,0,0,0,0,0,0,0,0,0,0,0.0746614621260743,0,-0.0425519488356339,0,0,0,0,0,0,0,0.167368930097863,0,0,0,0,0.0511617991144946,0,0.104090939186706,0,0,0.00975903939040365,0,0,-0.132040907539169,0,0,-0.039596844431083,0,0.00384997506561499,-0.0539112104767301,0,0,0,0,0
