,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X600585.SH,X600660.SH,X601600.SH,X600547.SH,X600886.SH,X600795.SH,X000792.SZ,X601699.SH,X002466.SZ,X000708.SZ,X002460.SZ,X600362.SH,X600111.SH,X000301.SZ,X600010.SH,X600027.SH,X000983.SZ,X600803.SH,X000877.SZ,X600489.SH,X600426.SH,X600160.SH,X601991.SH,X000630.SZ,X000408.SZ,X600985.SH,X000786.SZ,X000933.SZ,X000807.SZ,X601168.SH,X000932.SZ,X002271.SZ,X600612.SH,X600176.SH,X002128.SZ,X600348.SH,X600219.SH,X600096.SH,X601666.SH,X000027.SZ,X000883.SZ,X000831.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.279662314899071,0,0.143788361724672,0,0,0,0.0341718458827752,0,0,0.177862022201727,0,0,0,-0.188405641448637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0697250902412357,0,0,0,0,0,0,0,0,0,0,0.112429484870048,0,0,0,0,0,-0.0370675014780002,0.0361446009055489,0,0.0341043895169689,0.16798817768651,0,0,0,0,0
X601088.SH,0,0,0,0,0.207561237275641,0.171031751005418,0,0.0549151028140683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0465460991393267,0,0,0,0,-0.0226442347230573,0,0,0,0,0,0,0,0.0150089323802294,0,0,0,-0.106787652744078,0,0,0,0,0.164763215098592,0,0,0,0,-0.0178055306451513,0.0195871077796292,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,-0.204979252249731,0,0.154855379329432,0,0,0,0,-0.0867944109906489,0,0,0,0,0,0,0.119277079250882,0,-0.0572134124091084,0,0,0,0,0,0,0,0,0,0,0,0.0347079726056407,0.137414552036348,-0.00128498426731334,0,0,0,0,0,0,0,0,0,0,0,0,0.00850977730248376,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0117711017374642,0,0.223617127361393,0,0,0,0,0,0,0.210975277763153,0.240732704476245,0,0,0,0,0,0,0,0,0,0,-0.0668128252094314,0.0135865133407857,0,0,0,0,0,0,0,0.0837431667920717,0,-0.00350316121105352,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0.237358892880807,0,0,0,0,0,0.0202565676396542,0,0.0796552289010581,0,0.0664895633269991,0,0,-0.0529853856341877,0,0,0,0,0,0.162876833777367,0,0.0183906369621243,0,0,0.0374341450122805,0.0262209207559285,0,0,0,0,0,0,0.0402023611846685,0,0,0,0,0.0489642229644257,0.168883215449229,0,0,0,0,0,0,0,0.00521558854308497,0,0,0,0,0,0,0
X601898.SH,0,0.00467086427758357,0,0,0.11681161324062,0,0,0,0,0,0,0,0,0,0,0.185490211428246,0,0,0,0,0,0,0,0.371437464457448,0.320406804724409,0,0,0,0,0,0,0,0,0.09746626951679,0.0399278890971603,0,0,0,0,0,0,0,0,0.012987591387265,0,0,0,0,0,0,0,-0.0138875502966723,-0.0016262052805075,0.106457691867693,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0825816705214976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105103007341485,0,0,0,0,0,0,0,0,0,0.169867519296494,0.113636421320753,-0.11042380516955,-0.0746308240354605,0,0,0,0,0,0,0,0,0,0,0.0110116074075348,0,0,-0.15422717525556,0,0,0,0
X600011.SH,0.0902243732725519,0,0,0,0,0.14590902678455,0,0,0,0,0,0,0,0.135649793857024,0,0,0,0,0,0,0,0,0,0.286163331910274,0,0,-0.0656713183239777,0,0,0,0.0699135139103915,0,0.0407631340228512,0,0,0,0,0,0,-0.0229249208947772,0,0,0,0,0,0,0,0.088911318341502,0,0,0,0.0272160390121386,-0.0362698098382516,0,0.0879313025764822,0,0,0,0
X600585.SH,0,0,0,0.0732391400790647,0,0.0374070105809392,0,0,0,0,0.00821830441087106,0,0,0,0,0,0,0,0,0,0,0,0.152174947897063,0.0200222770231815,0,0,0,0,0.145426658019553,0,0,0,0,0,0.0294583442794055,0,-3.46944695195361e-18,0,0,0.00406770103931051,0,0,0,0,0,0,0,0,0,0,0.0823611458543572,-0.0132196586500488,0.0231485754109626,0,0,0,0,0,0
X600660.SH,0.108437013330221,0,0,0,0,-0.045829059038664,0,0,0,0,0,0,0.0156600366437194,0,0,-0.00887643480139009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150667236916564,0,0,0,0,0,0,-0.258170337424307,-0.0408002181761949,-6.93889390390723e-18,0,-0.00686425938299248,0,0,0,0,0,0,0.12594170629378,0,0.0880225306404996,0,0,0.0338616257980475,0.135369824940215,0,0,0,0,0
X601600.SH,0.102534225963636,0,0,0,0,0,0,0,0.163996245980747,0,0,0.0206439874922767,0,0,0,0,0,0,0,0,0,0,0,0.0316549514365272,0,0,0,0.0363251028683094,0,0,0,0.0863576504702531,0,0,0,0.0435263485297632,0.230922227391038,0.206443582900801,0,0,0,0,0,0,0,0,0,0,0,0.00238457572463241,0,-0.000641963469031997,0,0.100494543708203,0,0,0,0,0
X600547.SH,0,0,0,0.101574635650171,-0.28850971602293,-0.00604622619768892,0,0,0,0,0,0,0,0,0,0,0,0,-0.0507684484964717,0,0,0,0,0,0,0,0,0.631180301567599,0,0,0,0,0,0,0,0.199819239469076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168331840799404,0.0215226656720351,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.0428166522482797,0,0,0,0,0,0,0,0,0.428808292255059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0179306563043721,0,0,0,0,-0.0171584946454012,0,0,0,0.121788915707301,0,0,0.0106406177354295,0,0,0.0164944528490065,0.108061849981715,-0.00377372865311689,8.67361737988404e-19,0,0,0,0,0,0
