,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X600011.SH,X000792.SZ,X601898.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X600886.SH,X600795.SH,X000877.SZ,X600547.SH,X601600.SH,X601991.SH,X600027.SH,X002271.SZ,X600426.SH,X600803.SH,X000983.SZ,X600362.SH,X600176.SH,X601699.SH,X000408.SZ,X600348.SH,X000629.SZ,X600096.SH,X000723.SZ,X000786.SZ,X600985.SH,X600219.SH,X600160.SH,X600995.SH,X600378.SH,X600688.SH,X600157.SH,X600141.SH,X002080.SZ,X600489.SH,X002353.SZ,X000933.SZ,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.697021930446623,0,0,0,0,0,0,0,0.166341995010102,0.0282579297739709,-0.0454432701868855,0,0,0,0,0,0,0,0,0.0259521186722093,0,0,-0.0708357503012723,0,0,0.00769334056722158,0,0,0,0,0,0,0,0,0,0,0.0345649887876088,0,0,0,0.101367167734631,0,0,0,0,0.0712340612559825,0,0,0,-0.0205209624363509,0.0315757928884433,0,0,0,0,0,0
X601088.SH,0,0,0,0.195298654302952,0.376109651215456,0.0585888173828294,0,0,0,0,0.145318437260001,0,0,-0.0432593928577786,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166502601023111,0,0,0.0443666556670915,0,0,-0.0336335452826211,0,0,0,0,0,0.0393763852502967,0,0,0,0,0,0,0,0,0,-0.126163899219284,0,0,-0.020620165856902,0,0,0,0,0,0
X600028.SH,0.355919967208637,0,0,0,0,0.0134938154725848,0,0,0,0,0.0547433460253837,0,0,0,0,0,0,0,0,0.0277242231224176,0,0.121928516590004,0,0,0,0,0.0680506126556251,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00787704375703926,0,0,0,0,-0.00383049494921167,0.084764948528014,0,0,-0.0102505909859168,0,0.00609824492823978,0.00714940696277886,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.023400057930516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070111977570067,0.05152210681657,0,0,0,0,0.0913418187635373,0,0,-0.0653989244359426,-0.0303590446882835,0,0,0.131475210689906,0.109395026166882,0,0.125623890003621,0.0270798961923564,0,0,0,0,0,0,0,0,0,0,0,0.0022148979890818,0,0,0,0,0,0
X600188.SH,0,0.766004371316068,0,0,0,0,0,0,0.0326047085245701,0,0.0708013370130517,0,0,0,0,-0.0439434335127343,0,0,0,0,0,0,-1.0842021724855e-19,0,-0.0249736263357371,0,0,0.0884720894496857,0,-0.0540156688136428,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137694783456855,1.73472347597681e-18,-0.0432364019443265,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.504076003776216,0,0,0,0,0,0.0849127564081652,0,0,0,0,0,0,0.0371238749291381,0,0,0,0,0,0,0.0226504996061071,0,0,0,0,0.167819133643165,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.110701360690264,0,0.285134328544943,0,0,0,-0.0868035260948003,0,0,0.116597300125717,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.3537937899271,0,0,0,0,0,0,0.039293549651126,0,0,0,0,0,0.213940621437236,0,0,0,0,0,0,0,-0.195799731794264,0,0,0,0,0,0,0.0707078505627782,0,0,0,0,0,0,-6.93889390390723e-18,0.0322713744121498,0,0,0,0,0,0.0984245746021553,0.0844846166975835,0.0712723268772943,0,0.0587480248091285,-0.0398480348281735,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0596740404843023,0,0,0.0205093270944399,0,0,0,-0.0159258292445477,0,0,0.0192807157150724,0,0,0.124443269697764,0,0,0,0,0,0,0.00868384787214726,0,0,0,0,0,0,0,0.0853216743464359,0,0,0.21881370117845,0,0,0,0,0,0,0,0,0.0240504568362244,0,0,0.053929739060815,0,0,0.0330258634137384,0.00751223477264296,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0175058548318825,0,0,0,0,0,0,0,0,0,0,0,0,0.393704986044989,0,0,0,0,0.397174692571981,0,0,0,0,0,0.239955445099999,-0.117007543540562,0,0,0.00688219952654565,0,-0.151838419984004,0,0,0,0,-0.0892827483621011,0,0.0971109509936815,0.222148479259774,0,0,0,0,-0.0155336314876925,-0.128994561886563,0,0.126802179831776,-0.102711935825893,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.27042432883006,0,0,0.113171638256429,0,0,0,0,0,0,0,0,0,0,0,0,0.141466783133065,0,0,0,0.0260125427847774,-0.0334345694173462,0,0,0,0,0.0899016147909367,0,0,0.0419975252547728,0,0.241129219877932,0,0,0,0.0301987671256251,0,0,0,0,0,0,0,0.0381693521350388,0,0,0,0.0327104360270242,0,0,0,0,0,0
X601898.SH,0,0,0.00259583056434648,0,0,0.0421279759406553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019993257023176,0,0.139244913392994,0.391920636004019,0,0,0.0515414547677905,0,0,0,0,0,0,0.0785953184274142,0,0,0,0,-0.00129877145115598,0.0768527921769214,0,-0.0992764054175839,0.0734197759226614,0,0.185196005909908,0,0,0,0,0,0,0,0,0,0
