,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600011.SH,X600660.SH,X002271.SZ,X000877.SZ,X000301.SZ,X600188.SH,X601600.SH,X000708.SZ,X601898.SH,X600547.SH,X600362.SH,X600886.SH,X600176.SH,X000723.SZ,X600426.SH,X002080.SZ,X000408.SZ,X600219.SH,X600803.SH,X600795.SH,X000786.SZ,X002326.SZ,X601991.SH,X300037.SZ,X300073.SZ,X600027.SH,X000831.SZ,X600399.SH,X000959.SZ,X600516.SH,X600688.SH,X600141.SH,X600157.SH,X600096.SH,X000825.SZ,X600352.SH,X600489.SH,X600801.SH,X600486.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.104316932877597,0.155508365945203,0,0,0,0,0,0,0,0,0,0,0.0494753529413256,0,0,0,0,0,0,0,0,0.111640227855148,0.000439444349684657,0,0,0,0,0,0,0.101801957749201,0,0,0,0,0,0,-0.0275442543926116,0,0,0,0,0,0,0
X600028.SH,0.251875443326948,0,0,0,0,0,0,0,0,0,0,0.0558641099629219,0,0,0,0,0.0658165527891054,0,0,0.019501279098346,0,0,0,0,0,0,0,0,0,0.0493624503654991,0,0,0,0,0,-0.0154994716756329,0,0,0,0,0,0.0591839402026161,0,0.0992203571938142,0,0,0,0,0.0903821789495427,0,0,-0.00396723634176762,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.0563200201225005,0,0,0.0286380068174115,0,0,0,0,0.215264348062043,0,0.119929110739124,0.43855173163976,0,0,0.0893060075893726,0,0.0757134072726199,0,0,-0.0985618091064039,0,0,0,0,-0.0250146684059247,0,0,0,0.0358420807955815,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0.0229333757529504,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241464951134547,0.130996958700773,0,0,0,0,0.0993622447368683,-0.0732706438760213,0,0,0,-0.048376491317786,0,0,0,-0.00363962733278155,0,-0.0922134836529022,0,0.0100420271813085,0,0,0,0,0,0,-0.000823580170600262,0.0354203419708889,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.447375590716498,0.0635914250372355,0,0,0,0.234038368547396,0,0,0,-0.124965041244733,0,0,0,0,0,0,0.0639777857182106,0,0,0,0.00849731995370823,0,0,0,0.122078462332141,0,0,0.00314566299439343,0,0,0,0,0,0,0,0.166661456515743,0,0,0,0,0,0,0,0,0,0.0177626195698391,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0.0352367824164588,0.0312889032192081,0,0,0,0,0,0,0,0.0586283790202869,0,0,0,0,0,0,0.242772577526932,0,0,-0.196949246348102,0,0,0,0,0.00660023365360698,-0.0431739294680226,0,-0.0190085269538479,0,0,-0.0905718295118986,0,0,0,-0.0254696226740131,0,0,0,0,0,0,0.557838870604909,0.0311428771669233,0,0,0.0349928280220106,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.0484798061914621,0,0,0.418990709865936,0,0,0,0,0.200467110622125,-0.00290455835761849,0,0,0,0,0,0,0,0,0,0,0.0567299622830608,0,-0.0569727529040496,0,0,0,0,0,0.10607873389489,0,0.11254867759909,0.264970561741009,0,0,0,-0.000164785455807181,0,-0.141247293390468,0,0,0,0,0,0,-0.0165381419989871,0,0,0,0,0,0,0
X002466.SZ,-0.111935713766858,0,0,0,0.36374419865787,0,0,0,0.237886687626012,0,0.19808124970556,0,0,0,0,0.0299814610293488,0,0,0,0,0,0.0802996477154659,0,0,0.00836539717829932,0,0,0.0696405133640032,0,0,0,0,0.0745303916354131,0,0,0.0615926330019869,0,0,0,0.0138685941876375,0,0,0,0,0,0,0,0,0,0,0,0.031056878101607,-0.0135805906182826,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.281401886946754,0,0,0,0,0,0,0,0,0,0,0.0454823932591425,-0.1493217021975,0,0,0,0,0,0,0,0,0,0.167336730554977,0.128271865869579,0,0,0,0,0,0,0,6.93889390390723e-18,0.0752461732408283,0.161690042751503,0,0,0.303414619115262,0.133482067274591,0,0,0,0,0,0,0,0,0,-0.0195189541264898,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0703672150097455,0.0266746894685503,0,0,0,0,0,0,0,0,0,0,0.227637188811523,0,0,0,0,0,0.0133142511518686,0,0,0,0.107690097349354,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00990586918908577,0.028876997891931,-0.00223293678111704,0.119801433397444,0,0,0.236082041103314,0,0,-0.0151949683237465,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0.321810982346874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215005985927201,0,0,0,0,0,0,0,0,0,0,0,0.140845910228148,0.0726684137090338,0,0.029235062988589,0.064378759967181,0,0.0421268459409121,0,0.00781499510460192,0,0,0,0,0,0,0,0.0217422744299919,0,0,0,0,0,0
X600011.SH,0,0,0.00958709595672748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0590862429144547,0,0,0,0,0,0,0,0,0.0138447160567639,0,0,0,0,-0.0477661266614166,0,0.0851271523372475,0.103096771813427,0,0.540934839451537,0,0,0,0,0,0.0776538472929195,0,0,0,0,0,0,0,0,-0.0155212643529347,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.162439108881358,0,0,0,0,0,0.046252577625791,-0.0844412985201708,0.0781658703898501,-0.00812645706849819,0,0,0,-0.0973089749961081,0,-0.105101561135881,0,0,0,0.00129163509247307,0.110019442187881,0,0,0,0,0,0,0.0206967327686249,0,0,0.138292751759642,0,0,0,0.035141828916212,0,0,0,0,0,0,0,0,0,0,0.0581503351624481,0,0,0,0,0,0
