,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600011.SH,X600585.SH,X600010.SH,X601898.SH,X300072.SZ,X601600.SH,X600688.SH,X600547.SH,X600795.SH,X601991.SH,X600362.SH,X600309.SH,X600660.SH,X600188.SH,X600886.SH,X600027.SH,X601992.SH,X600157.SH,X600111.SH,X600339.SH,X600489.SH,X000898.SZ,X000709.SZ,X002466.SZ,X600299.SH,X601158.SH,X000959.SZ,X000408.SZ,X000792.SZ,X600583.SH,X000630.SZ,X000883.SZ,X600352.SH,X600219.SH,X002092.SZ,X000539.SZ,X000983.SZ,X000027.SZ,X000723.SZ,X000825.SZ,X002460.SZ,X600098.SH,X601699.SH,X600021.SH,X600623.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.170151347974842,0,0,0,0.0577776151934574,0,0,0,0.0247630673376722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0253294839839134,-0.0633768843401428,0.030364196783372,0,0.109238867087691,-0.0178556493025314,0,-0.0020443425734946,-0.0021928140811038,0,0,0,0,0,0
X600028.SH,0,0,0,-0.00650693407029715,0,0.12676222613328,0,0,0.0271211659157583,0,0.0997429403978532,0,0,0,0,0.0813574006023096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0478045195385171,-0.0148383366898717,-0.00189667211708446,0,0,0.221420480929199,0,0,-0.0240439136481482,0.0138497690138026,0,0,0,0,0,0
X601088.SH,0,0.0886473806119466,0,0,0.0667486001267527,0,0,0,0,0,0,0,0,0,0,0,0.0296327703000345,0,0.16690855861532,0,0,0,0,0,0,0.0295804786773172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0321648771777377,-0.00153272957537601,0,0.170608588176166,0.0383692886041699,0,-0.0222482603000593,-0.0170629130418796,0.00507403133000801,0,0,0,0,0,0
X600019.SH,0,0,0.0134534914792131,0,0,0,0,0,0,0,0,0,0,0,-0.173463008830505,0,0,0,0,0,0,0,0,-0.393280661398167,0,0.528830601409147,0,0,0,-0.102485389070383,0,0,0,-0.00812417740966865,0,0,0,0,0,0,0,0,0,-0.216881936447269,0,0,0,0.120481245930652,0,0.0198119834644829,-0.00712681508312094,-0.003107933818321,0.197738231571422,0,0,0,0,0
X600011.SH,0,0,0.141787433544021,0,0,0,0,0,-0.0426137189643993,0,0,-0.117010395053102,0,0,0,0.023734904623941,0,-0.0188131436081519,0,0.464697746758984,0,0,0,0,0,0,0,0,0,0,0,-0.0907731923297218,0,0,0,0,0.0296070854701158,0,0,0,0,0,0,0,-0.0350453901841744,0,0,0.0374593157316578,0,0,0.0153798582542712,-0.00660690945787682,0.00653997999718745,0,0,0.10070828848845,0,0
X600585.SH,0,0.256829108839883,0,0,0,0,0,0,0,0.287896225762154,0,0.0258574894377529,0,0,0,0,0.0658358424128852,0.285515343735284,0,0,0.0549073278315275,0,0,0,0,0,0,0,0,0,-0.0183208879355183,-0.410721059902911,0,0,0.0410829075279685,0,0,0,0,0,0,0,0,0.0536605743527787,0,0,0,0,0,-0.169245983043493,-0.0259238501822547,0.00441866985375464,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,-0.0058439703920988,0,0,0,0,0.109956312333756,0.0249231255203615,0,0,0,0,0,0,0,0,0,0,0.221527563449297,0,0,0,0,0,0,0,0,0,0,0,0.0466973602126504,0.146219369788064,0,0,0,0.00233075108121958,0,0,0,0,0,0,0,0,-0.00743647827110441,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0.026872545072827,0,0,0,0,0.111479115391715,0,0,0,0,0,0,0,0,0.0956771074709092,0,0,0,0,0,0,0,0,0,0.322376939932633,0.022997636652353,0,0,0,0,0,0.133906008519902,0,0,0,0,0.0313798428406994,-6.93889390390723e-18,0,0,0,-0.00717147063674124,0.00126143085923457,0,0,0,0,0,0
X300072.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117791605168823,0,0,0.00324083424442676,0,0,0,0,0,0,0,0,0.0848843397013508,-0.133977642137278,0.071534604952591,0,0,0,0,0,0,0,0.0367858000052601,-0.0445666752877426,0,0,0,0.0842813948171424,0.02291610551852,0.237124063900066,0.0283333382307549,-0.0013277022446068,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.396242816993439,0,0,0,0,0,0,0,0,-0.0555324064525015,0,1.0842021724855e-19,0,0,0,0,0,-0.0514843641524584,0,0,0,0,0,0.378682086161437,0,0,0,0,0,-0.0228188864661555,0,0,0,0.00434309957689461,0,-0.0840433855331496,-0.0311297511010878,0.00860442718210657,0,0,0,0,0,0
