,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X600188.SH,X601991.SH,X601600.SH,X600362.SH,X600111.SH,X600010.SH,X600795.SH,X600886.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X601158.SH,X000898.SZ,X000792.SZ,X000883.SZ,X000709.SZ,X002353.SZ,X600489.SH,X000630.SZ,X600547.SH,X000539.SZ,X000629.SZ,X000027.SZ,X601699.SH,X000831.SZ,X000825.SZ,X600315.SH,X000983.SZ,X000937.SZ,X600352.SH,X600660.SH,X600549.SH,X000959.SZ,X600578.SH,X002470.SZ,X600808.SH,X600307.SH,X000878.SZ,X000060.SZ,X600008.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.272933075306614,0,0,0.0691731031816444,0.116220434520837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00582097542922715,0,0,0,0.0205883823542166,0,0,0,0,0,0,0,0,-0.0688588774421875,0,0,0.0391799747539567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00232322022657257,0,0
X600028.SH,0.427904482668224,0,0,0.0378490445825744,0,0,0,0,0,0,0,0,0,0,0,0.110866899922649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225905316232951,0,-0.00407402071264863,0,0,0,0,0,0,-0.00799875145722559,0,-0.0585308843334823,0,0,0.0204989465565093,0,0,0.221430542820552,0,-0.0081858428968686,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.180935404147669,0,0.178100828165161,0.12868805350215,0,0,0,0,0,0,0,0,0,0,0.0121595222196594,0,0,0,0,0.00129518061102205,0,0,0,0,0,0,0,0,0,0,0.0167988599134688,0,0.156905688552371,0,0,0,0,0,0,0,0,0,0.0496174177287655,0,0,0,0,0,-0.00164108831740465,0,0,0,0,0,0
X600011.SH,0.126020721067188,0,0,0,0,0.28021853709496,0,0,0,0,0,0,0.00867658447250635,0,0,0.197461139078982,0.404686269284033,0,0,0,0,-0.058725578254021,0,-0.0425881126945809,0,0,0.0591030640971527,0,0,0,0,0,0,0,-0.0533315211229111,0,0,0,0,0,0,0.0135232724108806,0,0,0,0,0,0,0,0,0,0.0214533868631933,-0.0467201360173884,0,0,0,0,0,0
X600585.SH,0,0,0.0245680250650239,0.0101200778320969,0,0,0,0,0,0.204930880971905,0,0,0.0856293843720313,0,0,0,0,0,0,0,0,0,0,0,0.00872657471817631,0.0556293784377398,0,0,0,0,0.0284572084889869,0,0,0.034562685566795,0,0,0,0.0924020743282777,0,0.00672921991277535,0,0,0,0,0,0,0,0,0,0,0,-0.0191901390886575,0,0,0,0,-0.0757513129079967,0,0
X600019.SH,0,0,0.093574695879054,0.156687743080782,0,0,0.00617191408040534,0.0608205287742974,0,0,0,0,0,0,0,0,0,0,0,0.0292421230980112,0,0.229991915164173,0,0,0.192068786835999,0,0,0,0,0,0,0,0,0,-0.0729104895721418,0,0,0,0,0,0,0.0716939636477728,0,-0.0821041769443781,0,0.106552799136703,0.0685337104277382,0,0,0,0,-0.0109624102272888,0.00212127831619127,0,0,0,0.0243126185126231,0,0
X601898.SH,-0.0102419718091506,0,0,0,0,0,0,0,0,0.265344134066513,0,0,0.0319770032190902,0,0,0,0,0,0.109399829255878,0,0,0,0,0,0,0,0.0676501589749275,0,0,0,0,-0.00441656078722538,0.190771205279917,0.166220800937111,0,0,0.00958269985613883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.02655884726354,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.255884946701872,0,0,0,0,0,0,0,0,0.345035282628266,0,0,-0.102864107602844,0,0,0,0,0,0.0522035138736799,0,0,0,0,0,0,0,0,0,0,0.056075785663749,0,0.48788051843881,0.0447746382899266,0,0,0,0,0,-0.0613035605740503,0,0,0,-0.00334885165302286,0,0,-0.0227519991486951,0.0313143612506903,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0181306518480009,0.0134601220533334,0,0,0,0,0,0,0,0,0.0988355902185453,0,0,0,0,0,0,0.00120291690227267,0,0,0,0,0,0,0.11447625279207,0.0121472993335205,0.0380156793878108,0,0,0,0,0,0,0.0519283858155598,0,0,0.125182716731671,0,0,0,0,0,0.123332317332786,0,0,0.0122097334279167,-0.0322694440614396,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0489929541293655,0.0251070901272305,0,0,0.442356018309222,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0720913096011648,0,-0.0595738394317811,0.0550292061655914,0,0,0,0,0,0.0472667447893512,0,0.123943829822464,0,0,0,0,0,0,0,0,0.00741529620443126,0,0,0.0289252318684675,0,0,0.0497573307019162,0,0,0,0.00301720914966712,-8.83222114098862e-06,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0517744468481458,0,0,0.061563425162885,0,0,0,0,0,0,0,0,0,0,0,0.140050888578931,0,-0.0472528573945683,0,0.0268349984251395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0337689334807378,0.0396721482365161,0,0.138878124143569,0.234199971992326,0,0.0730628890191675,0,0.0137475184983283,-0.0217906804828658,0,0,0,-0.021757179779137,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0958387813601721,0,0,0,0,0,0,0.0548296211153107,0,0,0,0,0.0286954736149807,0,0.0616585112877856,0,0.0862171722201188,0,0,0,0,0,0.264778956566675,0,0,0.0191195828789798,0,0,0,0.0386774112517018,0,0.0208671569078676,0,-0.00493971493530033,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.18617440482812,0,0.170430492606476,0,0,0,0,0,0,0,0,0,0.342040645776861,0,0,0,0,0,0,0,0,0,0,0.213184768764591,0,0,0,0.117586857610179,0,0,0,0,0,0,0.57676660570981,0,0,0,0,0,0,0,0,0,0,0,0,-0.0837385280650028,0.00434335489845422,0,0,0,0,0,0
X600795.SH,0,0.0864722860469973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083966201820083,0,0,0,0,1.73472347597681e-18,0,-0.0798912163400347,0.200248995453815,0.0249553655240917,0,0,0,0,0,0,0,0,-0.000562665855292542,0,0,0,0,0.0888690608549993,0,0.0221674609931578,0,0.0393433389794566,0.0812145475707146,0,0,0,0.0844704776050835,0,0,0.00565275975384876,0.00237833445315288,0,0,0,0,0,0
X600886.SH,0,0,0,0.0268878872607984,0,0,0,0.147710515390338,0,0,0,0,0,0,0,0,0,0,-0.0802856134676534,0,0,0,0.0417684491353843,0,0,0,0,0,0,0,0,0.108256791497454,0,0.246818413947249,0,0,0,0,0.132341273494059,0,0,0,0,0,-0.0417748980864083,0,0.0307024153602377,0,-0.0355694335850622,0,0,0.00814128292938373,0,0,0,0,0,0,0
X600688.SH,0,0.222116654239275,0,0,0,0,0,0.084851395840473,0.0789376640171073,0,0,0,0,0,0.165811015554136,0,0,0,0,0,0,0,0,0.071378445776952,0,0,0,0,0,0,0,0.199721660796344,0.00955776847514692,0,0.0406177417983574,0.122886075276008,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520513005813213,0.0101882784710368,0,0.00597361872150714,0,0,0,0,0,0,0
