,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600362.SH,X600886.SH,X600795.SH,X600010.SH,X600188.SH,X600688.SH,X600309.SH,X600583.SH,X002353.SZ,X600027.SH,X601992.SH,X000792.SZ,X601158.SH,X000898.SZ,X000883.SZ,X600315.SH,X600490.SH,X600489.SH,X000709.SZ,X600547.SH,X000629.SZ,X000831.SZ,X000825.SZ,X600352.SH,X000539.SZ,X600660.SH,X601699.SH,X000630.SZ,X600549.SH,X000983.SZ,X600307.SH,X000937.SZ,X000027.SZ,X002470.SZ,X000960.SZ,X600578.SH,X000959.SZ,X600516.SH,X600863.SH,X600008.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0556675319377075,0,0,0,0.0218774136955372,0.114378654438984,0,0,0,0,0,0,0,0,0,0,0,0.0356616661761383,0,0.0384867973314864,0,0,0,0,0,0.029163766736127,0,0,0,0,0.0330031125732904,0,-0.0216257040229346,0,0,0,0,0.00973969691455876,0,0.00975956001255114,0,0,0,0,0,0,0,0,0.167620097210412,0,-0.00491887525186941,-0.00474623575606625,0,0,0,0,0,0
X600028.SH,0,0,0,0.153058620527583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444451681114106,0,0,0.0774643981037056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480067799469794,0,0.0240505533722805,0,0,0,0.0071206967544575,0.107947154690468,0,0.0446341226193988,0,0,0,-0.0164607354821756,0.0263733770238099,0,0,0,0,0,0
X601088.SH,0,0,0,0.0448164594308974,0.0918616762508391,0,-3.46944695195361e-18,0,0,0.024784977916802,0,0,0,0,0.0410129933585988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.099432989459832,0,0,-0.024538654473679,0,0,0,0,0,0,0,-0.00193352622975545,0,0,0,0,0,0
X600585.SH,0,0.121702706088503,0.218009372715246,0,0,4.33680868994202e-19,0.0914420620340692,0,0,0.0120517049771652,0,0,0,0,0,0,0,0,-0.0443785200115238,0.0406734876518523,0,0.232209769595475,0,0,0,0,0,0.0753006879987122,0.0364225406794579,0,0,0,0,0,0,0,0,0,0,0,0,0.00180605151649535,0,0,0,0,0,0,0,0,0,-0.00351676878071807,-0.00235190700518209,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.128757986524213,0,0,0,0,0,0.151497504111499,0,0,0,0,0,0,-0.192335913596843,0.191348709481435,0,0,0,0,0,0.0284956915646904,-0.054719958098285,0,0,0,0,0.0189578365798868,0,0,0,0.0577449458295011,0,0,0,0,-0.0394650241492135,0,0,0,0,0.0227679837137409,0.138609905627184,0.0686241907168941,0,0,0,0.0248598435476276,0,0,0,0,0,0,0
X600019.SH,0,0,0.038675705704964,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0.049166616908013,0,0,0,0,0,0,0,0,0,0,0.209052319556315,0,0,0,0,0.10877510414002,0,-0.0246812241976309,0,0,0,0.028477805540299,0,0,0,0.0796154592043289,0.105205159784643,0,-0.0900113667703498,0,0,0.128760407180896,0,0.245007670433638,0,0,-0.00543194827658473,0,0,0,0,0,0,0
X601898.SH,0,0,0.00876111152528321,0,0.0398395230843026,0.0977218065136316,0,0,0,0,0,0,0,0.0392920311085299,0,0,0,0,0,0,0.114772515269555,0.0539062119843981,0,0,0,0,0,0,0,0,0.0428611126161616,0.202594453402141,0,0,0,0,0,0,0,0,0,0.059937217164787,0,0,0,0,0,0,0.0807787825232483,0.0259431358867563,0,0.00285534690395344,-0.00532372780887412,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0159020424102684,0,0,0,0,0,0.0957956424572452,0.0401146414143604,0,0,0,0,0,0.00112494981957395,0,0.0254814781495692,0,0,0,0.134820699592043,0,0.037060100779977,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0148179205699792,0.104522396504092,0,0,0,0,0,-0.00126077104193012,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0.00719378921178295,0,0,0,0,0,0.0398658871964531,0,0,0,0,0.0622353547524192,0,0.0157769961267151,0,0,0,0,0,0,0,0.0266151091088951,0,0.0182798411120281,0,0,0,0.0813981718922631,0.0338615911439512,0.26669683606243,0,0.0858440801210537,0,0,0,0.0693851718534639,0,0.00352404656884379,0,0,0,0,-0.00445497105552536,-0.00465693629118545,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0578942123311555,0,0,0.0728347913907019,0,0,0,0,0,0.136678195147069,0,0,0,0,0,0.0474224984448013,0,0.174140538506369,0,0,0,0,0,0,0.031353643970572,0.231375684196151,0,0.129347539595577,0,0.157259712835802,0,-0.155556050301992,0,0,0,0,0,0,-0.0440386364024547,0.0139145409104275,0,0,0,0,0,0
