,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X000708.SZ,X601898.SH,X600010.SH,X600886.SH,X601600.SH,X600660.SH,X600362.SH,X600188.SH,X600801.SH,X600352.SH,X600795.SH,X601991.SH,X600688.SH,X002460.SZ,X000786.SZ,X600111.SH,X002271.SZ,X600027.SH,X600176.SH,X601992.SH,X000723.SZ,X002466.SZ,X600516.SH,X002353.SZ,X000898.SZ,X600583.SH,X600426.SH,X600299.SH,X600489.SH,X000883.SZ,X000709.SZ,X601158.SH,X600219.SH,X000629.SZ,X000027.SZ,X600612.SH,X000553.SZ,X000630.SZ,X000825.SZ,X600808.SH,X002110.SZ,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0325981503674363,0,0,0.131999121309051,0,0.00648278977982915,0.145832276061297,0,0,0,0,0.173681170572433,0,0,0,0,0,0,0,0.00196520996020203,0,0,0,-0.00238411256605022,0.105037127138218,0,0,0,0,-0.0182837605584152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0102266085351244,0.0172340049216295,0,0,0,-0.0238455328453896,0,0
X600028.SH,0,0,0,0,0,0,0,0,0.0207789186700099,0.147852770591695,0,-0.0253895148840264,0,0,0,0,0,0,0,0,0,0,0,0,0.11965974682229,0,0,0,0,0,0,0.0500045507612399,0,0,0.00201547984599821,0,0,0,0,0,0,0,0,-0.0235593793594393,0,0,0,1.73472347597681e-18,0,0,0,0.0209863395926265,0.0361123693563154,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.562539835087114,-0.0321798065548891,0,0.00337811636445633,0.0676402621313572,0,0.0840933091826025,0,0,0,0,0.0578734709034293,0,0,0,0,0,0,0,0,0,0,0,0,0.0282959068269667,0,-0.0887433863095726,0,0,0,0,0,0,0,0,0,0,0,0,0.00151284833563213,0,0,0,0,0,0,-0.0143129792269948,-0.0100834596927128,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.100753828716313,0,0,0,0,-0.113018073546019,0,0.0264652640972626,0,0,0,0,0.347550824973281,0,0,0,0,0,0.0932714709661651,0,0.0330238475713056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0226047916440597,0,0,0,0,0.0111390419306471,0,0,0.00680634735359364,-0.0222717012176397,0,0,0,0,0,0
X600309.SH,0,0,0,0.225009994514479,0,0,0,0,-0.0714846667532349,0.116443360280716,-0.0520290034107156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152560603444142,0,0.0198847309348603,0,0,0.0221365710831431,0.0594674601858722,0,0,0,0,0.0160837676952588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334847483520423,-0.047753710447955,0,0,0,0,0,0,0
X600019.SH,0,0,0.265259791736675,0,0,0,0,0,4.33680868994202e-19,0,0.0183861365834483,0,0,-0.0167310599406355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000325706595455535,0,0,0,0,0,0,0,0,0,0.308600181253562,0,0,0,0,0,0,0,0,0,0,0,0,0.0106656077904758,0,0.0110344196710352,0,0,0,0,0
X600547.SH,0,0,-0.399408836800433,0,0.0898782035616004,0,0,0.110656976514781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0921364186457093,0,0.0213485413966699,0,0,0.0500311371061017,0,1.46351704508221,0,0,0,0,0,-0.0226426410323542,0,0,0,0,0,0,0,0,-0.0231004785622521,0.00848796408058357,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,-0.031981224425201,0,-0.168969569689683,0,0,0,0,0,0,0,0,0,0,0,0,0.0233799888830073,0.103929594685391,-0.103602522356659,0.14302359146134,0.169230306985624,0.0514035034821984,0,0,0,0,0,0,0.0392852013150952,0.124037210387104,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0.151690512070282,0,-0.1559593657896,0,0.00668077503209645,0,0,0,0,0,0
X000708.SZ,0,0,0,0,0.166571441118659,0,0,0,0,0,0.6125174916501,0,0,0,0,0,0,0.103852520500745,0,0,0,-0.1495530543113,0,0,0.0689609707650509,0,0,0,0,0,0,0.25361019899519,0,0,0,0.197794049672378,0.444727700953596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124556670894655,-0.0521829495526608,0,0,0,0,0,0
X601898.SH,0.269215248150454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.520491960523367,8.67361737988404e-19,0,0,0,0,0,0,-0.111864715110558,0,0,0,0,0,0.119601515967738,0,0,0,0,-0.223877298165352,0,0,0,0,0,0,0,0,0,0.0168279917604496,0,0,0,0,0,0,-0.0483874785944784,0.0632381664446382,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0.321183855930927,0,0,0.133022490250631,0.0089012867131825,0,0,0,0,0,0,0,0,0,0.0605355644204739,0.065986542029273,0,0,0,0,0,0.113307176222087,-6.93889390390723e-18,0,0,0,-0.000477369314670857,0,-0.105290170500752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116592292548652,0,0,0,-4.33680868994202e-19,0.079776864107227,0,0,0,0.0905336263086947,0,0
X600886.SH,0,0,0,0,0,0.157225118345759,-0.0641079171973697,0,0.148568121251806,0,0,0,0,0,0,0.154522055299295,0,0,0,0,0,0,0,-0.244847165556198,0,0,0.123735070405217,0,0,0.112585894111342,0,0,0,0,0,-0.0446390177792565,0,0,0,0,0,0,0.0555870000752277,0,0,0,0,0,0.110282145132031,0,0,-0.011482532324024,0,0,0,0,-0.0475489711172475,0,0
X601600.SH,0,0,0,0.162110554803057,0,0,0.0546516832683417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0466456802703965,0,0.0661400059144568,0,0.0800534418037849,0.0252830203573284,0.0832818727223743,0,0,0.00812895847138445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619469172676911,0,0.0230573829409358,0,0,0,0,0.00574729049102273,0,0
X600660.SH,0,0,-0.00586611997334274,0,0.152433452531312,0,0,0,0,-0.0607600181692421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296432850044565,0,0,0,-0.0243754734434896,0.0243554056693108,-0.0517569351558195,-0.041062004245853,0,0,0,0,0,0,0.0392727902346643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0037114346313276,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.0437448670006456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0595307409134073,0,0,0.0771969841615309,0.167106259623072,0.00136612292378367,0.0128577835188138,0.126736112968938,0.00088025740222427,0,0,0,0,0.0869815026222837,0,0,0,0,0,0,0,0,0,0,0,0.0114211865040478,0,0,0.00259476744024992,0,0,0,0,-0.0148912591510195,0,0
