,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X600547.SH,X601898.SH,X601991.SH,X600688.SH,X600660.SH,X601600.SH,X600886.SH,X600795.SH,X600188.SH,X600027.SH,X600362.SH,X601992.SH,X000898.SZ,X002466.SZ,X600176.SH,X600111.SH,X002460.SZ,X600516.SH,X000709.SZ,X600299.SH,X600352.SH,X600489.SH,X000629.SZ,X600808.SH,X600219.SH,X300072.SZ,X601158.SH,X600801.SH,X000786.SZ,X000825.SZ,X000553.SZ,X000883.SZ,X600583.SH,X000408.SZ,X000792.SZ,X601699.SH,X002110.SZ,X000301.SZ,X600339.SH,X000539.SZ,X000630.SZ,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.195194852386946,0.0623402698514884,0,0,0,-0.0588372973066987,0,0,0.135295785022303,0,0.0625483299247699,0,0,0,0,0,0,0,0,0,0,-0.0429829942370028,0,0,0,0,0,0,0,0,0,0,-0.108879390788047,0,0,0,0,0,0,0,0,0,0,0,0.249981956850325,0.273771435432435,0,0,0,0,-0.0204707151322047,0.0673057534203348,0,0,0,0,0,0
X600028.SH,0.13878570696917,0,0,0.0243371534142225,0.0825226751188043,0.148160694989291,-0.0532775373271505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0728064385245713,0,0,0,0.302100318425883,0,0,0,0,0.0993259850374792,0,0,0.0541278443987099,0,0,0,0,0,0,0,0,0,0,-0.0193307311147606,0,0.325840642201326,0,0,0,0,-0.0100655520726136,0.149548716205605,0,0,0,0,0,0
X601088.SH,0.323905883183625,0,0,0,0,-0.165129235998934,0,0,0.038927158904708,0,0,0,0,0,0,0,0.0543098554577323,0,0,0.0178724607955594,0,0,0,0,0,0,0,-0.0253231426458147,0,0,0.0944835749872186,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.104057103287674,0,0,0.111670877402432,0.0717660825790814,0,0,0,0,0,0.00687636469860127,-0.0185453243443496,-0.12249177956619,0,0,0,0,0
X600585.SH,0,0,0.24402878379014,0,0,0.220225174242118,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12896245199788,0,0,0,0,0,0,0,0,0,0,0.0238733199107707,0.136186982096149,0,0,0,0.531820653343413,-0.0383708729060271,0,0,0,0,0,0.10220909638522,0,0,0,0,-0.00902694860547387,0,0,0,-0.00448085060526689,0,0,0,0,0,0,0
X600019.SH,0,0.213669550632799,0,0,0,0,0.0728483233593375,0,0,0,0,0,0,0,0,0,0.0849611142389677,0,0,0,0.440684644579308,0,0,0,0,0,0.0661154947784953,0,0,0,0,0,0,0,0,0,0,-0.0456947116447121,0,0,0,0,0.0461379161994176,0,0.0769952634003902,0,0,0,0,0,0,0,0.00647032502772805,0,0,0,0.00363118517918087,0,0
X600011.SH,0,0,0,0.0379114476987219,0,0,0,0,-0.0142449812730442,0,0,0,0.0262981012420327,0.095345068605952,0,0,0,0.65230798473148,0,0,0,0,0,0,0.0888738309405051,0,0,0.0640464788784539,0,-0.203483128360807,0,0,0,0,0,0,0,0,0,0,-0.0589539632946175,0,0.0740216799279835,0,0,0,0,0,0,0,0,-0.00508467866980692,0.0779641711333201,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0445714395083755,0,0,0,0,0,0,0,0,-0.227223940936847,0,0,0,-0.451413354247849,0,0,0.0913271550723836,0,0,0,0.312947715258245,0.00723678995915151,0,0,0,0.751045223928124,0,0,0.241362868236599,0,0,0,0,0,-0.58608806257211,-0.0897954621795508,0.146046599843014,0,0.338101349419627,0,-0.277019987989885,0,0
X600010.SH,0.0692656885419988,0,0,0,0,0.00626336736546374,0,0,0,0,0,0,0,0,0,0,0,0,0,0.239106941382325,0,0,0,0,0,0,0,0,0,0,0.138551196404438,0,0.215820035573029,-0.0532204968587035,0,0.0578526339471878,0,0,0,0,0,0,0,0,0,0.0325733842118147,0,0,0,0,0,-0.00686534774652754,-0.00742604093656046,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,-0.0320160185069905,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533105241321064,0,0,0.103112003678434,0,0,0,0,0.521875553228522,0,0,0,-1.0842021724855e-19,0,0,0,0.212619309284318,0,0,0,0,-0.0565594131857287,0,0.0280286415774019,0,0,0,0,0,0,0.00911842856636158,0.0115316813624308,0,0,0,0,0,0
X601898.SH,0.274496974366866,0,0,0,0,0,0,0,0,0,0.093575687222061,0,0,0,0,0,0,0,0,0,0,0,0,-0.0311294827847154,0,0,0,0,0,0.121563490122652,0,0,0,0,0,0,0,0,0.12245315148824,0,0,0,0,0.0974212105049039,0.207359261318653,0.0196884812910528,0.0172712954653355,0,0,0.0124380883156776,0,-0.0199082341405701,0,0,0,0,-0.0793538178979757,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0.102345338175005,0,0,0,0,0,0,0,0,0,0,0,0.107849039575628,0,0,0,0,0.0416683159245712,0.0477085394219358,0,0.0363259469416342,0,0,0,-0.0860758593036766,0,0,0,0,0.0912050275389853,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0.0685552202675438,0,-0.0254197721476192,0,0,0,0,-0.0122522528244831,0,0
X600688.SH,0.0279133091488627,0,0.0161894037196752,0,0,0,0,0,0.011750342799058,0,0,0,0.37274537511524,0,0,0,0,0,0,0,0,0,0.0182496362503208,0,0,-0.110402577595961,0,0.0430543459951357,0,0,0,0.365936834892942,0,0,0,0,0,0,0,0,0.0583058487919499,0,0,0,0,0,0,0,0,0,0.0745045613757553,-0.0100512527968642,0.0403431060152111,0,0,0,0,0,0
