,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601898.SH,X600795.SH,X601600.SH,X600688.SH,X601991.SH,X600027.SH,X600886.SH,X600362.SH,X600299.SH,X600157.SH,X600111.SH,X000792.SZ,X601992.SH,X600188.SH,X601158.SH,X600160.SH,X600583.SH,X600623.SH,X000027.SZ,X000539.SZ,X600309.SH,X600352.SH,X600660.SH,X002466.SZ,X000630.SZ,X600098.SH,X000709.SZ,X000898.SZ,X000629.SZ,X000883.SZ,X600021.SH,X002470.SZ,X000060.SZ,X600547.SH,X000012.SZ,X600489.SH,X600578.SH,X002004.SZ,X600315.SH,X300072.SZ,X600863.SH,X600022.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.597313184829999,0.03368724631418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00311709363917725,0.0221686749433912,8.67361737988404e-19,0,0.0290114172206028,0.0591634032025717,0,0,0,0.032586854344744,0,0,0,0.00848332332213033,0,0.0434918335836517,0,0,0,0,0,0,0,0.0164358962261014,0,0,0,0,0,0,0,0,0.00460289345072699,0,0,0,0,0,0,0
X600028.SH,0.321431143713306,0,0,0,0,0,0.103508393256717,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00238811446320868,0,0,0.171488648530764,0,0,0,0,0,0,0,0,0,0,0,0.0411249966639765,0,0,0,0.0197637238794389,0,0.0151509756594,0,0,0,0,0,0,0,0,0.00786594976148228,0,0.0198092934099084,0,0,0,0,0
X601088.SH,0.295008897489661,0,0,0,0,0,0.0708990336582262,0.219077240964072,0,0,0,0,0,0,0,0,0,0,0.0241813510972744,0,0.0136731170344346,0,0,0,-0.0123426525334666,0,0,0,0,0,0.033317661360111,0,0,0,0,0,0,0,0,0.0461194513841362,0,0,0,0,0,0,0,0,0,0,0,-0.00638939941115077,0.0147464219325295,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0466082349323734,0,0,0,0,0.296089102354654,0,0,0,0,0,0.00333746575596256,0,0.0866870025068564,0,0.0634183289431743,0,0,0,0,0,0,0,0.000534940246754465,0,0,0,0,0,0,0.00950619001129352,0,0.0208244160034164,0,0.0318941159970453,0,0,0,0,0,0,0,0,0.00152297354648668,0.0175470612283294,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.00613156840448597,0,0,0,0.0164599612177616,0,0,0.392210172671928,0,0,0.0747110321755182,0,0,0,0,0,0,0,0,0,0,0.0739445314374537,0,0,0,0.135447480149259,0,0,0,0.0897863623332373,0,0,0,0,0,0,0,0,0,0,0,0.00067931770860665,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.182883269271965,0.00254808954522768,0,0,0,0,0,0,0,0,0,0,0,0,0.0987011919291249,0,0,0,0,0,0.0969335744028083,0,0,0.00374986996421811,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0227758742017965,0,0,0,0,0,0
X600585.SH,0,0.193396774697222,0,0,0,0,0,0,0,0,0,0,0.0272668882554537,0,0,-0.0268349313609354,0,0,0,0.0146056800553287,-1.73472347597681e-18,0,0.0547745861163696,0.205276991937699,0,0,0,0,0.120082217005757,0,0.0346038696991264,0,0,0.0258623903113399,0,0,0,0,0,0.0824155102232725,0,0,0,0,0,0,0,0.055863579007041,0,0,-0.00713686500773235,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0.145587914065737,0,0,0,0.0285038623975385,0,0,0.03948423377312,0.0490763758663047,0.0304594571630624,0.158728326819701,0.0658521859118885,0,0,0,0.0766240591746954,0,0,0,0,0,0,0.0495060056040534,0,0,0,0,0,0,0.0253228955705479,0,0.0453240139042093,0,0,0.057773160835574,0,0,0,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0.0544109690792344,0,0,0,0.0654938714777309,0,0,0,0.0302373353265084,0,0,0,0,0.0753575337881819,0,0,0.0414407817319337,0,0,0,0,0,0.0267903067252083,0,0,0,0.0408679118482911,0.0708510100182938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204952583502825,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0.0214024263700221,0,0,0,0.154481269708292,0.0140982257282093,0,0,0,0,0.182901452188259,0,0.00583816348207978,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0.191915672944015,0,0,0,0,0,0.140721002236715,0.0505130966720076,0,0,0,0,0,0,0,0,0,0.00263923923696077,0.000681883148361018,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0.0227639618166005,0,0,0,0,0,0,0.00150436995192668,0,0.180578985323338,0,0,0,0,0.168056425563746,0.0236116570195381,0,0.0858148923650231,0,0,0,0,0,0.0268360083874976,0,0.147970999350651,0,0,0,0,0.0140921511660692,0,0.0798484407297966,0,0,0.217283315825922,0,0,-0.029279595070945,0,0.0120760230512399,0,0,0.00391468759258112,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0419556878465339,0.180968391206416,0,0,0.0529225193252067,0,0,0,0,0,0,0,0,0,0.150523862606116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116844994250424,0,0.0108110370484161,0,0,0,0,0,0,0,0.0469077608588247,0,0,-0.009619283718728,0.0176770544418936,0,0,0,0,0,0
X600027.SH,0,0,0,0.0852259652837457,0,0,0.0339453901582007,0,0,0,0,0,0,0,0,0,0,0,0.0291590980676628,0.131780363126262,0.0372855241280022,0,0,0,0,0,0,0.0529077925622752,0,0,0,0,0.0890509599987045,0,0,0,0,0,0,0,0,0.0523153309681482,0,0,0,0,0,0,0,0,0,0.00617833516077346,0,0,0,0,0,0
X600886.SH,0,0,0,0.143960512454559,0,0,0,0,0,0,0,0,0,0,0.0579992528320703,0,0,0,0,0.0885177490817894,0,0,0,0,0,0.056155945342865,0,0.0200009957916516,0.0278995744809622,0,0.0995152312117709,0,0.0475272421763046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0484336802931519,0.0254550897468161,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.591995631879164,0,0,0,0,0,0,0,0,0,0,0,0,-0.0123467943200547,0,-0.0454212547859357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13186449542276,0.168692211009033,0,0.103015292824711,0,0,0,0,0,0,0,0.00618810868740203,0.00971605759977397,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221872763276456,0,0,0,0,0.061753385695496,0,0,0,0,0,0,0,0,0,0,0,0.139864191489196,0,0.203564506701822,0,0,0.0908542500612769,-0.120773922700023,0,0,0,0,0.0278268389547287,0.0304211408294283,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.154369555204274,0.0702513835655229,0,0,0,0,0,0,0,0,0.0958675813392619,0,0,0,0,0,0,0,0,0,0,0,0,0.162082574294633,0,0.0965184954210008,0,0.0871739154951295,0,0,0,0,0,0,0.252348387717492,0,0.00694838238958611,-0.01826895251326,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.295560253115257,0,0,0.101758812787518,0,0,0,0,0,0,0.0972579752534927,0,0,0,0.0302142798527651,0,0,0.129563064963021,0,0,0,0,0,0,0,0,-0.0447792636923608,0,0,0,0,0,0,0,0,0.221354630683645,0,0,0,0,0.0842248344094237,0,0,0,0,0,0,0,-0.201055772183567,0,0,-0.00314037375915556,0,0
X000792.SZ,0,0,0,0,0,0,0,0.187665092048457,0,0,0.0075283080932628,0,0,0,0,0,0,0.0596931440369062,0,0,0,0,-0.0456907866577474,0,0,0,0,0,0,0,0.124729464330052,0,0,0,0,0,0,0,0,0.231837746968279,0,0.0445086931817097,0,0,0,0,0,0,0,0,-0.034223667754881,0.140359415500651,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272365097018091,0,0,0,0,0,0.129551171303718,0,0,0,0,0,0.0929378611141619,0,0,0,0,0,0,0.227100911451613,0,0.0279619878815692,0,0,0.276735959793701,0.12429190195744,0,0,0,0,0.0230391403762123,0.0095672610143532,-0.0472861635481505,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.442207998768233,0,0,0,0,0,0,0,0,0,0,0.163694914307858,0.0264107705223072,0,0.0302512860827207,0.00403169835693846,0,0,0,0,0,0,0,0,0.0338814498034529,0.0467838019702838,0,0,0,0,0,0,0.139111830539489,0,0,0,0,0.0334652207445776,0,0,0,0,0,-6.93889390390723e-18,-0.0117452881908477,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0.181395954850618,0,0,0,0.138046938174373,0.240375213418496,0,0,-0.0873512271898196,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.344344313223829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0249086931176868,0,0.165186153861082,0,0,0,0
X600160.SH,0,0,0,0,0,0,0,0,0,0,0.0219882777332279,0,0,0,0,0,0.181733070982113,0,0,0,0,0,0,0,0,0.356978657617803,0,0,-0.0706091035904763,0,0.310802483669438,0,0,0,0,0,0,0,0,0,0,-0.0903256569032664,0,0,0.203163635025073,0,0,0.0295874484505886,0,0,-0.0271170347506452,0,0,0,0,0,0,0
