,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600010.SH,X600585.SH,X601898.SH,X600688.SH,X600547.SH,X601600.SH,X600795.SH,X600362.SH,X300072.SZ,X600188.SH,X601991.SH,X600157.SH,X600027.SH,X600309.SH,X601992.SH,X600111.SH,X600660.SH,X600886.SH,X600489.SH,X600299.SH,X000898.SZ,X601158.SH,X000792.SZ,X000959.SZ,X000709.SZ,X000723.SZ,X600583.SH,X002466.SZ,X000408.SZ,X600352.SH,X000883.SZ,X000630.SZ,X600098.SH,X600219.SH,X600623.SH,X000539.SZ,X000027.SZ,X600021.SH,X000983.SZ,X002470.SZ,X002092.SZ,X000060.SZ,X000935.SZ,X600176.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.36538122729848,0.0146143437884101,0,0.02222785468169,0,0,0,0,0.00542823299389354,0.0378517944354273,0,0,0,0,0,0,0,0,0.0311517951834379,0,0,0,0,0,0.0637576372738253,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107963199419808,0,0,0,0,0,0,0,0,0,0,0,-0.00538123279777634,0,0,0,0,0,0
X600028.SH,0.528873261881123,0,0,0,0,0,0.266622310141168,-0.0384361037340391,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0726225537569523,0,0.021346287718315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0559947322051176,0,0,0,0,0,0.0403609274509526,0,-0.0191584340387378,0,-0.000976426607408147,0,-0.00145834976383403,0.017041520042807,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0162212017089335,0.212826575522542,0,0,0.0396371672408431,0,0.0438653638396438,0,0,0,0,0,0,0,0,0.0718235939846326,0,0,0,0.0589058295613113,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117757854045007,0,0,0,0.0923093376969975,0,0.0766545310981473,0,0.0723651913569571,0,0,-0.0103640624398603,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.0140641221860345,0,-0.0346737261742278,0,0.378584121905424,0,0.0272104834352666,0,0,0,0,0,0,0,0,0,0,0,-0.0754136613300848,0.0413414769490737,0,-0.013448902034734,0,0,0.0712686849320996,0,0,0,0,-0.0422985963606584,-0.0627690496808632,0,0,0,0,0,0,0,0.0561290549104606,0,-0.00530910586891357,0,0.0766649185433187,-0.0461413628412851,0.0471156553001272,0.00455805215591577,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.38370670401955,0,0,-0.133297206196323,0,0,0.120885225356918,0,0,0,0.0598800364605454,0,0,0,0,0,0,0,0,0.0728684733740553,0.0687457137454256,0,0.111103883782157,0,0,0,0,0,0,0,0,-0.065534634795132,0,0,0,0,0.146238244116798,0,0,-0.060668242669219,0,0,0,0.0254684240350063,0,0.0216413308930886,-0.455459087548639,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0.103596168200406,0,0,0,0,0,0.00863454702625824,0,0.087725195314582,0,0,0,0,0,0,0.196515496802563,0,0,0.0459348692201579,0,0,0,0,0,0,0,0,0.0587252256770563,0,0.067166022925157,0,0,0,0.100179870656174,0,-0.0160702163934989,0,0.00742214194766236,0,0,-0.0310539072240097,0.00951171599106118,0,0,0,0,0,0
X600585.SH,0,0.372418133689257,0,0,0.027551722690098,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22038722321642,0,0,0.128045113843778,0,0,0,0.144382685557787,0,0,0.0322337692575502,0,0,0,0,0,0,0,0.162910821102533,0,0,0,0,0,0.116658366722321,-0.0830905722291558,0,-0.0506296048523385,-0.104901240657562,0.001862051235947,0,-0.181563267388378,0,0,0,0,0,0,0,0
X601898.SH,0,0,0.232745543057298,0,0,0,0,0,0,0,0,0,0,0,0.228913478332519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112627117285307,0.275917740951582,0,0,0,0,0,0,0,0,0.309712507749706,0,0,0,0,0,0,0,-0.00454166746406226,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287719999162675,0,0,0,0,0,0,0,0.215240562989021,-0.0180477961307326,0,0,0.351312787245807,0,0,0,0,0,0,0.0239623134942479,0,0,0,0,0,0.0843545929057214,0.0673746288763789,0.0264485244389024,0,0,0,0,0.00101422857910444,0,0,0,0,0,0
X600547.SH,0,0.0186111373050507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.893986868762479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.073043510548877,0,0,0,0,0,-0.0385091856357478,0,0.0903433689066925,0,0.0925071803615625,0,-0.0782514696552714,-0.020322727290499,0.0140637244472406,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0150041612654999,0,0,0,0.0946770086696389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129302719919609,0,0,0.00241269376887016,0,0,0,0,0,0.0560044368837026,0.439401992220705,-0.0960807682222398,0,-0.135464014166037,-0.0266140843213768,0.00779869045067684,0,0,0,-0.099368251538033,0,0
X600795.SH,0,0,0,0,-0.162186242558117,0,0,0,0,0,0.0550904995990979,0,0.0464434267296255,0.0635684662910218,0,0,-0.00932898152291008,0,0,0,0,0,0.0823974444312539,0.0358738656769036,0,0,0,0,0.0582987542444729,0,0,0,0,0,0,0,0,0.0235811458129187,0,0.0276966521027808,0,0,0,0,0,0,0,-0.0561477718541696,0,0,0.00210972106503669,0.00567516086735225,0.0950768044863108,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0.220377048098188,0,0,0.0951985879289498,0.252643121602445,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0152441937924631,0,0.231452221578726,0,0,0,0,0,0.199369833647625,0,0.379555997038188,0,0,0,-0.0825020676850011,0,0,0.0661613788257482,0.0206888372249087,-0.037181066551243,0,0,-0.01421576459839,0,0.0792603752929806,0,0,0,0,0
X300072.SZ,0,0,0,0,0.123625416264816,0,0.184503676185493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.649420016169817,0.120394485111257,0,0,0,0,0,0,0,0,0,0,0,0.00669985618185724,0,0,0.177107585855533,0.139964241333664,0.0847411938371669,0.459540934053394,0.343100520074206,-0.0158756227400967,0,-0.253485356100986,0,0,0.462309180598266,0,0
