,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601600.SH,X601898.SH,X600795.SH,X600623.SH,X601991.SH,X600027.SH,X600188.SH,X600111.SH,X600157.SH,X600362.SH,X601992.SH,X600547.SH,X600886.SH,X002466.SZ,X600299.SH,X600309.SH,X600660.SH,X000709.SZ,X000792.SZ,X600489.SH,X601158.SH,X600352.SH,X000898.SZ,X600583.SH,X300072.SZ,X000539.SZ,X000883.SZ,X000723.SZ,X000027.SZ,X000983.SZ,X000630.SZ,X000629.SZ,X600549.SH,X000060.SZ,X002470.SZ,X000959.SZ,X600022.SH,X600021.SH,X002075.SZ,X601699.SH,X600176.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0155990098702059,0,0,0,0,0.0594575032359724,0.0241982826848731,0,0,0,-1.73472347597681e-18,0,0.0915905085550594,0,0.0384412185824186,0,-0.0134855662375682,0,0,0,0,0,0.22417327299274,0,0,0,0,0,0,0.0799612528274535,0.0416970484898961,0,0,0,0,0,0,0,0.0233164236447197,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00594853254175442,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0.0200431760271074,0,0,0,0,0,0,0.0275628839997826,0.0593299973568243,0,0.0315947129772171,0,0,0,-0.013879712455005,0,0.00891511227289852,0,0,0,0,0,0.0584078831344397,0,0.203251674916528,0,0,0,-0.0389512447522367,0,0,0,0,0.0663250921762268,0,0,0,0,0,0,0.0392468169298688,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.228710572871213,0,0,0,0,0,0.0197280010667486,0,0,0,0,0.0576633915607405,0,0,0,0,0,0.0655528971219877,0,0,0,0,0,0,0,0.0171616499140428,0,0,0,0,0,0.0618477003406907,0,0.120291474103248,0,0,0,-0.0380808959851165,0,0,-0.0169695147636545,0,0,0.17636458616872,0,-0.0202377895257394,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0461628656987591,0,0,0,0,0.0182367389937426,0,0.366109901043636,0,0,0,0,0,-0.00227741615546353,0.0422279868474813,0,0,0.0228951906631087,0,0,0,0,0,0,0,0.115053464370044,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277832823980322,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.00276831281030688,0,0,0,0,0,0,0.235515225735489,0,0,0,0,0,0.0315739995548413,0,0,0,0.18046583853768,0,0,0,0,0.0907111107262576,0,0,0,0,0.0245328904108122,0.0393655337489215,0,0.155284432313816,0.0546607793913281,0.0309785417551883,0.00328620378672283,0,0,0,0,0.0509836515924154,0,0,0,0,0.0162389601467325,-0.0380934124553023,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0.0526834015132438,0,0,0.349348729443969,0,0.0393686995123338,0,0,-0.0477607236673234,0,0,0,0,0,0,-0.000603299610506432,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.238888109271386,0,0,0,0,0,0.00495277529309304,0,0,0,0.114925119132866,0,0,0,0.0626646047483637,0.031048622360799,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0.012425233435162,0,0.0486098130741758,0,0,0,0,0,0,0.0997440338927306,0,0,0.0141331508932897,0.0288013701719634,0,0,0,0,0,0,0.0497891723967929,0,0.0684202046973162,0,0,0,0,0,0.0145338356734126,0,0.22687248741103,0,0,0,0.0525760301912115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0841322436923288,0,0.181934527712391,0,0,0,0,0,0.0131507098229034,0,0,0,0,0,0.341374002736216,0,0,0.0215465434189245,0,0,0,0,0,0,0,0.0751487360454875,-8.67361737988404e-19,0.140715092646375,0,1.35525271560688e-20,0,0,0,0,0.0429534717341332,0,0,-0.0557010851395955,0.0562488223859356,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116716789625112,0,0.161168573366596,0,0,0,0,0,0,0,0,0,0,-0.047145886235718,0,0.0918427069602074,0,0,0,0,0,0.110824848284708,0.110490325752156,0,0,0,0.282840169874924,0.0209979232539911,0,0,0,0.0202037522275978,-0.0318181472906333,0,0,0,0,0.00696598999898259,0,0.0717861748375334,0.358553133692914,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.0249745122963139,0,0,0,0,0.0239035500583661,0,0.0796828976883821,0,0,0,0.0543023706731949,0,0,0,0.101963150674752,0,0,0.159264103418644,0.105633273860334,0.0843001951239058,0,0,0,0,0,0.0391298145906504,0,0.175244445040415,0.0228437418135203,0,0,0,0,0,0,0.0100304514848449,-5.42101086242752e-20,0.0554107562368664,0,0,0,0,0,0,0,0,0
