,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600660.SH,X601898.SH,X600019.SH,X600188.SH,X600585.SH,X601600.SH,X600886.SH,X600547.SH,X600011.SH,X000792.SZ,X600010.SH,X600795.SH,X600111.SH,X600362.SH,X002460.SZ,X600160.SH,X600803.SH,X600489.SH,X000708.SZ,X000301.SZ,X002466.SZ,X000807.SZ,X000786.SZ,X600027.SH,X601991.SH,X000408.SZ,X600219.SH,X000983.SZ,X600176.SH,X600426.SH,X002128.SZ,X000630.SZ,X601168.SH,X601699.SH,X600096.SH,X000933.SZ,X002353.SZ,X600378.SH,X000877.SZ,X600157.SH,X600985.SH,X600352.SH,X002271.SZ,X600299.SH,X600995.SH,X600549.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0461649848179036,0.75510601055559,0,0,0,0.00120834788733532,0,0,0.0384453204805549,0,0,0,0,0.0275367381353097,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0290386282306684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0139145487753057,-0.0167422601399733,-0.000825629152133117,0.00725216812803226,0,0,0,-0.00929367163638157,0,0
X601088.SH,0,0,0.031062916849805,0,0,0.320567250645704,0,0,0,0,0.191869041098797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936638962299887,0,0,0,0,0,0.0885677980828745,0,0,0,0.0326454663818132,0,0.0215122150929803,0,0,0,0,0,0,0,0,0,0,0.0201912922648078,-0.00114551519630177,0,0,0,0.00629954395085729,0,0
X600028.SH,0.216274710700394,0,0,0,0,0.144529251397189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142841331491042,0.061322563190388,0,0,0,0,0,-0.0594945485202673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.163425326668552,0,0,0,0,0,0,0,0.0104105870754092,0,0,0,0,0,0
X600309.SH,0,-0.016286403675022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0370575041423112,0.114170537907629,0,0,0.208030251328026,0,0,0,0,0,0,0,0,0,0,0,0,0.070587490529428,0,0,0,0,0,0,0.121532442302614,0.0134551805753541,0,0,0.0156344766796609,0,0,0,-0.0831684669405969,-0.0208894678950994,0.00805289191889066,0,0,0,2.16840434497101e-19,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10176916682474,0.287648558559393,0,0,0,0.249580666245472,0,0,0,0.0266451728476036,0,0,-0.119055890968401,0,0,0,0,0,0,0,0,0,0,0,0,0,0.117153739136448,6.93889390390723e-18,0,-0.134049979688863,0,0,-0.0858016120261821,0.00433903881898723,0,0,0,-0.00371637784862368,-0.00948987255283997,0,0.0611256589460949,0,-0.0055874338920357,0,0
X601898.SH,0,0.490234962993206,0.188397553130044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0971461112323483,0,0,0.113583158376813,0.0247925412690525,0,0,0,0,0,0,0,0,0,0,0.128933862571563,0,0,0,0,0.0837009933138012,0,0,0,0,0,0,0,0,0,0,0,0.0897623979095308,-0.0580352691339232,-0.092351486479126,-0.143796098182896,0,-0.0263506139811358,0,0
X600019.SH,0,0.054110665957028,0,0,0,0.259494445910192,0,0,0,0.179031695972909,0,0,0,0,0,0,0,0,0,0,0.0382407398331858,0,0.0962516362518381,0,-0.00459726537418108,0,0.031515161373564,0.0897706156390305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749281286021495,0,0,0,0,0.0215485883872942,-1.73472347597681e-18,0,0,0,-0.00276895302834675,0,0
X600188.SH,0,0,0,0,0.0479270283013914,0.129837635664843,0,0,0,0,0,0,0,0,0,0.211093787274323,0.0731451464723363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0206174738565287,0,0.0296030051337035,0.023883662104856,0.00711642865160619,0,0.066070844423755,0,0,0,0.0349166666974428,0.155274276267862,0,0,0,0,0,0,0.00414320055417873,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.040461615358959,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0680760187988176,-0.282762144634981,0,0,0,0,0,0.0573211789978012,0,0,0.0786351649473593,0,0,0,0,0,0,0,0,0,-0.0691037496612884,0,0,0.219050391626102,-0.0801091793635214,0.21216526587325,0,0.152357133229841,0,0,0,0,0.0235767716780014,0,0,0,0,0.0268361381442557,0,0
X601600.SH,0,0,0,0,0,0,0.132971794324886,0,0,0,0,0,0,0,0,0,0,1.06507441976952,0,-0.164252465032978,0,0,0,0,0,0.0906425564187455,0.0626552743964089,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160982294714407,0,-0.299519142734086,0,0,0,0,0,0,0,-0.00856352645583541,-0.00585350403346743,0,0,0,0,-0.109134401612587,0,0
