,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X600688.SH,X601898.SH,X601600.SH,X600795.SH,X601991.SH,X600027.SH,X002466.SZ,X600111.SH,X600623.SH,X600188.SH,X600157.SH,X600362.SH,X600886.SH,X600547.SH,X601992.SH,X600660.SH,X600299.SH,X000792.SZ,X600309.SH,X600489.SH,X601158.SH,X600583.SH,X000883.SZ,X300072.SZ,X000709.SZ,X600352.SH,X000898.SZ,X000539.SZ,X000723.SZ,X002075.SZ,X000027.SZ,X002460.SZ,X600549.SH,X000630.SZ,X002470.SZ,X002407.SZ,X000983.SZ,X600021.SH,X000012.SZ,X600098.SH,X600176.SH,X000060.SZ,X000629.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.109153238766056,0,0,0,0,0,0,0,0,0.114005499828977,0.00502352527357773,0.0142404510284995,0,0,0,0,0,0,0,0,0.0265222495444923,0,0.183494252880476,0,0,0.066190733490994,0,0,0,0,0,0,0.000659443857791422,0,0,0,0,0,0.0521122031723161,0,0,0,0,0,0.036312582035652,0,0,0,0.00596753555698982,0,0,0,0,0,0,0
X600028.SH,0.143160509545099,0,0,0,0,0,0,0.0791701885805367,0,0,0,0,0,0,0,0,0,-0.0010381103812844,0,0,-0.00765121966181798,0,0,0,0,0.0639698996103069,0,0,0.239159848065191,0,0,0,0,0,0,-0.0446241482299601,0,0,0,0.0197708715991756,0,0,-0.0236584577298226,0,0,0,0,0.0102773812607128,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.309984537092454,0,0,0,0,0,0,0,-7.83349590794595e-05,0.0777664986394127,0,0,0,0,0,0,0,0,0,0.00121890067537768,0,0,0,0,0,0,0,0,0,0.109617188183348,0,0,-0.0221510431999143,0,0,0,0,0,0,0,0,0,0.0317561757532003,0.117406945456071,0,-0.0315857518778892,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0.0280145572628164,0.00181727925481816,0,0,0,0,0.38676871342827,0,0,0,0,0,0,0,0,0,0,0,0.017233317236989,0,0,0,0.145763230363799,0,0,0,0,0,0,0.0176352319684812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.209535874011315,0.0238055170760694,0,0.0651654281900587,0,0,0,0,0,0,0.0696642556553559,0,0,0,0.0456170414215018,0,0,0,0,0.0148258243583275,0,0.111909943864628,0,0,0,0.180940651183086,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0649283083731159,0,0,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0.0460144737782165,0.00439887852674986,0,0,0,0,0.00799468747900939,0,0.047102168734136,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0.213677719831262,0,0,0,0,0,0.122172911631352,0,0,0,0,0,0.0679129440109,0,0,0,0.0308986399222711,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0.26192945481909,0,0,0,0,0,0,0,0,0,0,0,0,0.109358999823902,0,0,0,0,0,0.118163042532473,0,0,0,0,0,0,0,0,0,0,0.0444709761061019,0,0,0,0,0,0.0422477402214485,0.24880796927576,0,0,0,0,0,0,0,-0.0993108790238859,0,0,0,-0.0195313610330934,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156021947781703,0.0120048889985018,0,0,0.0348884764514072,0,0,0,0,0,0,0.207559373524974,0,0,0.265689391872039,0,0,0,0,0,0.0203773315425283,0,0,0,0,0,0,0,0,0,0,0.0354368772542935,0.0237331690040007,0.177397994065071,0,-0.0597389291524769,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0394822829970127,0,0,0,0,0,0.0287846980932051,0.0887990466006589,0,0,0,0.142690901767516,0,0,0.084043367846563,0.189922221859868,0,0,0.10981897186317,0,0,0,0.0469939485498128,0,0.0238342728244091,0,0,0,0,0.00344432654511332,0.109411170087321,0,0,0,-0.0146809610908617,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.0331550377869721,-0.0373484498495595,0.0524625774351447,0,0,0,0,0,0,0,0,0.20978064572641,0,0,0,0,0,0,0,0.291844275626138,0,-0.0191291228822267,0,0,0,0,0,0.00689452776793082,0,0,0.205503884377082,-0.058305754933675,0,-1.73472347597681e-18,0.0842339049994112,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115979672229967,0,0,0,0,0
