,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600585.SH,X600188.SH,X000792.SZ,X600019.SH,X002460.SZ,X601898.SH,X600011.SH,X002271.SZ,X600111.SH,X000877.SZ,X002466.SZ,X000708.SZ,X600660.SH,X600010.SH,X600547.SH,X601600.SH,X600886.SH,X000301.SZ,X600426.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X600795.SH,X000786.SZ,X600803.SH,X000723.SZ,X600801.SH,X601991.SH,X600096.SH,X000959.SZ,X600219.SH,X000932.SZ,X600295.SH,X000408.SZ,X000630.SZ,X600027.SH,X000807.SZ,X600486.SH,X000825.SZ,X600985.SH,X000830.SZ,X600489.SH,X600141.SH,X600688.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.112510324305995,0,0,0,0,0,0,0,0.189446486775718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157253119758503,0,0.0218341137005984,0,0,0,0.100352015538526,0,0,0,0,0,0.0351459633317943,0,0,0,0.0720844949132412,0.0565053637012992,0,0,0.0310920770718522,-0.044236405469954,0.0259674768310471,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0553447631204346,0,0,0,0.244528607996885,0,0,0,0,0,0,-0.119022642506123,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00479816493639155,0,0,0,0,0,0,0,0,-0.0107805538365072,0.0855062722429806,0,0,0,0.374075398100658,0,0,0,0,0,-0.0317043492425353,0,0.0156899034191797,0,0,0,0.140605459743015,0,0
X600028.SH,0.0149061155837502,0,0,0,0,0,0,0,0,0.0375708225003234,-0.0439131857138916,0,0,0,0,0,0,0,0,0,0,0,0.00436855571538016,0,0,0,0.029391927033725,0,0,0,0,0,0,0,0,0,0,0.0407156921529104,0,0,4.33680868994202e-19,0.048032800320722,0,0,0,0,0,0,0.153003662781894,0,0,-0.0167305227411352,0,0,0,0,0,0,0
X600309.SH,0,0.00668622621040294,0,0,0,0,0,0,0,0,0,0.0358574850925804,0,0,0,0.190272194407034,0,0,0,0,0,0.209732213542814,0,0,0,0,0,0,0,0.0351569375901736,0,0,0,0,0.0959888925927577,0,0,0,0,0,0.0369309311399214,0,0,0,0,0,0,0,0,0,0,-0.00973105243931035,0.0228825418633905,0,0,0,0,0,0
X600585.SH,0,0,0,0.0165028765722148,0,0,-0.0355928106505461,0,0.00294523046734466,0.014902878346402,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.145120938211403,0,0,0,0.0570982058947009,0,0,0.428153994487688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261950366358034,0,0,0,0,-0.00868128401928594,0,0,0,0,0,0,0
X600188.SH,0,0.437991829167242,0,0,0,0,0,0,0.0996231393064844,-0.052635893094013,0,0,0,0,0,0,0,0,0,0,-0.0846142334765355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186666194170148,0,0,0.460353335280571,0,0,0,0,0,0.0491996794931512,0,0.0585727567892234,0,0,0,0.220159999573609,0,0
X000792.SZ,0.0985237702335249,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.248098082159662,0,-0.0651844738105922,0,0.00766172982329304,0.0132657232439026,0,0,0,0,0,0,0,0,0,0,0.293432323283418,0,0,0.282127228742664,0,0.156193983854418,0,0,0,0,0,0,0,-0.449495116580567,0.0546769717980288,0,0,0.0944706413873502,0,0,0,0,-0.00281023322316335,0,0,0,0,0,0
X600019.SH,0.0082992175013981,0,0,0,0.173976419455381,0.108307567220318,0,0,0,0,0.0997326818358028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0998598189360763,0,0,0,0,0.207394975253058,0.104795123642178,0,0,0,0,-0.0500989588595721,0.0209145397680394,0,0,0,0,0,0,0,0,-0.00232905238152346,0,0,0,0,0,0
X002460.SZ,0,-0.184502870933976,0,0,0,0,0.125871932661719,-0.0623889036153956,0,0,0.0327354636241742,0,0.199317667358874,0,0.514339631005543,0,0,0,0,0,0,0.12320083751072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.070856798187436,0,0,0,-0.106241901190425,0,0,0,0,0,0,0.148659092332984,-0.0407381376367809,0,0.0728599552033531,0,0,0,0,0
X601898.SH,0,0.093862851804514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0915835368656769,0,0,0,0,0,0,0.218176815364619,0.00420971013200133,0,0,0,0,0,0,0,0,0,0,0.0399799585798694,0,0.0605273195224703,0,0,0,0,0.34959297906428,0,0,0,0,0,0,-0.0278846381814962,0.00583588239110245,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237491932450451,0,0,0,0,0,0,0,0,-0.147137630353298,0,0.00302805426300487,0.336357531391711,0.503571199584473,0,-0.160391279206135,-0.0977949413916378,0,0.0756422201352692,0,-0.0555295565932867,0,0,-0.188567462506801,0,0.0659531396287905,0,0,0,0.0208255070444048,0,0
X002271.SZ,0,0,0,0,0,-0.0758429656426187,-0.0976371601495889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.305355028526029,0,0,-4.33680868994202e-19,0.146842642640218,0,0,0,0,0,0,-0.109352096185106,0.222354701994144,0,0,0,0.241283329204027,0,0.0592957156072936,0,0,0,0,-0.0492391776654703,0.0642999696474627,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.395272939061353,0,0,0,0,0.102790730008292,0,0,0,0.0101487499195635,0,0.0351878679968645,0,0.120472708934837,0,0,0,0,0,0,0,0,0.113650424563021,0,0,0,0,0.0560227789580089,0,0,0,0,0,0.0870241060809459,0,0,0,0,0,0,0,0,0,0.0597741554042197,0,0,0,0,0,0,0
X000877.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0151530582269192,0,-0.010264959272011,0.114145415100471,0,0,0,0,0,0,0,0,0,-0.124578450152821,0,0,0,0.0159335251833197,0,0.438774419346417,0,0.0668365278331299,0,0,0.0999945469817578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0179489375537625,0,0,0,0,0,0
X002466.SZ,-0.120369601018062,-0.013077038584271,0,0,0,0,0,0,0.859101570264176,0,-0.00202947757903355,0,0,-0.153444958354684,0,0,0,0,0,0,0,0,0,0,0,0,0.184676514789901,0,0,0,0,-0.129098092796408,0,0,0,0,0,0,0.0413587129502884,0.0572960153369907,0,0,0,0,0,0,0,0.00759109341025302,0,0,0,0.0705421293576342,-0.0629411304919091,0,0,0,0,0,0
X000708.SZ,0,0,0,0.123253852181293,0,0,0,0,0,0,0,0.0486681389534812,0,0.115052899273336,0,0,0.193895131523488,0.0200227332704564,0,0,0,0.102870070709322,0,0,0,0,0,0,0,0,0,0,0,0,0.111295719875738,0,0.124256716830698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0487507184540683,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.0930558633719726,0,0.28516202385818,0,0,0,0,0,0,0,0,0.126758342802584,0,0,0,0,-0.114877559186858,0,0,0.241759068470234,0,0,0,0.0291387621378473,0,0,0,-0.0124220896845113,-0.0261526770369257,-0.056946995333027,0,0,0.109046964209625,0,0,0,0,-0.156358676145323,0,0,0,0.0138544422815621,0,-0.190294220908277,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.171442310955786,0,0,0.179073152151467,0,0,0,0.111414732932107,0,0.0196544647750367,0.0354576206946495,0,0,0,6.93889390390723e-18,0,0,0,0,0.00345702225042629,0,0,0.0335285696941763,0,0.102945326454403,0.0727828402725183,0,0,0,0,0,0,0,0,0.0256629686929147,0,0.134857730293607,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0697213692675136,0,0,0,0,-0.0573052757582235,0,0,0,0,0,0.110171283659307,0,0,-0.0518272826328218,0,0,0,0,0,0,0,0.028441038838315,0,0,0,0,0.0066639301218216,0,-0.0148252706165476,0,8.67361737988404e-19,0,0,0,0.876145395915008,0,0,0,0,-0.0644900980324099,0.0363425099174101,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0294348508077492,0,0,0,0.0998598696627376,0,0,0,0.0250135061285641,0,0,0,0,0,0,0,0,0.226769080022293,0,0.0226798448442948,0,0,0,0,0,0,0,0,0,0,0,0.120644170524518,0,0,0,0.428907864837277,0.0578941059424982,0.0243421036316194,0,0,0,0,0,0,0,-0.0206132807410944,0.0202430911389263,0,0,0,0,0,0
X600886.SH,-0.0130315333740735,0,0,0,0,0,0,0,0,0,0.0396917233736185,0.0526726885243855,0,0,0,0.184301783846012,0,0,0,0,0,0,0,0,0,0,0,0,0.0338802506435101,0,0,0,0.0407224933060764,0,0,0,0,0,0,0,0.278896268949854,0,0,0,0,-0.0908113747553663,0,0,0,0,0.0315410518835553,-0.00888397077815918,0,0,0,0,0,0,0
X000301.SZ,-0.0684981793753277,0.0647206234429362,0,0.268542995204542,0,0,0,0,0,0.0110820155624658,0,0.0457984247592765,0.211660602018304,0.133016622109351,0,0,0.220725611393313,0,-0.137611878163869,-0.154957509155133,0,0,0.116931650665315,0,0,0,0,0,0,0,0,0,0,0.22987870499838,0,0,0,0,-0.0275158236434142,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151560917227841,0,0,0,0,0,0
X600426.SH,0,0.104940427602607,0,0.187011645499851,0,0.0617379501677902,0.117897491591637,0,0,0,0,0,0,0,0,0,0,0,0.0225998910940713,0.0158367817459964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.160724184742005,0,0.0405723664971238,0,0,0,0,0,0,0,0,0,0,0,-0.0393994867091603,0.00383369344087932,0.167094466177131,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0313344024273665,0,0,0,-0.0401987402977065,0.176325295937126,0,0,0,0,0,0.0709871892348115,0,0,0.119373233273677,0,0,0,0,0.0145636390997816,0,0,0,0,0,0.269006932390294,0,0,0.106935216487435,0.106923503983522,0,0.0970972340155415,0,0,0,0,0,0.00244455902912631,0,0,0,0,0,0,0
X600176.SH,0,0,0,0,0.166716377413764,0,0.0383838065219331,0,0,0,0,0,0,0,0,0.178522126826014,0.109252249525767,0,0,0,0,0,0,0,0,0,0,0,0,0.00397722962555985,0.0503043388107534,0,0.0583165921318479,0,0,0,0,0,0,0,0.0571794044136177,0,0.0237330992165036,0,0,0,0,0,0,0,0,0,0.0387670036444926,0,0,0,0,0,0
X000983.SZ,0,0,0,0,0,0.229482317171324,0,0,0,0.445217470341015,0,0,0,0,0.0186744033605935,0,0,0,0,-8.67361737988404e-19,0.159065416396146,0,0,0,0,0,0.190694541895333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650155771589866,0,0,0.14293900002969,0,0,0.00664559237732328,0.0579708332874547,0,0,0,0,0,0,0
X601699.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0374196913750247,0,0,0,0,0,0,0,0,0,0,0.399194381840723,0,0,0,0,0.253661770974375,0,0,0,0,0,0,0.125839180296239,0,0,0,0,0,0,0.188745925432899,0,0,0,0,0,0,0,-0.0281452971206296,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,-0.0269922536532041,0.053789257240005,0.334159044315484,0,0,0.02706256456793,0,0,0,0,0,0,0,0.0146091244461759,0,0,0,3.46944695195361e-18,0.00314257179984241,0,0,0,0,0,0.232215192086956,0,0,0,0.107453756947283,0,0,0,0.0797511630072261,0,0,0.053839138325158,0,0,-0.0345778969549481,0,0,0,0,0.064687771736059,-0.0433166057069438,0,0,0,0,0,0
X000786.SZ,0,0,0,0,0,0.0294078576118445,0,0.0566812100673931,0,0,0,0.374678640587715,0,0,0,0,0,0,-0.00658957913709095,0,0,0,0,0,0,0,0,0,0,0,0,0.293645774758459,0,0,0,0,0,0,0,0,0.0651192020503355,0.0946229822747751,0,0,0,0,0,-0.00717804113876857,0,0,0,0,-0.00447325886884532,0,0,0,0,0,0
X600803.SH,0,0,0,0,0,0,0,0,0,0.206412666787588,0,0,0,0,0.0558241796542403,0.0188067230636623,0.127492571162132,0,0,0,0,0,0,0.096918661283998,0,0.00909185388678833,0,0,0.0799032759387014,0,0.173244094703874,0,0,0,0,0,0,0,0,0,0,0,0.162517579299017,0,0,0,0,0,0,0,0.0883512734587786,0.0398932939566724,0.00550336752289481,0,0,0,0,0,0
X000723.SZ,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0.0865375339928909,0,0.00994088075229939,0,0,0,0,0.295579083547099,0,0,0,0,0,0,0,0,0.0862492049965531,0,0,0,0,0,0,0,0,0.0272216646005809,0,0,0,0.154053442811287,0,0,0,0,0,0.0889492295046636,0,0,0,0,0.0131082412784987,0,0,0,0,0,0
X600801.SH,0,0,0,0,0.246286163535041,0,0,0,0,0,0,0,0,0,-0.0600311716938873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.155577352296984,0,0.230223963681276,0.125947349904474,0,0,0,0,0,0,0,0,0.156154433955596,0,0,0,0,0,0.0218813615616257,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0586726908034137,0,0,0,0,0,0,0,0.0179326644867075,0.0270932045367854,0,-2.16840434497101e-19,0,0.0734159320449243,0,0.00655789172047252,0,0.0810017332324871,0.220666929500221,0,0,0,0.344978053491174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600096.SH,0.100433426771031,0,0,0,0,0,0.195094771487556,0,0,0,0.0605074392820183,0,0.0319627229835698,0,0,0,0.167323353784657,0,0,0,0,0.204282120435071,-1.73472347597681e-18,0,0,0,-0.119560904666196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.49991838474336,0,0,-0.118280201246151,0,0.0425942250913144,0,0,0,0,0,0
X000959.SZ,0,0,0,0,0,0,0.0550918663305925,0,0,0,0,0,0,0,0,0,0,0.137856918306061,0,0,0,0,0,0,0,0.0540890551548051,0,0,0,0,0.178700518289936,0.220578940928846,0,0,0,0.128716911389672,0.0163610966026791,0,0,0.0429680624354106,0,0,0,0,0,0,0,0,0,0,0,-0.0353963864632599,0.00320032144162786,0,0,0,0,0,0
X600219.SH,0,0,0,0,0,0,0.0217874528929494,0,0.00526207129252162,0,0.0656058826260608,0,0,0,-1.35525271560688e-20,0,0,0,0.0806379323485122,0.257868207249157,0,0,0.0693300165043272,0,0,0.127441444697565,0,0,0,0.265739956708524,0.0985655964700537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000932.SZ,0,0,0,0,0,0,0,0.188481441323088,0,1.38777878078145e-17,0,0.0576883798780023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0248467157836377,0,0,0,0,-6.93889390390723e-18,0.019213701717518,0,0.32976415838282,0,0,0.0944708101166974,0,0.0732935854065278,0,0,0.0742111384509867,0.18065856547082,0,0,0,0,0,0,0,0,-0.00509081723460015,0,0,0,0,0,0
X600295.SH,0,0,0,0,0,0.0990869225330687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185958081122126,0,0,-8.67361737988404e-19,6.93889390390723e-18,0,0,0,0,0.140412837435947,0,0.292855903887007,0,0,0.207255837648651,0,0,3.46944695195361e-18,0,0,0,0.0586083366438487,0,0,0,0.012725595767538,0,0,0,0,0,0.054588252863206,0.259343641389751,0,0,0,0
X000408.SZ,0,-0.186156800579104,0,0,0,0,0.330125347497558,0,0,0,0,0,0,0,0.190573315971713,0,0,0,0.248305224684903,0,0,0,0,0,0,0,0,0,0,0,0.0417822707563856,0,0,0,0,0,0,0.0572025592445652,0,0,0,0,-0.042865532680808,0,0,0,0,0,0,0,0,-0.0690638674227849,0.099998357893528,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0.0862232934876368,0,0,0,0,0,0,0,0,-0.0655832944720115,0,0,0,0,0.196664792078054,0,0,0,0.00981405127242848,0,0,0.114045000890217,0,0,0,0,0,0,0.117584385776136,0,0,0,0.0222358464816452,0,0,0,0.0821038154459108,0,0,0.0779864475010183,0,0,0.223221324415961,0,0,0,0.0545470918490707,-0.027825501072701,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0,0,0,0.113506646254117,0.192296113946164,0,0,0,0.101150170680321,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.162035568675215,0,0,0,0.0347210536833256,0.0842566874541228,0,0,0,0.0595361422408921,0,0,0.00386825665404642,0,0.0668546117954573,0,0,0,0,0,0,0,0,0,0,-0.0119328568388367,0,0,0,0,0,0
X000807.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0504960970156275,0,0,0,0.931846574717402,0,0,0,0,0,0.18954806396961,0.0222627919707888,0,0,0,0.0493150569953327,0,0,0.0447352499554842,0,0,0,0,0.00834610697030383,0.133668897666234,0.0644572944226729,0,-0.225578248627859,0,0,0,0,0,0,0,0,0,0.0483368375016928,0,0,0,0,0,0
