,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600362.SH,X600547.SH,X600795.SH,X601991.SH,X600309.SH,X300072.SZ,X600188.SH,X600157.SH,X600027.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X000959.SZ,X601158.SH,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X600219.SH,X600352.SH,X000883.SZ,X000408.SZ,X600098.SH,X000983.SZ,X000825.SZ,X000723.SZ,X002092.SZ,X000539.SZ,X600021.SH,X601699.SH,X000027.SZ,X600623.SH,X000937.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.350919926753326,0,0,0,0,0,0,0.0230863948016224,0,0,0,0,0,0,0,0,0,0,0.0171489930781609,0,0,0,0.0672912028136743,0,0,0,0,0.00811371702466021,-0.0332839583379384,0,0,0,0,0,0,0,0,0.0129240414069629,0,0.0177526174005034,0,0,0,0,0,0,0.0872661270495833,0,0,0,-0.00666993702266035,0,0,0,0,0,0
X600028.SH,0.875000232396331,0,0,0,0,0,0,0,0,0,0,0.00456540655138099,0,0,0,0.0449640151734782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239770605975217,0.00539315761794857,0,0,0.0229418982890528,0,0,0,0,-0.153301498221969,0.0266229842504095,-0.0106304110434511,0,0,0,0,0,0
X601088.SH,0,0.0566065389414621,0,0,0.038765729583161,0,0,0.0534025264400945,0,0,0,0,0.0566495333952635,0,0,0,0,0,0,0,0,0.0562040533205135,0,0.0999928481148243,0,0,0.00413563001114394,0,0,0,0.023690919992411,0,0,0,0,0,0,0,-0.0450805523341882,0,0,0,0,0,0,0.13892708840916,0,0,0,0.0153834572177352,-0.0314869873585506,0.0176710506012817,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0879751400189289,0.24454248594826,0,0.03523539123979,-0.0530499416639125,0,0,0.0243713938213167,0,0,0,0,-0.0871840689772454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01809943464469,0.100774844738958,0,0.042128400175595,0,0,0,0,0.0247262289685189,-0.0146409931152047,0.0145914383781412,0.118838237901676,0,0,0,0,0
X600019.SH,0,0,0.211098023022777,0.397833592071645,0,0,0,0,0,0,-0.0520323060430822,0,0,0,0.0112668314792684,-0.0249639100056652,0,0,0,-0.0787804223521285,0,0,0.18344628217345,0.264417606016299,0,0,0,0,0,0,0,0,0,0,0,-0.324117450012621,0,0,0,0,-0.12709964223254,0.0631716246221399,0,0,0,0.0184528349201149,0,-0.149231161946816,0,0.039259097117133,-0.0109834293382607,0.00966678680281145,-0.0641610763659598,0,0,0,0,0
X600585.SH,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0372981723823974,0,0,0,0,0,0,0,0,0,0.11355853559746,0,-1.73472347597681e-18,0,0.207390581959722,0,0,0,0,0,0,0,0,0,0,0,-0.423679203892348,0.19678330872471,0,0.067759306378438,0,0,0,0.045581120408176,0,0,0,0,-0.249124239008977,-0.0127444993589593,0.012364299207361,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.0483322776069113,0,0.0132264153774128,0,0,0,0.0639607148319217,0,0,0,0,0,0,0,0,0.193002524002086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0619450815468243,0,0,-0.00865788246092736,0.00390202468942077,0,0,0,0,0.0832259342502484,0.0643675358743222,0,-0.02039819674474,0.00800068448947668,0,0,0,0,0,0
X601898.SH,0,0.0299725269228011,0.12280854444472,0,0.0146181246749445,0,0,0,0,0,0.0569187798074735,0,0,0,0,0,0.179190499833719,0,0,0,0,0,0,0,0,0.221100250602233,0,0,0,0,0.0582821119931346,0,0,0,0,0,0,0,-0.00524246035289612,0,0,-0.0422969609163615,0,0,0,0.0657836508549269,0,0,0.0475709838456242,0,-0.0103997188234855,0.00617370436507007,0,0,0,0,0,0
X601600.SH,0,-0.0394222663678171,0,0,0,0,0,0,0,0,0.24095513504868,0,0,0,0,0,0,0,0,0,0,0.193889374980717,0,0,0,0,-0.243506262292917,0,0,0,0.0620228615429996,0,0,0,0,0,0,0,0,0,0,-0.0754721657284034,0,0,0,0,0,0,-8.67361737988404e-19,0,-0.0381795441699302,0.0264086544806213,0,0,0,0,0,0
X600688.SH,0,0.4275734513408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0439082195430522,0,0,0,0,0,0,-0.0261236925746435,0,0,0.113346258173991,0,0,0,0.101903393827651,0,0,0.031138332984523,0,0,0,0,0,-0.0418736641323914,0,0.123999475440293,0,0.00244235639549434,0.0688761995170573,0.0553775006033584,0,0,-0.0440843370647206,-0.00456728942602435,0.00444066658790268,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.270991994901023,0,0,0,0,-0.159920982964897,0,0.122903578016641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.560767798250176,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0882362584737951,0,0,0,0.0887657798008196,0.0578739738590232,-0.00945720707584315,0.0196886686605199,0,0,0,0,0,0
X600547.SH,0,0.0429052224404068,0,0,0,0.0548642917283969,0,0,0,0,0,0,0,-0.00778215068762907,0,0,0,0,0,0,0,0,0,0,0.773126155789917,0,0,0,0,0,0.00995535286307593,0,0,0,0,0,0,0,0,0,0,0.0538636749841581,0,0,0,0,0,-0.0119852086934437,-0.133796880070128,-0.0876810099427289,-0.0128743342124659,0.0104022512658075,0,0,0,0,0,0
X600795.SH,0,0,0,0.191954758896323,0,0,0,0,0,0,0,0,0,0,0,0.0545927378587129,0,-0.0356755466619148,0,0.00970598633506799,0,0,-0.0275295079474383,0,0.0625730237409176,-0.0579544748559903,0,0,0,0,-0.0267306237348946,0,0,0,0,0,0,0,0.0178253596411644,0,0,-0.0254566071812737,0.0740583946363845,0,4.33680868994202e-19,0,0,0.0464794210415967,0,0,-0.00858924098794597,0.0102210832206206,0.103941900564119,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.0291948269585339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745924125139687,0,0,0.0319673462854252,0,0,0,0.127535104748601,0.0181300432646883,0,0,0,0,0,0,0.0295349005752356,0.084203244211037,0.0673098873737776,0,0,0,0,0.0606708026119552,0,0,0.0153655422849906,-0.0128892691215509,0,0,0,0,0,0
X600309.SH,0,0.0778947968981807,0,0,0,0,0,0,0,0,0,0,0.0195908299336188,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159603994004748,0,0.118077212422896,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.0626154538312109,0,-0.206582748334546,0,0.102608790274791,0.105936006477951,0,0,0,0,-0.0566061622148168,0.00695740584000742,-0.00403345857463211,-0.00437719603356131,0,0,0,0,0,0
X300072.SZ,0,-0.0497479862459967,0,0,0.0118636572436785,0,0,0,0,0,0.13597482789898,0,0,0,0,0,0,0,0,0,0,0,0,-0.0889811224801522,0,0,0.0988756755378564,0,0,0,0,0,0.112678798720823,0,0,0,0,0,0,0,-0.0344974795904379,0.0151179818823034,0,0,0,0,0,0.0945184247806607,0,0.243721791399424,-0.0227427579461807,0.0240096240928693,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.514039919409557,0,0,0,0.280951271278016,0,0,-0.0346427332564262,0,0,0.0322410063259449,0,0,0,0,0,0.062300844161991,0,0,0.0928177819945631,0,0,0,0,0,0,0.0961532650082856,0,0,0,0,0,0,0,0,0,0,-0.103345447700675,0,0,0,0,0.0212686264221168,-0.0115668009712321,0.0132917278356111,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538523937565694,0,0,-0.013703220030068,0,0,0.00574380461501553,0,0,-0.0826377346253682,0.165439467760897,0,0,-0.0743668971164636,0,0,0,0,0,0,0,0,0,0,0,-0.0399773711357377,0,0,0,0,0,0,0.0642574773738245,-0.0781784213073685,-0.00149117902871069,0.0143097241080867,-0.0134216361686061,0,0,0,0,0
X600027.SH,0,0,0,0.129183871555896,0,-0.0761907461994669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0471460594918337,0,8.67361737988404e-19,0,0.011811569574288,0.0266709695464247,0,0.0536698877616829,0,0,0.0783048495171447,0,0,0,0,0,0,-0.0418546993091784,0.0346234368618132,0,0,0,0,0,0,0,0,0,0,0.00206469953785703,0.00452935505961459,0,0,0,0,0,0
X601992.SH,0.0144193908772564,0,0,0,0,0,0,0.110273298904001,0,0,0,0,0,-0.125776797584346,0,0,0,0,0,0,0,0,0,0.0211740286225924,0,0.0968649748255005,0.0555705933103715,0,0,0,0,0,0,0,0,0,0,0,0.11710066545382,0,0.0873493599738571,0,0.0183781627928821,0,0.0321264420318702,0,0,0.315236801172777,0,0.0347408246637277,0.0103241972968343,-0.00946939142548934,0,0,0,0,0,0
