,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X601898.SH,X600188.SH,X600660.SH,X600019.SH,X601600.SH,X600585.SH,X600547.SH,X600886.SH,X600011.SH,X000792.SZ,X600795.SH,X600362.SH,X600010.SH,X600111.SH,X600489.SH,X000708.SZ,X002460.SZ,X600803.SH,X600027.SH,X002466.SZ,X000786.SZ,X600160.SH,X000301.SZ,X601991.SH,X000807.SZ,X600426.SH,X600219.SH,X000983.SZ,X601699.SH,X600985.SH,X000630.SZ,X000408.SZ,X600096.SH,X601168.SH,X600176.SH,X002128.SZ,X000933.SZ,X000877.SZ,X002271.SZ,X002353.SZ,X600352.SH,X000883.SZ,X600378.SH,X000027.SZ,X600995.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.238104128634582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.185437092520479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.172782857657892,0,0,0.295398355471911,0,0,0,-4.33680868994202e-19,-0.0067575091851919,0.199303758131788,0,0,0,0,0,0,0,0.0885611210870033,0,0,0,0,0,0,0
X601088.SH,0.0324824155571691,0,0,0,0.311012633608828,0,0,0,0,0,0,0,0,0,0.0223037973008313,0,0,0,0,0,-0.0414374945087642,0,0,0,0,0,0,0,0,0.0127057054128236,0,0,0,0.134534821996516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0218517729156168,-0.0365254644486155,0,0,0,0,0
X600028.SH,0.449819475213013,0.0656296761137574,0,0,0.234003754009643,0.039315437601604,0,0,0,0,0,0,0,0,0.108381809314533,0,0,0,0,0,0,0,0,-0.0629896112991361,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.142810963901558,0,0,0,0.0347708544186025,0,0,0,0,0,0,0,0,0,0,0.0165285909515042,0.0724087351964,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.0548382506717623,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.002883023534491,0,0.170095151213796,0,0,0,0.0154202160433749,0,0,0,0,0.350561799499917,0,0,0,0,0,0,0,0,0,0.11977098946257,0,0,0.00995438285712515,0.256275108275401,0,0,0,0,0,0,0,-0.127159360746065,-0.0291337085606656,0,0,0,0,0,0
X601898.SH,0,0.694815860171357,0,0,0,0.133578871785721,0,0,0,0,0.055423886447639,0,0,0,0,0,0,0,0.0576818095634961,0,0,0.0592863525503867,0,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,-0.0137386720129709,0,0,0,0,0,0,0.0306660518648607,0,0,0,0,0,0.0464687105485712,-0.0597048940022676,0,0,0,0,0,0
X600188.SH,0,0,0,0,0.108032603896507,0,0,0,0.0995994182090501,0,0,0,0,-0.135662285761701,0.0733655505073714,0,0,0,0,0,0,0,0.00631281992242872,0,0,0,0,0,0,0,0,0,0.667923124405649,0,0,0,-0.138574302397835,0,0,0,1.38777878078145e-17,0,0,0,0,0,0.150119033841962,0.208884289056595,0,0,0,0.0123305820217635,0,0.116490179484058,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,-0.149304274811147,0.104248381742792,0,0,0,0,0,0,0,0,0.0119772129809445,0,0,0,0,0,0,0.342142773650969,0,0,0,0,0,0,0,0,-0.0249985314823026,0,0,0,-0.0762801697985428,0,0,0,-0.310482089407816,0.250468139982683,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.0309529193833223,-0.110701735036859,0,0,0,0,0
X600019.SH,0,0,0.364867421282035,0,0,0,0,0,0,0.227207267484892,0,0,0.115561076513636,0,0,0,0,0,0,0.0904881572255028,0,0,0,0,0,0,0.0959876221224431,0,0,0,0.010295016738734,0,0,0,0,0,0,0,0,0,0,0.0363589949930267,0,0,0,0,0,0,0,0,0,-0.0614733016419182,2.16840434497101e-19,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833888960000464,0,0,0,0,0,0,0,0,-0.0120332892716026,0,0,0,0,0.361218581185313,0,0.271463279941365,0,0,0,0,0,0,0.370669932150016,0,0,0.0805017462690221,0,-0.066746793341892,0,0,0.178609050675846,0,0,0,0,0,-0.04204355057094,-0.0708318197139483,0,0,0,0.0576438184464872,0,0
X600585.SH,0,0,0,0,0.0143133984353743,0,0,0.153495478623821,0,0,0,0,0,0.242881402148417,0,0,0,0,0,0,0,0.0125724014285792,0,0,0.148019377287702,0,0.0196369883298079,0.0482432575558291,0,0,0,0,0,0.0676639421328862,0,0,0,-0.028396570874386,0,0,0,0.199265464190214,0,0,0,0,0,0,0,0,0,0.0960339256224741,0,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0.0825576993108518,0,0,0,0,0,0,0,0,0,0,0,0.00975407871361768,0.605673915331255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212925352151451,0,0,0,0,0,0,0,0,0.0210705986593827,0.0560831629493601,0,-0.230468981526182,0,0,0,0,0,0,0.0367761776405874,0,0
X600886.SH,0.225343061316598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135276480374633,0,-0.233292955184925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339832939513753,-0.0410386008317343,-0.0440266053485805,0,0,0,0,0,0,0,0,0,0.0670194296993157,0.183094608530325,0,0,0,0,0
