,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600547.SH,X600010.SH,X601600.SH,X601898.SH,X600886.SH,X600660.SH,X601991.SH,X600362.SH,X600688.SH,X600795.SH,X600188.SH,X600352.SH,X600111.SH,X600027.SH,X600801.SH,X000723.SZ,X601992.SH,X002271.SZ,X000898.SZ,X600489.SH,X600516.SH,X600176.SH,X000786.SZ,X002460.SZ,X002466.SZ,X000709.SZ,X600299.SH,X000629.SZ,X000883.SZ,X601158.SH,X600219.SH,X002353.SZ,X600426.SH,X601699.SH,X000630.SZ,X000553.SZ,X600985.SH,X600583.SH,X000027.SZ,X600612.SH,X000401.SZ,X600021.SH,X000825.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0.0021989198776955,0,0,0,0,0,0,0,0,0,0,0.0684491250061005,0,0,0,0,0,0,0,0,0.0264343314166291,0,0,0,0.036700608926311,0,0.0215358764223192,0,0,0,0,0,0,0,0,0,0.0414906777111055,0,0,0,0,0,0,0,0,0.0339028722922735,0,0.0477239631517679,0,0.00622372115202245,0,0
X600028.SH,0,0,0,0,0,0.0219877521548106,0,0.000429760127824815,0,0,0,0,0,0,0,0,0,0.301762453782161,0,0,0,0,0,0,0,0,0,0.00575894435501653,0,4.33680868994202e-19,0,0,0,0.0697575694846397,0,0,0,0,0.0980689245189312,0,0,0,0.0227135553688316,0,0,0,0,0,0,0,0,-0.0142377879056816,0.013581054775593,0,0.025010727555726,0,0,0,0
X601088.SH,0,0,0,0.0128292992534921,0,0,0,0,-0.0151855681506563,0,0,0,0,0,0,0,0,0.188179278631234,0,-0.0615061301844248,0,0,0,0,0.0982724593915063,0,0,0.104462442748916,0,0,0,0,0,0.00647513508804265,0.220216749293215,0,0,0,-0.143077851353943,0,0,0,0,0,0,0,0.0548303988659724,0,0,0,0,-0.00362673920263105,0.0396916800586527,0,0,0,0.0365643033487483,0,0
X600585.SH,0,0,0,0,0,0,0,0.0263197338211255,0,0,0,0,0,0,0,0,0,0,0,-0.0143447978358536,0,0.413765066719242,0.0364147362506538,0,0.33401783444905,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00167062452035573,0,0,0,0,0.0169039180985139,0,0,0,0,0,0,0,0,-0.00212231307875472,0,0,0,0.0171487552515015,0,0
X600019.SH,0,0,0.198357003130239,0,0,0.00572256446900947,0,0,0.0262508978953084,0.0377625415612425,0,0,0,0,0,0,0,0,0.108912096962718,0,0,0,0,0,0.173847292457657,0,0.0191537279523942,0,0,0,0,-0.0227743043946842,0,0,0.0187214633515299,0,0,0,0,0,0,0,0.0279720379260688,0,0,0,0,0,0,0,0,-0.013855669882842,0,0,0,0,0.0149228994460728,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.013839563046276,0,0,0,0,0,0,0,0,0,0.154119802384172,0.118414757353233,0,0,-1.73472347597681e-18,0,0,0,0.0651481669083219,0.134771010477053,0,0,0,0,0,0,-0.0378172594919903,0,0,0,0,0,0,0,0.128709749897548,0,-0.0190908580166488,0,0,0,0,0,0,-0.0399989303351239,0.00771096918988931,0,0,0,0.187861109601176,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.154296831561203,0,0,0.267048220994947,0,0,0,0,0,0,0,0,0.363947086622392,0,0,0,-0.15160178936227,0,0,0,0,0,0,0.00300189288631267,0,0.113198201080203,0,0,0,0,0.091676827527297,0,0,0,-0.160742105687514,1.73472347597681e-18,0,0,0,0.0562304316251848,0,0,0,-0.0197053812781438,-0.00759914306737133,0,-0.182022977981633,0,0.0431311179040728,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0900199184864755,0,0,0.00129345322060113,0,0,0,0,0,0,0,0,0,-0.282000660811645,0,0,0,0,0.705048100835753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0389431704020971,0.0686000947998998,0,0,0.254216306334365,-0.0574570205130305,-0.0922510186800447,0,0.0451859152301171,-0.0480600028677067,0,0,0,0,-0.0987437208367484,0,0
X600010.SH,0,0,0,0,0,0,0.194662846942736,0,0,0.386724391447755,0,0,0,0,0.106708884975347,0,0,0,0.0982702359020217,0.092028551028661,0,0.0978684674369765,0.0330633258958401,0,0,0,0.0749208383057266,0,0,0,0,0,0,0,0,0,0,0,-0.102875197704524,0,0,0,0,0.151705758243514,0,0,0,0.0437605367975384,0,0,0,-0.0072499702406777,-0.0438988584232975,0,0,0,0.0359532507961453,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.20498097230935,0,0,0,0,0,0.39364058958332,0,0,0,0.0545471758817058,0,0,0,0.014653327608904,0,0,0,-0.0143191171302429,0,0,0,0.0636412581313787,0,0,0.154114129539345,0,0,0,0,0,0.134643256535042,0.00834419919444272,0,0,0,0,0,0,0,0,0,0,0,-0.0285997896045122,0,0,0,0.0229775332455627,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0962205222279075,0,0,0,0.0278311222710302,0,0,0,0,0.0435728598992944,0.0350578610493412,0,0,0.0253922581268336,0,0.0117592585856095,0.059032968895177,0,0,0,0.0224198066499171,0.00754974957831906,0,0,0,0,0,0,0,0,0,0,0,0.023750146237265,0.0113511514442355,0,0,0,-0.00192521133836259,0,0
X600886.SH,0,0,0,0.168550557418467,0,0.0679660287174453,0,0.0195548741030413,0,0.0878372660942159,0,0,0,0,0,0,0,0,0,0,0,0,0.0769058512226803,0,0,0,0,-0.133458103756632,0,0.160106218314087,0,0,0,0,0,0,0,0,0.0282698163772305,0,0,0,0.0817706175727037,0,0,0,0,0,0,0,0,-0.000560776621219431,-0.0144607729800237,0.110225440900601,0,0,0.0292166790288716,0,0
X600660.SH,0,0,0,0,0,0.000718646016425611,0,0,0,0,0,0,0,0,0,0,0,0,0.035235892215698,0,0,0,0,0,0.14498429674232,0,0,0,0,0,0,0,0,0.00458371520346581,0.0135734122734023,0,0,0,0.0234077498377352,0,0,0,0.0446482913549298,0,0,0,0,0,0,0,0,0.000807138370302456,-0.0272185901487376,0,0,0,0.000801398825963105,0,0
X601991.SH,0,0,0,0,0,0.106501915498288,0.0717988721319779,0.0113513826889103,0,0,0,0,0,0,0,0,0,0,0,0.00646774065184513,0,0.155566388103299,0.0540501728116344,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0.00058238097999403,0,0,0,0,0.0678192004501348,0,0,0,-0.000545503068971854,0,0,5.42101086242752e-20,0,0,0,0,-0.00996915374278347,0.00720107795936844,0,0,0,0,-0.0217739032904191,0,0
X600362.SH,0,0,0,0,0,0,0,0,0.427376316227525,0.00151245055304286,0,0,0,0,0,0,0,0,0,0.0272383657427868,0,0.108067001373957,0.0810725989042121,0,0,0,0.0475793279005485,0,0,0,0,0,0,0,0,0,0,0,-0.00593292150220578,0.0810878034865868,0,0,0,0,0,0,0.0872669361290596,0,0.0380951593879913,0,0,-0.0270211196504128,0.0261026147208671,0,0,0,-0.00884861970267449,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,-0.054943220644495,0,0,0,0,0,0,0,0.0733871100251024,0.12573577248257,0,0.0193154720662502,0.0482838378293628,0,0,0,0,0,0,0,0,0,0,0,0.00914321365086014,0,0,0,0,0.169000578614501,0,-0.0227390339889221,0.0243472455727694,0.0122951162235458,0,0,0,-0.0276228341137446,0,0
