,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X601898.SH,X600188.SH,X600019.SH,X600547.SH,X600585.SH,X600886.SH,X600660.SH,X600011.SH,X601600.SH,X600795.SH,X000792.SZ,X600489.SH,X600362.SH,X600010.SH,X000708.SZ,X600111.SH,X600803.SH,X600027.SH,X002460.SZ,X601991.SH,X000301.SZ,X600160.SH,X600426.SH,X000983.SZ,X002466.SZ,X601699.SH,X000786.SZ,X600219.SH,X600176.SH,X000807.SZ,X002128.SZ,X000630.SZ,X600985.SH,X000877.SZ,X000933.SZ,X601168.SH,X600096.SH,X000408.SZ,X000883.SZ,X000027.SZ,X600378.SH,X002353.SZ,X000932.SZ,X002271.SZ,X600995.SH,X600688.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.714958746937273,0,0,0,0.070626651547601,0,0,0,0.0804367389003883,0,0,0.111321759179608,0,0,0.130480754768423,0.0720166362776235,0,0,0,0,0,-0.09652726896309,0.029669087512958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0220411048818796,0,0,0,0,0,-0.0269370421370541,0,0,0,0,0,0,0,0,-0.0656008843146458,0,0
X600028.SH,0.385227006379974,0,0.140121882583744,0.0413609088233501,0.0795261151255194,0,0.128819117051208,0,0,0,0,0,0,0,0,-0.00621879915143105,0,0,0,0,0,0,0,0,0,-0.00299810620225068,0,0,-0.00205557343588066,0,0,0,0,0,0,0,-0.0597944113942399,0.0815423438702992,0.0312125620752104,0,0,0,0.0594542370436461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X601088.SH,0,0.285181465170406,0,0,0.0247599370460614,0.116649126660414,0,0,0,0,0.0534807249169277,0,0.243577134576189,0,0,0,0,0,0,0,0.102523948822205,-0.0827832514110846,-0.0162745448589693,0,0,0,-0.119052997835884,0,0,0.00237311365332473,0,-0.0916311733269823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0587185337179946,0,0,0,0,0.0677515805254583,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,-0.0652603620038066,0,0,0,0,0.0122571442958001,0,0,0,0,0,0,0,0,0,0,0,0.204545970113679,0,0,0,0.0249421581022751,0,0,0,0.110055002439911,0,0,0,0.328536780068682,0,-0.0689251069624285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0293689352962182,-0.11921679017794,0,0,0,-0.0183977967935614,0,0
X601898.SH,0.0850484400015723,0.147529483712362,0,0,0,0.0850558276327966,0,0,0,0.0521504327986695,0,0,0.188887198249428,0,0,0,0,0,0,0,0,0.0726828696660982,0,0,0,0,0,0,0,0.237784021215234,0,0,0,0,0,0,0.0165085985165246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0422208637201466,0,0,0,0,-0.00994516888566806,0,0
X600188.SH,0,0,0.247430152068823,0,0,0,0,0,0,0,0,0,0.0189947720667452,0,0,0,0,0.0397706915294586,0,0,0,-0.110000956735742,0,0,0,0,0,0.0896826207535195,0,0.555165964439384,0,0,0,0,0,0,0.396386064942897,0,0,0,-0.0959122948752159,0,0,0,0,-0.0748578555291332,0,-0.0666123012387201,0,0,0,0,0,0,0,0,0.0308218683628253,0,0
X600019.SH,0,0.108685870679153,0,0,0.231612819764235,0,0,0,0,0,0,0.217582525419895,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041591590381486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2237746719231,0,0.225027151974683,0.123024691516148,0,0,0,0.0835854560565498,0,-0.0601486460898363,0,0,-0.00586930436410089,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.624222210890903,0.170141201320612,0,0,0.191539696395091,0,0,0,0,0,0.0517032849145879,0,0,0,0,0,0,0,0,0,0.0340082164637042,0,0,0,0,0,0,0,0,0,0,0,-0.139881175468437,0,0,0.0790650736590374,-0.158492658252203,0,0,0,0,0.0231012054649636,0,0
X600585.SH,0,0,0,0.0518716386966025,0,0,0,0,0,0,0,0,0,0,0.156977612105275,0.0455703581106828,0,0,0,-0.0332672939342645,0,-0.0264318852587781,0,0,0,-0.0517837548152122,0,0,0.135229806211864,0,0.145816487509754,0,0.0425692135042721,0,0,0,0,0.00295908882661992,0,0,0,0,4.33680868994202e-19,0,-0.148957997484079,0,0,0.0239505642306692,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0.206666732573781,0,0,0,0,0,0,0,0,0,0,0,0,0.0370505279941407,0,0.110551134609511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0722996541857792,0,-0.190704731220721,0.0571402134737518,0,0,0,0,0,0,0,-0.186408378676006,0.0289226096418582,0,0,0,0,0,0,0,-0.269139036698207,0,0,0.138608998824833,0,0,-0.0126784481287654,0,0
