,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X600688.SH,X600660.SH,X601991.SH,X600188.SH,X600547.SH,X601600.SH,X600886.SH,X600362.SH,X600795.SH,X000898.SZ,X600027.SH,X600176.SH,X000629.SZ,X600111.SH,X601992.SH,X002466.SZ,X600516.SH,X000709.SZ,X002460.SZ,X300072.SZ,X600299.SH,X600808.SH,X600801.SH,X000825.SZ,X002110.SZ,X600339.SH,X600352.SH,X000553.SZ,X600426.SH,X600583.SH,X600489.SH,X601158.SH,X000301.SZ,X000932.SZ,X000786.SZ,X600219.SH,X000883.SZ,X601699.SH,X000408.SZ,X000792.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.126690027807242,0,0,0,0.0812127723262099,-0.00829695687812044,0.0556164877222838,0,0,0,0.164434583094856,0,0,0,0,0,0,0,0,0,0,0,-0.00341453598471701,-0.0297535024966013,0,0,-2.16840434497101e-19,0,0,0.0398972352566015,0,0,0,0.180215888638897,0,0,0,0.185691410469891,0,0,0,0,0,0,0,0,0,0,0,0.0242696807195327,0.0254528874484701,0,0,0,0,0,0
X600028.SH,0.321171773791579,0,0,0.122970885724024,0.292693430658502,0.104200438979605,0,0,0,0,0,0,0,0,0,0,0,0,0.00938825576843073,0,0,0,0,0,0.0980849081454669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0415291510614122,0.0324512323783467,0,0,0,0,0,0
X601088.SH,0,0.0145215186129325,0,0,0,0,0,0,0,0,0,0,0,0,0.130712458139317,0,0,0,0,0,0,0,0,0,0,0.0162924544554884,0,0,0,0,0,0.0427349465904738,0.0107192574798797,0,0,0,0,0,0,0.0283520407595227,0,0,0,0,0,0,0.409195231252475,0.0223316873196859,0,0,-0.000449441780917815,-0.0138726552474566,0,-0.15394238421265,0,0,0,0
X600585.SH,0,0.0330391053796269,0,0,0.139751458486884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362981957644809,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.333785537847219,0,0,0.0449632046786126,0,0,0,0.0839173086313075,0,0,0,0,0.249002138597255,0,0,0,0,0,-3.46944695195361e-18,-0.00468714396214249,-0.00705735995291783,0,0,0,0,0,0
X600019.SH,0,0,0,0.00853766923580703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.629964561798984,0,0,0,0,0,0.0161617780129344,0,0,0,0,0,0,0.166552602311566,0,0.0213858462418496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401947811484673,0,-0.000720635366738692,0,0,0,0,0,0,0
X600011.SH,0,-0.0239856190173325,0,0,0,0,0,0,0,0,0,0,-0.0321299845792967,0,0,0.164835291187282,0,0,0,0.766651857630749,0,-0.0691555058259128,0,0,0.0656105383915584,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0.117746850953727,0,0,0,0,0,0,0,0,0,0,0,0.00124237790448601,0,0,0.0107024335620036,0.0264470307009899,0,0,0,0.0610337722925903,0,0
X600309.SH,0,0,0,0.105719023384535,0,0,0,-0.31235291825707,0,0,0.319498175034756,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0.391241255166399,0,0,0,0.0271440912572869,0,0,0.10670491484487,0,0,0.00482504994663462,0,0.0428549921595716,0,0,0,0,0.0587318105568482,0,0,0,0,-8.67361737988404e-19,0,0,0.0241911675653998,0.0385257992299678,0,0.32133858812338,0,0,0,0
X600010.SH,0,0,0,-0.0627464364023805,0,0,0,0,0,0,0,-0.0367596995915747,0,0,0,0,0,0,0.210706367957229,0,0,0.0558466817693272,0,0,0.0697137908490853,0.101642850660641,0,0,0,0,0,0,0.0958790181119674,0,0,0,0,0,0.0232028899314943,0,0,0,0.0396590203706173,0,0,0,0,0.0110548006945037,0.141671436323787,0,-0.00953707330330199,-0.0265411019322995,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214849514861575,0,0,0,0,0,0,-0.0236682424803216,0,0,0,0,0,0.131024958197835,0,0,0,-0.0200821828463975,0,0,0,0,0,0,0,0,0,0,0,0.0337882066364833,5.79322854506632e-05,0,0.273119133332488,0,0,0,-0.00807982735684899,0.00497941077582752,0,0,0,0,0,0
X600688.SH,0,0.236686357002494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.036365219785474,0,0,0.0490464214561299,0,0,0.034896924849168,0.0564510838115089,0,0,0.0707212461999896,0.0670264358621654,0,0,0,0,0,0,0,0,0,0,0,0.00585557480923904,-0.00134271006471628,0,0,0,0,0,0
