,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X000792.SZ,X601898.SH,X600011.SH,X000301.SZ,X600019.SH,X600111.SH,X600660.SH,X000708.SZ,X600010.SH,X000877.SZ,X600886.SH,X601600.SH,X600795.SH,X600547.SH,X002271.SZ,X601991.SH,X600027.SH,X600426.SH,X600803.SH,X600362.SH,X600176.SH,X000983.SZ,X601699.SH,X000408.SZ,X000723.SZ,X600096.SH,X000629.SZ,X600348.SH,X000786.SZ,X600141.SH,X600995.SH,X600160.SH,X000933.SZ,X600219.SH,X000807.SZ,X600157.SH,X300073.SZ,X002353.SZ,X002080.SZ,X600985.SH,X600549.SH,X600295.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.191700645530668,-0.0814730592678958,0,0,0,0,0,0,0,0,0,0,0,0,-0.0406982359544392,0,0,0,0,0,0.151600876533512,0.0815805950878368,0,0,0,0,0,-0.0223685933497605,0,0,0,0,0,0.0413283436947394,0,0,0,0,0,0,0,-0.0249901269931261,-0.0103906591670769,-0.0104734465145357,0,0,0,-0.0373134072519823,0,0
X601088.SH,0,0,0,0,0.310965984480247,0.277757032474644,0,0,0,0.086848057553018,0.0738257313923324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105898645229695,0,0,0,0,-0.0922461840279559,0,0,0,-0.00901529793336556,0.0263834661111629,0,0,0,0,0,0,0,0,-0.115247766574895,0.155826857478832,0,0,0.0230537650217427,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0.0297192573207996,0,0.0365226225307118,0,0,0,0,0,0,0,0.0682689652648287,0,0,0,0,0,0,0,0,0,0,0.011544867528528,0,0,0.0632981203677035,0,0,0,0,0.0137159312189654,-0.0126452004677212,0,0,0,0,0,0,0,0,0,0.0252115069077872,0,0,0,0,0,0.00307470768820291,0,0,0,0,-0.0228540792068162,0,0
X600309.SH,0,0,0,0,0,0.0178873591945842,0,0,0,0.0591794645264847,0,0,0,0,0,0,0.0155014529164307,0,0,0,0,0,0,0,0,0.110685555921338,0,0,0.0741430504421804,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00476790300649103,0.0235078372283863,0,0,0,0,0,0,0,0,0,0,0,0,-0.0109422693356038,0,0,0,0,0,0
X600188.SH,0,0.128545816528832,0,0,0,-0.0117121028617345,0,0,0,0.593794732955437,0,0,0,0,0,-0.0441818006513051,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16637401546033,0,0,0,0,0.0317293593980278,0.0209658775032013,-0.0142237912336721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.116957917631709,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.572522008996803,0,0.264588371438478,0,0,0,0,0,0,0.0802725359392426,0,0,0,0,0,0,0,-0.05345189795582,-0.0904494839214729,0,0,0,0,0,0,0.326954999677857,0,0,-0.140415451951226,0,0,0.00106551472424166,0,0,-0.0535499121973225,0,0,0,0,0.138593129043661,0,0,0,0,0,0,0,0,0,0,-0.0106115000304528,0,0
X002460.SZ,0,0,0,0,0,0.349878633422276,0,-0.224732119539211,0,0,0,0.119350616326375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.168297503114885,0,0,0,0,0,0.123315358577024,0,0.0824854522482917,0.0539191617868864,0,0.0773503197823252,0,0,0.0736522275981121,0,0,0,0.00845461376128439,0,-1.38777878078145e-17,0,6.93889390390723e-18,0,0,0.0289010112699921,-0.08315883644316,0,0,0,0,0,0
X600585.SH,0,0,0,0,0.0718317661755657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0758939900689188,0,0,0.0823385250294483,0,0.0105378327686626,0,0,0,0,0,0,0,0,0.0272163906254708,0.000501613584106983,0.201357354617755,0,0,0,0.0437230288266965,0,0,0,0,0.084506597177824,0,0,0,0.064686005508738,0,0.0263817672366269,0.0333174854306646,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.251015346458889,0.174583309966657,0,0,0,0.1192890743956,0,0,0,0,0,0.0235170908011054,0,0,0.0502552154130636,0,0,0,0,0,0,0,0,0,0,0,0.0753852136124659,0,0,0,0.0857614803256143,0,0,0.0297048203888358,0,0,0.110612657667478,0,0,-0.0263027313694749,0,0,0,0.00659852866115805,-0.0799194463938716,0,0,0.0147371298737047,0,0,0,-0.0471871451562524,0,0
X601898.SH,0,0.0730022477271664,0,0,0.00648259105238779,0,0,0,0,0,0.0491756329128984,0,0,0,0,0,0,0,0,0,0,0,-0.0769478320221175,0,0,0,0,0,0,0.349620926316969,0,0,0,0.163259024345521,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.169512695393964,-0.0525344925589681,0.155623783591653,0,0,0,0,-0.0138196924623973,0,0,0,0,0,0
