,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600011.SH,X600019.SH,X601898.SH,X601991.SH,X600111.SH,X601600.SH,X600795.SH,X600362.SH,X600886.SH,X600010.SH,X600188.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X600583.SH,X000883.SZ,X000792.SZ,X002353.SZ,X601158.SH,X000898.SZ,X000709.SZ,X000629.SZ,X600489.SH,X000539.SZ,X600315.SH,X000831.SZ,X000825.SZ,X600352.SH,X002470.SZ,X600660.SH,X000027.SZ,X601699.SH,X600808.SH,X600307.SH,X600549.SH,X600490.SH,X000630.SZ,X600578.SH,X000959.SZ,X000983.SZ,X000937.SZ,X600863.SH,X600098.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0.0570406347183448,0,0.132604571881652,0,0,0,0.044442152556193,0,0,0,0,0,0,0,0,0,0,0,0,0.0473306311887157,0,0,0,0.00512824329206374,0,0,0,0.0578857038617029,0,0,-0.0275673844417506,0,0,0,0,0.0254551231653276,0,0,0,0,0,0,0,0.0158272591876793,0,0,0,-0.00251637728192971,-0.0118426761159513,0,0,0,0,0,0
X600028.SH,0,0,0.0327039654250665,0,0.108528082365771,0.0269993057381224,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0.172110446555078,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,-0.0472926045289881,0.0117366129035597,0,0,0,0,0,0,0,0,0,0,0,0.0303639581830064,0,0.127977429887551,0,-0.00704758610481151,-0.013476041975577,0.0930923972176229,0,0,-0.0310297674632607,0,0
X601088.SH,0,0,0,0.095523367963557,0,0,0,0,0,0.0625575018519125,0,0,0,0,0.255172598147938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00488387884553994,0,0,0,0,0,-0.0177694619567557,0,0.0527217459575736,0,0,0.0514758101159315,0,0,0,0,0,0,0,0,0,-0.00426820871707319,-0.00871515225668678,0,0,0,0,0,0
X600585.SH,0,0.0798695907515138,8.67361737988404e-19,0,0,0.13065555487674,0,0,0,0.0716962217314419,0,0,0,0.0976181182930962,0,0.0573790065113568,-0.0497185979936242,0,0,0,0,0,0.0522200712848387,0,0,0,0,0,0,0,0.041192605150995,-0.0119536446979552,0,0,0,0,0,0,0,0,0,0,0,0,0.187532723883827,0,0,0,0,0,-0.00557738053092002,0,0,0,0,-0.0279815186208366,0,0
X600011.SH,0,0,0,0,0,0.119487531100272,0,0,0,0,0,0,0.0502301541079834,0.0547655075038263,0,0.298265213992076,0.0734905666641447,0,0,0,-0.0946474022753524,0,0.0547144374866699,0,0,0,0,0,0,0,0.174886509274952,-0.0323689709742948,0,0,0,0,0,0,0,0,0,0,-0.0619915951917785,0,0,0,0,0,0,0,0.0172965686893262,-0.0288181196370602,0,0,0,0,0,0
X600019.SH,0,0,0.12235427833841,0.0257328721592382,0,0,0.043963310000367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0992921312169553,0.130672922694406,0.222670479690342,0,0,0.0440717285427083,0,-0.109685527194568,0,-0.00484821085786819,0,0,0,0,0,0,0.0386891725372309,0,-0.00740232854640057,0.0605344600957647,0,0.131613474333407,0.161503471728183,0,0,0,-0.00606096525774328,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0.0185001042959317,0,0,0.1196078812378,0,0.140663775253469,0,0,0,0.0197577263766059,0.0892774982162859,0.0996836715482018,0,0,0.0877929915289483,0,0,0,0,0,0,0,0,0.243474213277581,0,0,0.145054963887447,0,0,0,0.0179913360278706,0,0,0,-0.0201265932216256,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.00376921235728363,-0.013126553167458,0,0,0,0,0,0
X601991.SH,0,0,0,0,0.0127224575968416,0,0,0,0,0,0,0,0,0,0,0.0913193379572348,0,0,0,0.0253480625838832,0,0,0.0554085540917094,0,0,0,0.103894227281805,0,0.0628946378223411,0,0,0,0,0,0,0,0.0600816151111014,0,0,0,0,0,0.175527204842839,0,0,0,0,0,0,0,0.0175296732607338,-0.0396029721450489,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0972773127275526,0,0,0,0,0,0,0,0.0569553719817653,0,0,0,0.0994650848354045,0.0508882567456921,0,0,0,0,0,0,0.0083405321721456,0.164268173681656,0,0,0,0,0.0585652295107912,0,0,0,0.163075161417145,0,-0.0124165859784373,0.0134572805901557,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.0146629221145553,0,0,0,0,0.332785905286345,0,0,0.0336195865732976,0,0.0685069761636244,0,0,0,0,0,0,0,0.0580399800513334,0,0.103195957654864,0,0,0,0,0.0129313718600105,0,0,0,0,0,0,0.0160342314197916,0,0.050165563283939,0,0,0.074988345392581,0.0874262823658361,0,0.0912425627399946,0.0204281380872237,0.130962740417401,0,-0.0076000630290368,-0.00385792903811356,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0449510025890225,0,0.0802997624725315,0,0,0,0,-0.0341873157527303,0,0.100217826133345,0,0.00190285646670236,0.0781815307248758,0,0,0,0,0,0,0,0.00666196342632343,0.0479547429665854,0,0,0.0412050178612395,0,0,0,0,0,0,0,0,0,0,0,0,0.00400305563389251,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.21147102730887,0,0,0,0,0,0,0,0,0.0423049844567331,0,0,0,0,0,0.147423173173072,0,0,0,0,0,0.181673198325082,0,0,0,0,0,0,0,0,0,0.00665378099091576,0,0.0615372740177403,0,0,0,0.0113918213576103,0,0.0880394824954954,0,0.00877497815676363,-0.03048597861306,0,0,0,0,0,0
X600886.SH,0,0,0,0,0.137058477497424,0,0,0,0,0,0,0,0,0,0.0644942240411438,0,0.0673270467360773,0,-0.0765010980825161,0,-0.0794999762307832,0,0,0,-0.0616667720047433,0,0,0,0,0,0.296312020186896,0,0.202662448698767,0,0.144723488578462,0.14555665850809,0,-0.0140237464767862,0,0,0,0,0,0,0,0,0.0478125509098043,-0.0349223858788997,0,0,-0.009375827585202,0.0339357530668046,0,0,0,-0.0542803665917308,0,0
X600010.SH,0,0,0,0,0,0,0.216075606389146,0,0,0,0,0,-0.188857625196673,0,0,0.330084366848984,0,0,0,0,-0.206212965046554,0,0,0,0,0.0417943540878654,0,0,0,0,0,0.0902693232703946,0.150103698909052,0,0,0,0,0.0381685658930852,0.0338563938710018,0,-0.202588653237975,0,0,0,0,0,0.269794551901299,0,0,0,-0.0160957997025389,0,0,0,0,0,0,0
