,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600019.SH,X600660.SH,X002271.SZ,X002466.SZ,X000708.SZ,X600111.SH,X000301.SZ,X601600.SH,X601898.SH,X600547.SH,X600010.SH,X600362.SH,X600426.SH,X600188.SH,X000786.SZ,X600886.SH,X600011.SH,X600176.SH,X600803.SH,X000408.SZ,X002080.SZ,X300037.SZ,X601991.SH,X600219.SH,X600795.SH,X000932.SZ,X000027.SZ,X002353.SZ,X600489.SH,X002409.SZ,X600352.SH,X600688.SH,X000898.SZ,X000825.SZ,X000807.SZ,X600399.SH,X600549.SH,X000830.SZ,X600315.SH,X000959.SZ,X600801.SH,X600486.SH,X600027.SH,X600157.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,-0.0110757291756472,0,0,0,0,0,0,0,-0.0123429098951438,0,0,0,0,0,0,0.181173299985929,0,0,0,0,0,-0.0240440799796952,0,0,0,0,0,0,0.0408176975013524,0,0,-0.0292463904113777,0,0.12589860325222,0,0,0,-0.0386680276996227,0,0,-0.0477988861625067,0,0,0,0,0,0,0,-0.0116885362241304,0,0,0,0.0458613778033132,0,0
X600028.SH,0.282272701104089,0,0.0421508248954572,0,0,0,0.130712249988322,0,0,-0.01087077196469,0,-0.0502341888334307,0,0,0,0,0,0,0,0.00294187066009552,0,0,0,0,0,0,0,0,0,0,0,0.0147918255584447,0,0,0,0,0,0.112618252411691,0,0,0.0674777134126272,0,0,0.0192582140995529,0,0,0,0,0,0,0,0.028564602823476,0.0392829717035648,0,0,0,-0.0294271367808816,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0.0401215899181685,0,0,0,0,0,0,0,0.204915090874416,0,0,0,0,0,0.0023663552572538,-0.0137233774415469,0,0,0,0,0.0258417557054879,0,0,0,0,0,0,0,0,0.0786642655029797,0,0,0.00364176216968206,-0.0962520570083518,0,0,0,0,0,0,0,0.0146213149169351,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0.013446458698371,0,0.0372539671844159,-0.0382528995645665,0,0.14380885620398,0.00370598189463653,0,0,0,0,0,0.282182863680015,0,6.93889390390723e-18,0,0,0,0,0,0.107991344488203,0,0,0,0,0,0,0,0,0.0558175119369191,0,0,0,0,0,0,0,0.310039322419311,0.0370886277645265,0,0,0.048593468633026,0,0,0,0,-0.00525285848080985,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0,0.506086460647523,0,0,0.00168904028668624,0,0,0,0,0,0,0,0,0,0,0.0531620551009662,0,0,0,0.275964165488878,0,0,0,0,0.00719607460601862,0,0,0.0791382548432033,0,0,0,-0.0699009098211003,0.24025750168573,0,0.0552171247300899,0,0,0,0,-0.108660131304671,0,0,0,0,0,0,0,0,0,0,0
X600585.SH,0,0,0,0.0446146793478504,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0.00209872255659151,0,0,0,0,0,0.0329765018748608,0.00710629707542657,0.122962680653018,0,0,0,0,0,0.0272253970471999,0,0,0,0,0.0196703296718898,0,0,0,0,0,-0.0607222483004382,0,0,0,0,0,0,0,0.559125881495313,0,0,0,0,-0.0218304582173902,0.0437787158361475,0,0,0,0,0,0
X600019.SH,0,0.152458492594055,0,0.152053515537294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0955899025919076,0,0,0,0,0,0,0,0,0,0,0,-0.140201463235633,0,0,0.29098043865888,0.126771470083573,0.00481807204721694,0.104788543479955,0.0459997366620492,0,0,0,0,0,0,0,0,0,0.0300207998908508,0,0,0,-1.73472347597681e-18,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0.164111861005071,0,0.0650214634264361,0,-0.00918137581507638,0,0,0,0,0,0,0,0,0.0500395578801731,0,0.150102725206155,0,0.256672968038733,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.144285026231811,0,0,0,0,0,0,0,0,0,-0.0307065188911879,0,0,0,0,0,0,0
X002271.SZ,0,0,0,0.104350979794523,0,0,0,0.109771067981071,0,-0.0564322274419044,0,0,0,0,-0.00997240528031308,0.101182486151848,0,0.00539884996861506,0,0,0,0,0,0,0,0.0953775214097207,0,0,0,0,0,-0.0920956954200186,0,0,0.0145144956270239,-0.0670314498425751,0,0,0,0,0,0.0527244652380736,0,0,0,0.00387360898080497,0,0.134006356805703,0,0,0,0,-0.0244932720775532,0,0,0,0.0917945994599352,0,0
X002466.SZ,0,0,0,0,0.694533547096068,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,-0.211069838266921,-0.0387596665529498,0.253345027690881,0,-0.0913431842465458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012200652777962,0,0,0.385322672741966,0,0,0,0,0,0,0,0.0319781228021407,0,-0.364851252599299,0.339388830952029,0,0,0,0.209386766877462,0,0
X000708.SZ,0,0,0,0,0,0,0,0.157497504375051,0,0.00985618275134358,0,0,0,0,0,0,0,0.00431700004016371,0.0956852314099005,0,0.0476435598470306,0,0,0,0,-0.0516277331454075,0,0,0,0,0,0.150669146864767,-0.0368126153572809,0,0,0,0,0,0.10970617973587,0,0,0,0,1.38777878078145e-17,0.0519006533049176,0,0,0,0,0,0,-0.0189683006080617,0,0,0,0,0.0705082867733808,0,0
X600111.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17978325579247,0.00282679703226404,0,0,0,0,0,0,0,0,0,0.149276879078633,0,0,0,0,0,0,0,0,0,0,0,0.184071254235998,0,0,0.224486887255191,0,0,0,0,0,0,0,0,-0.0152461445466387,0,0,0,0,-0.00447190588112585,0,0
X000301.SZ,0,0,0,0,0.0246888236012266,0,0,0,0,-0.0942911923774328,-0.144588749214176,0,0,0,0,0,0.286612258671708,0,0,0.0968968233272327,0.107222697925929,0,0,0,0,0,0,0.0134985922617595,0.163969018037494,0,0,0,0,0,0,0.408772155870556,0,0,0,-0.078590575063719,0,0,0,0,0,0,0,0,0,0,0,0,0.124150152466206,0,0,0,0.0807462841572538,0,0
X601600.SH,0,0,0,0.107667617277402,0,0,0,0,-0.0174912024653547,0.05133690299915,0,0,-0.0436862901402478,0,0,0,0.0509008238756382,0.0113903617367732,0.040965177239578,0,0,0.0555895850360251,0,0,0,0,0,0,0,0.152918673266625,0,0,0,0,0,0,0,0,0.0930019813115598,0.132424452000955,0.497750103654252,0,0,0,0,0,0,0,0,0,0,0.0320407761589721,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,-0.171601185468639,0,-0.0109986564349327,0,-0.0206060523875676,0,0,0,0,-0.00552659753942414,0,4.33680868994202e-19,0.294189628944365,0,-0.0822697569990187,0,0,0,0,0,0,0,0,0,0,-0.136905475627644,0.0492725492499224,0,0,0,0,0,0,0.315471217359562,0.0837425044786876,0,0,0,0,0,0.145084616671377,0,0.503775205502232,0,0,-0.00453270715310147,0,0,0,-0.0239638750239863,0,0
X600547.SH,0,0,0,0,-0.0338085708061655,0,0,0,0,0,0,0.00299082177842004,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0.0415849640211957,0,0,0,0,0,0,0.145830737900881,0.0450288803009485,0.27401719377205,0,0,0,0,0.0770747266525252,0,0.0734003982065336,0,0,0,0,0,0.00900102390713129,0,0,0,0,-0.0420898896053017,0,0,0,-0.174911519842747,0,0
X600010.SH,0,0,0,0,0,0,0.118016256182489,0,0,0,0,0.110426134848611,0,0,0.0321565243501158,0,0,0,0,0.0736943390856466,0,0,0,0,0,0,0,0,0,0.135128396414055,0,0,0.0811050343504288,0,0,0,0,0,0.125517178607626,0,0,0,0,0,0,0.239156799382414,0,0.118152644863637,0,0,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0,0,0,0.0489522694627017,0,0,0,0.2587647589246,0,0,0,0,0.0411766189251952,0,0,0,0,0,0,0,0.00540538136366649,0,0,0,0,0,0,0,0.0618013981374704,0,0,0,0.0890476454418414,0,0.21897266332734,-1.0842021724855e-19,0,0,0,0,0,0,0,0.0768224209910144,0,-0.0701015766206106,-0.0246734742811008,0,0,0,-0.222353758766286,0,0
X600426.SH,0,0,0,0,0,0,0,0,0.050086800402126,0,0,0,0,0,0,0,0,0.0496814782764155,0,0.111494765918793,0.0230151510170545,0,0,0.0846100742959643,0,0,0,0,0,0,0,0,0,0,0,0.147352390349806,0,0,0.0393920380094719,0,0,0.0429264627126628,0,0,0,0.0165594891282578,0,0,0,0,0,0,0,0,0,0,-0.00582292030682106,0,0
X600188.SH,0,0,0.200037862113768,0,-0.220342506013501,0,0,0,0,0,0,0,0,0.0426360504638965,0.522940991120481,0,0,0.031881284511529,0,0,0,0,0,0,0,0,0,-0.125599666576294,0,0,0,0.174630722051339,0,0,0.325563541040877,0,0.0711389123532233,0,0,0,0,0.123670308213611,0,0,0,0,0,0,0,0,0,0,-0.116648563511324,0,0,0,0,0,0
X000786.SZ,0,0,0,0.0734378134415199,0,0,0,0,0,-0.0484366804054782,0.179906136011011,0,0,0.0155847923676525,0,0,0,0,0,0,0,0,0,0.246007707563406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0246235141986716,0,0,0,0.0510515856707783,0,0,0,0,0,0,-0.0748072981355155,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0239473553430122,0,0,0,0,0,0.0503287377990638,0.0399679931851074,0.0413426713534992,0,0,0.176929522639306,0,-0.094330413866453,0,0,0,0,0,0.00605332919211027,0.0743296738436767,0,0.0290187268303118,0,0,0,0,0,-0.0588721042652591,0.00481246637187513,0,0,0,0,0,0.0123919251391357,0,0,0,0.0618236961656023,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.0246868426238082,0,0,0,0.0261282340183132,0,0,0,-0.0442636848346175,0,0,-0.0328900192417498,0,0,0,0,-0.0202695392421833,0,0.010174442417822,0.178124330707801,0,0.0253770404760402,0.0141459362064435,0.0577169578156641,0,0,0,0,0,0,0,0,0,0,0,0.0668437792372217,1.73472347597681e-18,0,0,0,0.00810319275929441,0,0.0133940499012521,0.0179890733200686,0,0,0,-0.035310639243142,0,0
