,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X601898.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600010.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X601992.SH,X600309.SH,X600688.SH,X600583.SH,X000898.SZ,X601158.SH,X000709.SZ,X000792.SZ,X000883.SZ,X000539.SZ,X600489.SH,X600808.SH,X000629.SZ,X600352.SH,X000825.SZ,X000630.SZ,X000027.SZ,X000831.SZ,X002353.SZ,X600578.SH,X600547.SH,X600549.SH,X601699.SH,X600863.SH,X600307.SH,X600008.SH,X000983.SZ,X600660.SH,X600098.SH,X600315.SH,X000937.SZ,X601168.SH,X000959.SZ,X600348.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.600747389356811,0.0299154891179161,0,0,0,0,0,0,0,0,0,0.0322161284613182,0,0,0,0.0929325073867477,0,0,0,0,0,0,0,0,0,0,0,0,-0.113287040316925,0,0.0300765638733835,0,0,0,0,0,0,0,0,-0.00881533343832211,0,0.0152744538954332,0,0,0,0.0594586854436922,0,0,0,0,-0.036041907105882,-0.000147341706021496,0.00840632661840487,0,0,0,0,0
X600028.SH,0.553315358134543,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.026504576611183,0,0.000364700428676652,0,0,0,0,0,0.381550569227761,0,0,0,0,0,-0.039523208304409,0,0,0,0,0,-0.00638630050716786,0.0424738187431742,0,0,0.066200946070287,0,0,0,0,-0.0663112490534254,0,0.0130111426476796,0,0,0,0,0,0,0,0,0,-0.020989453985142,0.00168914020151311,0,0,0,0,0,0
X601088.SH,0,0.0750761630567947,0,0,0,0.0189075385388722,0,0,0,0,0,0,0.20402762980706,0.0371987895600483,0,0,0.139746938024289,0,0,0,0,-0.0240204627225836,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148579133366728,0,0,0,0,0,0,0.102161176190724,0,0,0,0,0,0,0,0,-0.023471353221001,-0.00914157568048822,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.152025498818952,0,0.139774119664621,0,0,0.135906565274732,0,0.143449461389888,0,0,0.0833007603456363,0,0,0,0,0,0,0,0,-0.176584750221792,0,0,0,0,0,0,0,0.0630382202009346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0754804171341847,0,0,0,0.00388474222615067,0,0,0,0,0,0
X600585.SH,-0.00451338731820028,0,0,0,0,0,0,0,0,0,0,0.0763387604019175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00978326940442619,0,0,0,0,0,0,0,0.0691482232012206,0,0,0,0,0,0.0494794731245663,0,0.00577793834926539,0,0.0855633782276366,-0.0697165498317499,0,0,-0.0560136424293752,0,0,0,0,0,0,0
X600019.SH,0,0,0.0963522686120552,0.0675893188216125,0,0,0,0,0,0,0.0427519352960964,0,0,0,0,0.0996847008007112,0,0,0,0,0.371206812210894,0,0.157798057043825,0,0,0,0,0,0,0,-0.016349335608152,0,0.109585576527991,0,0,0,0,0,0,0,0,0,0,0,-0.0651204731145779,0,0,0,0,0,0,-0.00116284823063768,0,-0.062890371819886,0,0,0,0,0
X601898.SH,0,0,0.0897977578382162,0,0,0,0,0.0681700467919585,0,0.204644747998399,0,-4.33680868994202e-19,0.012356545788889,0,0,0,0.0347204527421192,0,0,0,0,0,0,0,-0.0119332026948416,0,0,0.0545617663711875,0,0,0,0.024716202601094,-0.0191524038253084,0.112519555006158,0,0,0,0,0.041500113280054,0,0,0,0.293688644618397,0,0,0,0,0,0,0,0,-0.0157309071876167,-0.027152394653088,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,1.73472347597681e-18,0.140567546566467,0,0,0.020589410572249,0,0,0.135764892274926,0,0.0066844968818473,0.140632225688892,0.0983998100227566,0,0,0,0,0.0147786659610919,0,0,0,0.0628731976074674,0,0,0,0,0,0,0.0586708237935314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213058562227026,-0.0224035346010677,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0.00143933126019776,0,0,0.173929851933699,0,0,0,0,0.174546250747807,0,0.0550140861378656,0,0,0,0,0.0719636573783238,0,-0.0219552543332462,0,0.0552189281248416,0,0,0,0,0,0,0,0.118481549685077,0,0,0,0,0.00893964899577579,0,0,0,0.0381073737832331,-0.000351519688609203,0,0,0,0,0,0,0,-0.00689422251046596,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0.167751476541122,0.322000695914388,0,0,0,0.0158758754375889,0,0.337086042583183,0,0.00554435472196265,0,0,0,0,0.0557737009147247,0,0,0,-0.00370256453577839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0515087754271218,0,0,0,0.00834669746924667,-0.00605822496406779,0,0,0,0,0,0
X600886.SH,0,0,0.254565945018347,0.229189607509108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0676439656564934,0,0,0,0,0,0,0.0199724565204014,-0.0114791176430785,0,0,0.0312701891207726,0,0.0664369943202468,-0.0985229971001079,0,0,0.250182546730942,0,0,0,0.156551395566121,0,0,0,0,0,0,0,0,0.0152041196071913,0,0,0,0,0,0
X600010.SH,0,0,0,0,0.227918343573664,0,0,0,0,0,-0.151506927123325,0,0,0,0,0.185341068311174,0,0,0,0,0.024169638136491,0.0944560250123009,0.372333318910846,0.250675195845615,-0.162300550823016,0,0,0,0,0,0.0339177960023993,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110246188460983,0,0,0,0,0,0,0.00311090008912032,0.00642676388142804,0,0,0,0,0,0
X600188.SH,0.377763603343506,0,0,0,0,0,0.0133068271044271,0,0,0,0,0,0,0,0.142226264430513,0,0,0,0.197000107192125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0183985556116302,0,0,0,0.186951927059487,0,0.0556186823617352,0,0,0.0450362565761754,0,0,-0.103616084475746,0,0.304123810577618,0,0,0,0,-0.0231034647165218,0,0,0,0,0,0,0
X600362.SH,-6.93889390390723e-18,0.00165561875501366,0,0,0,0,0.0912493534170297,0,0,0.0368407401166116,0,0,0,0,0,0,0.0947403798237941,0,0,0,0,-0.0712515361927986,0,0,-0.0416371113348575,0,0,0.0819103169938665,0,0,0,0.265168075428169,0,0.125858743871799,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.206475616111341,0,0,0,0,-0.00574530306591403,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0252195456846172,0.0408292639359146,0,0,0,0.082201651108201,0,0,0,0,0,0,0,0,0,0,0,0.0359328494562242,0,0.0568375266349821,0,0.00144360638935301,0,0.0286643218904041,0,0,0.292928955297848,0,0,0,0.0153604988285386,0,0,8.67361737988404e-19,0.0571332732497639,0,0,0,0,0,-0.014740412533242,-0.00934755770471385,0,0,0,0,0,0
