,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600585.SH,X600019.SH,X600010.SH,X601898.SH,X601600.SH,X601991.SH,X600795.SH,X600886.SH,X600362.SH,X600111.SH,X600188.SH,X600688.SH,X600027.SH,X600309.SH,X601992.SH,X600583.SH,X000792.SZ,X600157.SH,X601158.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X002353.SZ,X600489.SH,X000630.SZ,X000831.SZ,X000539.SZ,X600660.SH,X600219.SH,X600008.SH,X002470.SZ,X000027.SZ,X000825.SZ,X600808.SH,X600315.SH,X600098.SH,X000629.SZ,X600549.SH,X600021.SH,X600578.SH,X600307.SH,X000960.SZ,X601699.SH,X000983.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.561764542887296,0,0,0,0,0,0,0.043827050904292,0,0,0.146966096452071,0,0,0.140620062701178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0706567602117096,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223770271413965,0,0,0,0,0,0,0.0166471638445873,0.00525292304647469,0,0,0,0,0,0
X600028.SH,0.263704969409298,0,0,0.0300670491881848,0,0,0,0,0.111263613766621,0,0,0,0,0,0,0.352920831456334,0,0,0,0,0,0,0,0,-0.00976415800830777,0,0,-0.0118257958518466,0,0,0,0,0,0,0,0,0.0632389945418085,0,0,0,0.0515979253795393,0,0,0,0,0,0,0,0,0,-0.0666910864220918,-0.00938328850740711,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0.0899777408784485,0,0.141863580144489,1.73472347597681e-18,0,0,0,0,0,0.189918469703001,0,0,0.0391910432864312,0,0,0,0,0,0,0,0,0,0,0,0.0627404180010089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.387451586307947,0,0.00490124411681176,0,0,0,0,0,0,0
X600011.SH,0.0323905854643835,0,0,0,0,0,0.229755830837829,0,0.00850080382062507,0.149599112450766,0.129698144418175,0.145322934389234,0,0,0.125971596794467,0,0.0760792521964825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0819139625301104,0,0,0,0,0,0,0,0,0,0,0,0,0.00352019829708155,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0.0747448005017106,0.0905886810538552,0,0,0,0.0883350990345579,0,0,0,0,0,0,0,0,0,0,0.0496774904652802,0,0.0349553739576968,6.93889390390723e-18,0.0145326990539611,0,0.0472348150704742,0,0,0,0.248851866053867,0,0,0,0,0,0,0.158013550758258,0,0,0,0.00466889442236481,0,0,0,0,0,0
X600019.SH,0,0.0593129165054608,0,0,0,0,0.00308194923751474,0,0,0,0,0.145462952985862,0,0,0,0.107346125422576,0.0339678339587928,0,0,0,0,0,0,0.355455113429355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0.000276424141429594,0,0,0,0,0,0
X600010.SH,0,0,0,0.0973235832276375,0,0,0,0,0,0,0,0,0,0,0.0805300927437341,0,0,0,0,0,0,0,0,0.536270813346881,-0.0676007468206129,0,0,0.0564538173400603,0,0,0.153793536292957,0,0,0,0,0,0,0.153609590813013,0,0.259058835626922,0,0,0.0125303447226939,-0.0889125078545872,0,0,0,0,0,0,0.0520467139043368,-0.00638654270303061,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0770799517701879,0.15000186561819,0,0,0,0,0,0,0,0.0219605706224725,0,0.0211639635404997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0388680311021527,0,0.0223547340462162,0,0,0,0,0,0,0,0.0228741628122151,0.0680737736833346,0,0,0.446552417898358,0,0,0,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.117198812235724,0,0.177071155014492,0,0,0,0,0.15901508175358,0,0.00114298977395601,0,0,0,0,0.34048913544954,0,0,0,0,0.0180386074284726,0,0,0,0,0,0,0,0,0,0,0,0.00872034508265963,0,0,0,0,0,0,0,0,0,0,-4.86145392926112e-05,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0.409331084244744,0,0,0,0,0,0,0,0.0539106604145605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093187766653352,0,0,0.103212163980567,0,0,0,0,0,0,0.120882110451046,0,-2.16840434497101e-19,0,0,0,0,0,-0.0201418090238398,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.282765372805235,0.270599514011552,0,0.120851622859239,0,0,0,0,0.0844522666058701,0.0327825269287275,0,0,0,0,0,0,0,0,0.0067339332492062,0,0,0,0,0.0655423285838568,0,2.16840434497101e-19,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0.0602467185246781,0,0,0,0,0,0,0,-0.0116159991993573,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0.149347150064017,0.0259466375498644,0,0,0,0,0,0,0.255639913792989,0.037110397606752,0,0,0,0,0,0.120967757941385,0,0,0,0,0,0,0,0.133216152504259,0,0.0501540278943407,0,0,0,0.020179758544394,0,0,0.00797956219148361,0,0,0,0,0,0,0,0,0,0,-0.0210139018781282,0,0,0,0,0,0
X600362.SH,0,0.0572808123847137,0,0.0519290892274154,0,0,0.0196523522453299,0,0,0,0,0,0,0,0,0.0617805858763507,0,0,0.155163026502846,0.0226160099870315,0,0,0,0,0,0,0,0,0,0.100623939675659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187418960627414,0,0,-0.00790173326906367,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0,0.123147780786666,0,0,0,0,0,0,0,0,0.153208714629289,0.149054245085748,0,0,0,0,0,0,0,0,0,0,0.0334953916547625,0.0727590097687788,0,0,0,0,0,0,0,0,8.69077337379033e-05,0,0,0.175327685962733,0.0965755247652327,0,0,0.0230979909415911,0,0,0,0.0720720431559122,0.0326126543637085,0,0,0,0,0,0
X600188.SH,0.172771902253662,0,0.0105034379498111,0,0,0,0,0,0,0,0,0,0,0.054445056576155,0,0,0,0,0.022093965125113,0,0,0,0,0,0,0,0,0,0,0.262466335576652,0,0,0,0,0.193117330885223,0,0,0,0,0,0,0,0,0,0,0,0,0.126506941953976,0.295128920362804,0,-0.0346025718248452,0.0052123286476335,0,0,0,0,0,0
X600688.SH,0.125792235240835,0.42378082489356,0,0,0.0317296106178524,0,0,0,-0.155548431374113,0,0,0,0,0.0158860317021659,0,0,0,-0.0890467603215912,0,0.159652690414889,0,0,0,0,0,0,0,0,0,0,0,0,0.0776377839783499,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.181985845807781,0,0.112908693478346,0,0,0,0,-0.0827522519740985,-0.0326849170927435,0,0,0,0,0,0
X600027.SH,0,0,0,0.133283737715194,0,0,0,0,0,0.105310376703133,0.348787831774463,0,0,0,0,0.0431696987724714,0,0,-0.0356070813707758,0,0,0,0.0511551292394608,0,0.0119270152283499,0,0,0.0445853776640844,0,0,0.0373548228910047,0,0,0,0,0,0,0,0,0,0.085926888463642,0,0.0849249088030965,0.0876530400729481,0,0,0,0,0,0,0.0201888482403327,-0.0106619206564952,-0.210640578437129,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0252922431726369,0,0.155178947854005,0.159576864949305,0,0,0.126660842863197,0,0,0,0,0.0581363413560881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0725388675781355,0,0,0,0,0.0229303981437306,0,0,0.130835665145306,0,0,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0,0.0629324642387817,0,0.0219099791754181,0,0,0,0,0,0,0,0,0,0,0.0662836893981285,0,0,0,0.0657057669586687,0,0,0.051457746386145,0.0307958993400983,0,0,0,0,0,0.0159442182550985,0,0,0,0,-4.33680868994202e-19,0,0,0.373328876362379,0,0,0,0,0.00716585037673024,0,0,0,0,0.0556171919352364,0,0,0,0,0,0
X600583.SH,0,0,0,0,0.0130569202269623,0,0.054661056709361,0.135557754235744,0.224038746770876,0.0558509501524946,0,0,0,0,0,0.102165053492836,0,0.0923236695661918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0481043505958962,0.0127269522295338,0,0,-1.0842021724855e-19,0,0,0.0602253068802722,0,0,0,0,0.026299279744569,0,0,0,0,0,-0.00540680517664467,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0.0992189461517755,0,-0.0734557800025323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0739751126835048,0,0,0,0,0,0,0,0,0,0,0,0.048628819566035,0,0,0,0.0641103536055976,0.174378662833631,0,0.0968390607700977,0,0.0812746815138213,0,0,0,0,0.0274076382618383,0.00536729329381947,0,0,0,0,0,0
X600157.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0553773613413282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00987605505351064,0,0,0.00759551020127712,0.194209313310591,0.0381598642061285,0.125069032445762,0,0.0357353995525167,0,0,0,0,0,0,0,0,0,0.267676451940246,0,-0.042035518657951,0.00752596009909181,0.117869450845795,0,0,-0.0319155713752421,0,0
X601158.SH,0,0,0,0,-0.10160758433347,-0.0485685434005141,0,0,0,0,0.1289677090338,0,0,0,0.0162281541789898,0,0.148194920869151,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.0916700868286772,0,0,0,0,0.0478901082206681,0,0.617654376793292,0.031674590665155,0,0,0,0,-0.0447593016503899,0,0,0,0,0,0,0,0,0,-0.0156411389480237,0.03076678595983,0,0,0,0,0,0
X000898.SZ,0.125835564026445,0,0.0596386259775659,0.0238231651253961,0,0.0877659581073917,0.0191942111737227,0,0.0723179298905369,0,0,0,0,0,0.0254806452667748,0,0,0,0,0,0,0,0,0,0,0.205984204979381,0,0,0,0,0,0,0,0,0,0,0,0.222258777917611,0.0638857841988944,0,0,0,0,0,0,0,0,0,0,0,0,0.0105733752687049,0,0,0,0,0,0
X600352.SH,0,0,0,0,0,-0.048230521706978,0,0,0,0,0,0,0,0.25713278052575,0,0,0.02467027337315,0.0606085996887844,0.0551084984460461,0,0.206324498855778,0,0,0,0,0,0.0697049699178561,0.291971174416492,0,0,0,0,0,0,-0.0252707049752952,0,0,0,-0.0962567932315516,0.270811266538248,0,0,0,-0.202795338930835,0,0,0,0,0,0,0.0711261509555393,-0.0101589046700238,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0193121446632706,0,0,0.309091015568134,0,0,0,0,0,0,0,0,0,0,0.00533782083009757,0,0,0.125077983310464,0.107916309750284,0,0.175063433556959,0,0.0608750680875896,0,0.148858553394226,0,0,0,0,0,0.0205676316138336,0.000258883299060288,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0573913313776031,0,0.0326737620479509,0,0.10905855998608,0,0,0,0,0,0.0637763324766082,0,0,0,0.696513064522927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322210848125263,0,0,0,0,0,0,-0.0146690374834426,-0.00349674312733276,0,0,0,0,0,0
X002353.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.045459842799767,0,0.0443700871451018,0,0.123979052693619,0,0.0846527506053839,0,0,0,0.0862444065587207,0,0,0,0.165823877979237,0.0984129328065372,0,0,0,0,0.0585811420869247,0,0,0,0,0,0,0,0,0,0.0435037743746391,0.0100891483838374,-0.0249357821705102,0,0,0,0,0
X600489.SH,0,0,0,0,0,0,0,0,0.161385599738996,0,0.0828137749901547,0,0.0724715866808694,0,0,0,0,0,0,0,0,0,0,0,0,0.0134152804955213,0.496644355424044,0,0,0,0,0.0527911169776565,0,0,0,0,0,0,0.0214635947560905,0,0,0,0,0,0,0,0,0,0,0,0,0.00147673584405703,0,0,0,0,0,0
X000630.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.394509059611873,-1.38777878078145e-17,0.338075174939262,0,0,0,0,0,0,0,0,0,-0.0161008493485451,0,0,0,0,0,0.182062622803893,0,0,0,-0.0169197085002185,-0.0261285219321473,0,0,0,0,0,0,0,0,1.38777878078145e-17,0.167872484785354,0,0,0,0,0.0210502333737176,0.00135764492096781,0,0,0,-0.238544029251207,0,0
X000831.SZ,0.0527173188496516,0,0,0,0,0,0.234498955476458,0.150081660359621,0,0,0,0,0,0,0,0,0,0.101439891778784,0,0,0,0,0,0,0.175543948650714,0,0,0.0680010737649435,0,0,0,0,-0.521298496716618,0,0,0,0,0,0,0,0,0,0,0.321337219219476,0,0,0,0,0,0,0,-0.00175851979981571,0,0,0,0,0,0
X000539.SZ,0,0.107274953461734,0,0.0129986958694654,0,0.0115334338083368,0,0,0,0,0,0,0,0,0,0,0,0.110949994425254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241487748994167,0,0.235366103825369,0,0,0,0,0.0939895320767426,0,0.00192479681960041,0,0,0,0,0,0.00529601434444193,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069623337197395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158593003662552,0,0,0,0,0.117831252843901,0,0.105189133752756,0,0,0,0,0,0,0,0,0,0,0,0,0.024354348753347,0,0,0,0,0,0
X600219.SH,0.142308496593133,0,0,0,0,0,0,0,0.0672889080768431,0.117819450958102,0,0.0414732136166054,0.0560876915080525,0,0,0,0,0,0.110421201204502,0,0,0.101659434029837,0.184579902914455,0,-0.087072437182171,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0.10670117625214,0,0,0,0.134026442172145,0,0,0,0,0,0,0,-0.101946733761238,-0.0110031073681453,0,0,0,0,0,0
X600008.SH,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.158431382977218,0.178650010544016,0,0,6.93889390390723e-18,0,0,0.0828390876105321,0.327043708295994,0,0,0.0909946647270491,-0.0382679894444063,0.093929189123036,0,0,0,0,0,0.0136801224331189,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.00208821907329154,0,0,0,-0.0789849864403044,-0.0294143695519138,0,0,0,0,0,0
X002470.SZ,-0.0152102132542458,0,0,0,0,0,0,0,0,0,0,-0.0784115165079962,0,0,0,-0.127737981775985,0,0,0,0.167175050250375,0,0,0,0,-0.0411206151870129,0,0,0.284855698408704,0,0,0,-0.0161897603668382,0,0,0,0,0,0,0,0,0,0.172392922735278,0,0.0384601618697212,0,0,0,0,0,0,0,-0.00121467165956982,0,-0.0792235591019426,0,0,0,0
X000027.SZ,0.027730196231002,0,0,0,0,0,0.0621378005747042,0,0,0,0,0,0,0,0,0.0431970018344489,0,0,0,0,0,0.0339984739769089,0,0,0,0,0,0,0,0,0,0,0,0.0402253174229415,0.112866511535364,0.107025583439626,0,0.155828284659642,0,0,0.151816421077834,0.0643283818124057,0,0.00576680111666382,0.122154924756798,0,0,0,0.0204712483255421,0,0.0362590487000669,0.0355154325678622,0,0,0,0,0,0
