,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X002460.SZ,X600585.SH,X600111.SH,X002466.SZ,X000792.SZ,X600019.SH,X600010.SH,X600660.SH,X600188.SH,X000877.SZ,X000301.SZ,X002271.SZ,X000708.SZ,X600011.SH,X601600.SH,X600547.SH,X600362.SH,X601898.SH,X600886.SH,X600176.SH,X600426.SH,X002080.SZ,X000723.SZ,X600803.SH,X600219.SH,X000408.SZ,X300073.SZ,X600688.SH,X002326.SZ,X300037.SZ,X601991.SH,X600516.SH,X000786.SZ,X600399.SH,X600795.SH,X000831.SZ,X600141.SH,X600096.SH,X600352.SH,X600489.SH,X000825.SZ,X000155.SZ,X600486.SH,X600157.SH,X600295.SH,X000959.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.174308618175645,0,0,0,0,0,0,0,0,0,0,0.0629946366768491,0,0.022298226189181,0,0,0,0,0,0,0,0,0,0.0932476767551902,0,0,0,0,0.0275697049370284,0,0.116773825993933,0,0,0,0.0278451204484246,0,0,0,0,0,0.0513357376850058,0,0,0,0.0286014851835106,0,0,0.0452394956819974,0,0,-0.0156705585639283,0,0,0,0,-0.0907835698358007,0,0
X600028.SH,0.114248282579172,0,0,0,0,0,0,0,0,0.143865679888424,0,0,0.0955854387594449,0,0,0,0,0.0204764662976239,0,0,0,0,0,0,0,0,0,0.0209523481368272,0,0,-0.0170897485252217,0.106504144031105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414441088773866,0.0838217771864526,0,0,0,-0.0103190175824038,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.194639553633126,0,0,0,0.135034050993304,0.0441948075054318,0,0,0,0.406409696500479,0.0869035585467357,0,0,0,0.0035953937672708,0.00960061048943164,0.0269917534572454,-0.0392014243827951,0,0,-0.0256518587401975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116630946290047,0,0,0,0.00898887271539237,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0.0424867421484352,0,0,0,0,0,0,0.0298068841971969,0,-0.0248690889613336,0.0591392625458009,0,0,0,0,0,0.151616779476779,0.0924916451797522,0,0,0,0,0,0,-0.0739983868208225,0,0,0,0,0,0,0,-0.0913656178882549,0.0140372029507044,0,0,0,0,0,0,-0.033391621625798,0,0,0,0.0326547263773844,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0.542449020187417,0,0,0,0.255573620603009,-0.107460612731758,-0.0125800630588374,0,0,0,-0.0383140678949361,0,0,0,0,0,0,0,0,0,0,0,0.0406358398842426,0,0,0,0.0345371953767298,0,0,0,0.0352585586653006,0,0,0.0836044846621262,0.0761770460224107,0,0,0,0,0,0,0,0,0,0,0.0141101925114661,0,0,0,0,0,0
X600585.SH,-0.0428561442815231,0,0,0,-0.0330353413230064,0,0,0,0,0,0,0,0.104386418822883,0.425661072983775,0,0.201405983567208,0,-0.0720546466833748,0,0,0,0,0.130198057651507,0.0182255861052592,0,-1.73472347597681e-18,0,0,0,0.0648164953222122,0,0,0,0,0,0,0.0813129419429045,0,0,-0.0214938386158156,-0.139639038782805,0,0,0,0,0.0930175212802805,0,0,0,0.00236667117822983,0,-0.00672748642591834,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0,0,0.158541456834914,0,0,0.407818946130929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16489450058392,0.0368553371939916,0,0.053012596918812,0,0,0,0,0.198741798572674,0,0.104709203523227,0,-0.0653930338875002,0,0,0,0,0,0,-0.116170941100705,0,0,0,0.0243273097515491,0,0,0,-0.0460490806117192,0,0
X002466.SZ,0,0,0,0,0.490676747926842,0,0.0337929205834344,0,0,0,0.112277615885897,0,0,0,0.0741922104057409,0,0,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0.0144375256237753,0,0.0188766428519636,0.169903019066984,0,0,0,0,1.0842021724855e-19,0,0,0,0,0.0365428729983386,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,-0.00571514879278343,0,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0.0252855605935092,0,0,0.025190028830711,0,0,0.143658567568677,0,0,0,0,0,0,0,-0.158592691895627,0,0,0,0,0,0,0,0,0,0,0,0,0.304509100889921,0,0.00369658542780398,0,0.0699511965248399,0,0,0,0.0814738016597268,-0.0654826227939471,0.0211191466517157,0,0,-0.0923840263159796,0.332944090687438,0,0,0,0,0,-0.0297392658374093,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0.0664745919262382,0,0,0.133606268832433,0,0,0.181829271786027,0,0,0,0.105002988424346,0,0,0,0,0,3.46944695195361e-18,0,0,0.0729601440142992,0,-0.0110647299245907,0,0,0,0.0662618569875862,0,0,0,0,0,-0.000935165479521572,-6.93889390390723e-18,0,0.273135180419325,0,0,0.0181339053054533,0,0,0,0.00359185094171304,0,0,0,0,0,0,0
