,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600309.SH,X600011.SH,X600010.SH,X601600.SH,X601898.SH,X600547.SH,X601991.SH,X600660.SH,X600688.SH,X600886.SH,X600362.SH,X600795.SH,X600188.SH,X601992.SH,X002466.SZ,X600027.SH,X600111.SH,X000898.SZ,X600516.SH,X002460.SZ,X600176.SH,X600352.SH,X000709.SZ,X000786.SZ,X600299.SH,X600219.SH,X000629.SZ,X002271.SZ,X600808.SH,X600801.SH,X000825.SZ,X601158.SH,X600489.SH,X600339.SH,X000723.SZ,X000553.SZ,X600157.SH,X000630.SZ,X002110.SZ,X000883.SZ,X600583.SH,X600985.SH,X002470.SZ,X000990.SZ,X300072.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.0246527346584328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712185383763797,0,0.0575017448798803,0.0112802511392291,0,0.0457925323950693,0,0.066749534748444,0.0851990961797506,0,0.0529724005556142,0,0,-1.0842021724855e-19,0.00178691526875304,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.419731466973777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0546649933264419,0,0,0.306062241370844,0,0,0,0,0,0.000108044529411732,0.0108915572010095,0,0,0,0,0,0,0.0952069697192943,0,0,-1.73472347597681e-18,0,0.0429486458791546,0.00505565030821277,0,0.103423124008225,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0.0309979642314522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151892351790132,0,0,0.000609714140323764,0.0390092870357847,0,0,0.0497575399501428,0,0,0.0841108071820152,0,0,0.0446867211918871,0.0933464479683024,0,0,0,0,0,0,0,0,0,0,0,-0.0036019110033376,0.0330268304218173,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0652941716347775,0,0,0,0,0,0,0,0,0,0,0,0,0.075862578706523,-0.050172580047991,-0.0227804733155283,0,0,0,0,0,0,0,0.0036072888697772,-0.0203291708736097,0,0,0.0545578962505999,0,0.44988013743478,0,0,0,0,0,0,0,-0.0299762169689571,0.00209211788043931,0,0,0,0,0,-0.0522619398884341,0,-0.00588443960645691,0.0150019076274739,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.0404849627901308,0,0,0.075611967700795,0,0,0,0,0,0,0,0,0,0,0,0,0.105057105884982,0,-8.67361737988404e-19,0,0.0862611507032228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0569620812652586,0,0.241614606423514,0,0,0,0,0,0,0,0.00216518719700203,0.00744100820540948,0,0,0,0,0,0
X600309.SH,0,0,0,0.159129526068292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0976800034755661,0,0,0.172509894446126,0,0,0,4.33680868994202e-19,0.12149332979775,0.152756355777251,0,0.0770258094125358,0,0,0,0,0.130647168324644,0,0,0,0.10736808599584,0,0.0477522275681277,0,0,0.0876366619914727,0,0,-0.021969531735742,0.0535794060120019,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0.0450550222168042,0,0,0,0,0,0,0,0,0,0,0.510559722086398,0,0,0,0.654693660489922,0,0,-0.226204967700192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00184034939434902,0.0263443897558135,0,0,0,-0.0211359605413636,-0.167836833373309,0,0,0,0.0265386561404453,-0.00410622018049753,0,0.00564909920543062,0.00868929851183442,0,0,0,0,4.33680868994202e-19,0
X600010.SH,0,0.0373961221981874,0,0,0,0,0,0,0,0,0,0,0.087803204132032,0,0,0,0,0,0,0,0.0383752089239701,0.382698977027264,0,0,0,0,0,0,0,0,0.368331638982568,0,0.0250873460432396,0,0,0.0149051040369462,0,0,0,0,0,0,0,0,0,0,0,0,-0.0687784930106521,0.0651846096520168,0,0,-0.00224764231518243,0,0,0,-0.00789245215631893,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.373748242585951,0,0,0,0.0465493400489766,0,0.140434745269254,0,0,0.0430879241859379,0,0,0,0.0315527984231346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040898975737959,0,0,0.0556158572724534,0,0,0.0889091112377792,0,-0.0231316706554937,0,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0.196062898573071,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105527573684424,0,0,-4.33680868994202e-19,0.0273318369509425,0,0,0,0.0417992548206166,0,0,0.0784533923567529,0,0,0,0,0,0,0,0,0.0383479994048193,0,0,0,0,0.0878824918034928,0,0,0.0434386576030292,0,0,0.00976093369905491,0,0,0,0,0,0
