,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X002466.SZ,X002460.SZ,X600585.SH,X600011.SH,X000792.SZ,X601898.SH,X600019.SH,X000301.SZ,X600111.SH,X600660.SH,X600010.SH,X000708.SZ,X600795.SH,X600886.SH,X000877.SZ,X600547.SH,X601991.SH,X601600.SH,X600027.SH,X600426.SH,X002271.SZ,X000983.SZ,X600803.SH,X600362.SH,X600176.SH,X600348.SH,X000408.SZ,X601699.SH,X000629.SZ,X000723.SZ,X600096.SH,X000786.SZ,X600160.SH,X600995.SH,X600985.SH,X600219.SH,X600378.SH,X600157.SH,X002080.SZ,X600141.SH,X600688.SH,X600489.SH,X002353.SZ,X600549.SH,X000933.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.697024966299665,0,0,0,0,0,0,0,0.16633949456566,0.0282563803095548,-0.0454428037482977,0,0,0,0,0,0,0,0,0,0.0259518207101486,0,0,-0.0708339372210614,0.00769344304479726,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0345636920049275,0,0,0,0,0.101369035092195,0,0.0712351776091386,0,0,0,-0.0205215607759736,0.0315760869622799,0,0,0,0,0,0
X601088.SH,0,0,0,0.173266044173417,0.355704240517812,0.0460168544146167,0,0,0,0,0.20224711450172,0,0,-0.108405953977415,0,0,0,0,0,0,0,0,0,0,0,0,0.120539908967587,0,0,0,0.0321172613528992,0,0.0877370159104848,0,0,0,0,0.028239142033897,0,0,0,0,0,0,0,0,0,0,-0.114491055503792,0,0,0,-0.0236525317181288,0,0,0,0,0,0
X600028.SH,0.355942784815855,0,0,0,0,0.0134818634694316,0,0,0,0,0.0547359469371355,0,0,0,0,0,0,0,0,0.0277172915929748,0,0,0.121880874244549,0,0,0,0,0.0680517111721115,0,0,0,0,0,0,0,0,0,0,-0.00788119601499274,0,0,0,0,-0.00383815213871018,0,0,0.0848098020927799,0,-0.0102442800083672,0,0,0.00610003903832823,0.0071519576372832,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0761313697855904,0,0.0173547882699117,0,0,0,0.0226234471433832,-0.0724299656345306,0,0,0,0,0,0.109856681852952,0.0124502451728512,0.0368577090191912,0.103957223345224,0,0,0,0,0.013897574314851,0.0108503065631933,0,0,0,0,0,0,0.00911445544964196,0,0,0,0,0,0
X600188.SH,0,0.643936312889866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0614424202499214,0,0,0.150376798890941,0,0,-0.226437331621818,0.0616597444204893,0,0,-0.0726602037133497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168896371675642,0,0,-0.0604507927806158,0.030930616931079,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0.480272806577174,0,0,0,0,0,0.10455542139155,0,0,0,0,0,0,0.0997741758585246,0,0,0,0,0,0,0,0.0422063194806216,0,0,0,0.209576956707328,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0.276450859850963,-0.12867632984502,0,0,0,-0.0845097162048341,0,0.128284449473778,-0.0110867609722606,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0.387323875674675,0,0,0,0,0,0,0.02286971849783,0,0,0,0,0.153923735051692,0,0,0,0,0,0,0,0,0,-0.189070376880414,0,0,0,0,0,0.0708316966596002,0,0,0,0,-6.93889390390723e-18,0,0,0.0681640774474324,0,0,0,0,0,0.123646705571088,0.0541082497422668,0.0852649149620329,0,0.0740590337631451,-0.0485722695707597,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,-0.0446327310601373,0,0,0.0374922451806113,0,0,0,-0.0569395576716811,0,0,0,0.0542825307413725,0.118449810564418,0,0,0,0,0,0,0,0.0267461139958149,0,0,0,0,0,0,0,0,0,0,0.211813423564177,0,0,0,0,0,0,0.0936151213566653,0,0,0,0,0,0.054742812952349,0,0.0278539727189803,0.0228684017456417,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406226850586768,0,0,0,0,0,0.360519478162862,0,0,0,0,0,0.265343084110333,0,0,-0.149826043794848,0,-0.0258519333941783,0,0,0,-0.145561145894019,0,0,0,0.201955580484825,0,0,0,0,0,-0.124420442181449,0,0,0.12599151618,-0.111472226198948,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0.27042432883006,0,0,0.113171638256429,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141466783133065,0,0.0260125427847768,0,0,-0.033434569417346,0,0,0,0.0899016147909357,0,0,0,0.041997525254773,0.241129219877932,0,0.0301987671256252,0,0,0,0,0,0,0,0,0,0,0.038169352135039,0,0,0.0327104360270242,0,0,0,0,0,0
