,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X601600.SH,X600011.SH,X600886.SH,X600547.SH,X600585.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600489.SH,X600010.SH,X600111.SH,X601699.SH,X600027.SH,X002460.SZ,X000983.SZ,X600160.SH,X600426.SH,X002466.SZ,X000301.SZ,X600803.SH,X601991.SH,X000786.SZ,X000933.SZ,X600985.SH,X000630.SZ,X000877.SZ,X002128.SZ,X000807.SZ,X601168.SH,X600176.SH,X600219.SH,X000408.SZ,X600348.SH,X000883.SZ,X600612.SH,X002271.SZ,X600096.SH,X002353.SZ,X000932.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.416350699024077,0,0,0,0,0.305338025826804,0.0304963706724226,0,0,0,-0.0251613448404609,0,-0.0259377304872067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.103249634095968,0,0,0,0,0,0,0,-0.114083006529695,0,0,0,0,0,0,0,0,0,0,0,0.0942545860927166,-0.00162145645521575,0.00946431775920427,0,0,0,-0.0506530034626859,0,0
X601088.SH,0.0854361908797248,0,0,0,0.128241551495057,0.14774594809878,0,0.142940896712363,0,0,0.00891422543434999,0,0,0,0,0,0,0,0,0,0.0864704366873534,0,0,0,0.00937777810568166,0,0,0,0,0,3.46944695195361e-18,0,0.0155889785184831,0.0311975224696993,0,0,0,0,-0.0239871625539926,0,0,0,0,0,0,0,0,0,0,0,0,-0.00233877756072539,0,0,0,0,0.0419778081933874,0,0
X600028.SH,0.294732508306377,0,0,0,0,0,0,0,0,0,0,0,0,0.0105875818069231,0,0,0.033029258825944,0.0647018908827778,0,0,0.0498043493238583,0,-0.151051093255877,0,0,0,0,0,0,0,-0.100977983683321,0,0,0,0,0,0,0.0767547956858283,0,0,0,0,0,0,0,0,0,0,0.0201603056661992,0,0,0.0195650353248469,-0.00585148705383078,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.229221779413553,0,0.0367803023119696,0,0,0,0,0,0,0,0,0,0,0,0.0358385553796036,0,0,0,0,0,0,0,0,0.0568842502768725,0,0,0.0965104063463498,0,-1.73472347597681e-18,0.0357603766406927,-3.46944695195361e-18,0,0,0.0108298641080994,0.174580970504566,0,0,-0.00351363792609774,0,-0.0768385477270616,0.0799687044842453,0,-0.128492138238822,0,0.0479928319114112,0,0,-0.0447888066693541,-6.93889390390723e-18,0,0,0,0,0,0
X600188.SH,0,0.0479568080220611,0,0,0,0.306754576488659,0,0,0,0,0.131309459708351,0,0,0,0,0,0,0,0,0,0.326970816920596,0,0,0,-0.018540362571601,0,-0.0607300000777885,0,0,0,-0.0664012939383963,0.0484365383777366,0,0,0,0,0,-0.0142594009347826,0,0,0,0,0,0,-0.000175305290532523,0,0,0,0,0,0,0,-0.0152934797640184,0,0,0,0,0,0
X601898.SH,0,0.212692957183821,0,0,0,0,0,0,0.289335564029421,0,0,0.244503959584281,0,0,0,0.0467474374524817,0,0,0.0626680212586199,0,0.0271651588771711,0,0,0,0,0,0,0,0,0,0,0,0.544890840901614,0,0,0,0,0,0.0688258040561415,0,0,0,0,0,-0.0638426111502245,0.0605281554168122,0.0134704513093852,0,0,0,0,0.101577831932979,-0.0501602965707966,0,0,0,0,0,0
X600019.SH,0,0,0,0.0610786239801172,0,0,0,0,0,0,0,0,0.0995683340658829,0,0,0,0,0,-0.0350198194471209,0,0,0.0127639628261534,0,0,0,0,0,0,0.129540479225676,0,0,0,0.0474000920715196,0,0,0,0,0.0273690007802616,0.0526333879666576,0,0,0.0710962226090553,0,0,0,0,0,0.283689509789858,0,0,0,0.0095599348430466,0.0310785813322163,0,0,0,-0.0159184655217481,0,0
X601600.SH,0,0.147544460993816,0,0,0,0,0,0,0,0,-0.0176389583386758,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0174351635376107,0,0,0,0.317332703240593,0,0,0.124788852146989,0,0,0,0,0.23099129359195,0.175812728011485,0.0396563521602818,0,0,0.0243431062833909,0,0.228472637621917,0,0,0,0,0,0,0,0,-0.00562715972218323,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0123667180283942,0.438073089175972,0,0,0,0,0,0,-0.0198752520736243,0.0627814289012337,0,0,0,0,0,0,0,0.274367511899689,-0.0537482333981303,0,0,0,0,0.0485207700949288,0,0,0,0,0,-0.110994455576664,0.0671404700374924,0,-0.0293885507132319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255040646266225,0,0,0,0,0,-0.0301098547418132,0,0.121480767808773,0,0,-0.0386419308870989,0.0435650473092615,-0.0300362233170535,0,0,0,0,-0.103318106512822,0,0.0442399643942988,0,0,0,0.106761554696962,0,0,0,0,0,0,-0.109987033257216,0,0,0,0,0,-0.0955123375831606,-0.0116832137459497,-0.0166061168156269,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38777878078145e-17,0,0.773382649069025,0,0,0,0,0,0,0,0,0.0165218271358978,0,0,0,0,0.0967727746180983,0,0,0,-0.0480105115369038,0.0312108102795034,-0.0176372927202978,0,0,0,0,0,0,-0.000429908108135456,0,0,0,0,0,0,-0.061668531383664,0.0841162979327462,0,0,0,0,0,0
X600585.SH,0,0,0,0.0622638240955591,0,0.124352866636665,0,0.0593306097194423,0,-0.0544943624222833,0.0327607721122751,0,0,4.33680868994202e-19,0,0,0,0,0.0856513967158504,0,0,0,0,0,0,0,0,0,0,0,0.260237740135356,0,0,0,0,0,0,-0.0341266272725664,0.0189676466266534,0,0,0,0,0.017875610779955,0.106580202663336,0,0,0.0524533480809876,0,0,0,0.0258803625764652,-0.0211031897221414,-0.150926621119329,0,0,0.0286692423558584,0,0
X600660.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237548962533303,-0.0535110990049825,0,0,0,0.0653656919492544,0.0895854593431898,0,0,0,0,0,0,0,0,0,0.0491406556110642,0,-4.33680868994202e-19,0.0945220359886591,0,0,0,0,-0.0189385666755946,-0.115618345648399,0,0,0,0,0,0,0.0303307049199811,0,-0.00170009009826909,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.341615551182456,0.154771407482445,0,0,0.0117058264758636,0,0,0,0,0,-0.00269930478893097,0,0,0.267315214538314,0,0,0,0,0,0,0,0.156954992540467,-0.0251067086093696,0.0329908310204117,0,0,0,0,0,0,-0.0439457756239914,0,0,0,0,0,0,0,0,0,0,0,0,0.0289182116532456,-0.00990777737405246,0,0,0,0.0457308788327748,0,0
X000792.SZ,0,0,0,0.083689797240696,0,-0.0377135969743008,0,0,0,0,0.0298972474995263,0,0,0,0,0,0.0131740899561277,0,0,0,0,0,0.306992200901618,0,-0.00507212207455167,0,0,0,0,0,0,0,0,0,0.023438461779612,0,0,0.0554938467208543,0,0,0.0992508591683789,0,0,0,0,0,0,0.01549649149849,0,0,-0.137276352197723,0.000403916398615926,0.0246743928587343,0.0692031255135381,0,0,0,0,0
