,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600011.SH,X600309.SH,X601898.SH,X601992.SH,X600688.SH,X600795.SH,X600362.SH,X002466.SZ,X600111.SH,X601991.SH,X600188.SH,X300072.SZ,X600547.SH,X600660.SH,X600516.SH,X002460.SZ,X600886.SH,X000709.SZ,X000898.SZ,X600027.SH,X600157.SH,X600339.SH,X000959.SZ,X600489.SH,X600808.SH,X600219.SH,X600352.SH,X000723.SZ,X600549.SH,X601158.SH,X000553.SZ,X002092.SZ,X000983.SZ,X000630.SZ,X600008.SH,X000883.SZ,X600299.SH,X601699.SH,X000792.SZ,X002271.SZ,X000807.SZ,X000408.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0,-0.000777031216438646,0.0378730500585059,0,0.020315791534598,0,0.0105783496136214,0,0,0,0,0,-0.0210703941113458,0,0,0,0.0334697352592922,0,0,0,0,0,0,0,0,-0.0763490871573363,0,0,-0.00707175322142867,-0.00949899092637068,0,0,-0.0847920605219291,0,0,0,0,0,0.0279442158426004,0,0,-0.00121388715597741,0,0,0,0,0,0,0
X600028.SH,0,0,0,0.012707753803044,0.114341210538358,0,0,0,0.0236930468750569,0,-0.00378186779810645,0,0,0,0,0,0,0,0,0,0,-0.0146936777206113,0.026078172893588,0,0,0,-0.328190011645926,0,-0.0304501588771805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0460276727096914,0,0,0,0,0,0.00632672245430679,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,-0.0243413135734601,0,0.00953926010438893,0,0,0,-0.0099519336904205,0,0,0,0,0,0,0.0226571268559309,0,0,-0.00229890645847204,0.0105238234241713,0,0,0,0,0,0.0424004108999266,2.16840434497101e-19,0,0,0,0,0,0.00337679685964811,0,0,0,0,0,0,0,0,0,0,0,0.00563998453716067,-0.0123505320673746,0,0,-0.00241880397616053,0,0,0,0.00407594964406238,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.131327037371131,0.115560643720143,0,0,0,0,0,0.041920994249421,0,0,0,0,0,-0.0232792580245894,0,0,0,0.197367244087584,0,0,0.010526368924446,0,0,0.349207549902607,0,0,0,0,0,0,-0.049554173532248,0,0,0,0,0,1.73472347597681e-18,-0.0246899317517916,0,-0.0078785998349759,0,0,-0.0160599088609055,0.0138882683281528,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0.0986994102573748,0,0,0,0,0,0,0,0,0,0,0,0.279340307076113,-0.114010096661111,0,0,0,0,0,0,0.0456177284612451,0,0,-0.0308404793886847,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0119092068118724,0.204532874959544,0.0981072909949775,0.0712834258042548,0,-0.00361113291383326,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.096150158215929,0,0,0,0,0,-0.0297487070204076,0,0,0.176885414986618,0.146427472825699,0,0,0,0,0,0.015438802456395,0,0,0,0.155347435574797,0,0,0.180295419388809,0,0,0,0,0,0,0,0,0.0653040744008771,0,0,-0.00978212831895644,0.0211402223627998,0,0,0,0,0,0
X601600.SH,0,0,0,0.0589017309602524,0,0,0,0,0,0,0,0,0,0,0.0799318740191293,0,0,0,0,0,0,0.0597562778857588,0,0,0,0,0,0,0,0,0,0.228395523679051,0.321322294077978,0,0,0.160286336752381,0,0,0,0,0,0,0,0,0,0,0,0.125233080249322,0,0,-0.00671703676056814,-0.0149084255160069,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0.098951134975219,0,0,0,0,8.67361737988404e-19,0,0,0.115743985523331,0,0,0,0,-0.0447863598174362,0.0648595407389231,0,0,0,0,0,0.0291241663070485,-0.0605146749602738,0,-0.0285172655813221,0,0.026197470347579,0,0,0,0.0505996450781305,0.0389729201565358,0,0,0,0,0,0,0,0,0.00706582672997793,0,0,0.0222363550285156,-0.00275948789774472,0,0,0,0,0,0
X600309.SH,0,0,0,0,0.0573240313711893,0,0,0,0,0,0,0,0,0.0426004688627439,0.124789820200162,0,0,0.126460371390253,0,0,0.239301174746946,0.0178677223884642,0,0,0,0,0,0,0.00654708008975948,0,0,0,0,0,0,0,0,0,0.103619575136288,0,0,0,0,0,-8.67361737988404e-19,0,0,0.0734769961408175,0,0,0,0,0,0,0,0,0,0
X601898.SH,0,0,0,0.0161000510791367,0,0.0961174419634388,0.0616540273787716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.353837816044855,0,0,0,0,0,0.0351824455156163,0,0,0,0,0,0,0,0.122412843869907,0,0,0,0,0,0,0,0.0346073583511387,0,0,-0.00191662867795334,0,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.258899199849138,-0.00964673383251886,0,-0.108193200872335,0,0,0,0,0,-0.12461918366728,0,0,0,0,0,0,0.0393902514720756,0,0,0.0713578214495861,0.149841522854319,0,0,0,0,0,0.017837454973994,0,0,0,0,0,0,-0.0542606666945084,0,0,0.599914553021128,0,0,0,0,0,0,0,0,0,-0.00350400496698202,0,0,0,0,0,0
X600688.SH,0,0,0,0,0.0528451792723659,0,0,-0.0153155938811083,0.0382772297381557,0,0,0,0,0,0,0,0,-0.00588850826828048,-0.00359931794752149,0,0,0,-0.123979377368621,0,-0.026019970928006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00512265009069521,0,0,0,0.122323181298688,0,0,0.0925369096274247,0.162467721749977,-0.208468806908135,0,-0.00592302114079891,-0.0519145451037344,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,-0.0245458706780809,0,0,0.0243966755953566,0,0,0,0.000774359275190256,0,0,0,0,0.00739876385932509,0,0,0.0197471215339717,0,0,0,0,0,0.0526553627368246,0,0,0,0,0,0,0,0,-0.00166693995280742,0,0,0,0,0,0,0,0,-0.00519381422965153,0,0,0.0272202005059134,0.0021463862253505,-0.00560007459984099,0,0,0,0,0,0
X600362.SH,0,0,0,0,0,0,0.0520942503330562,0,0,0.212944690857092,0,0,0,0,0,0.105631964555786,0,0.276167353903121,0,0,0,0,0,0,0,0.000619513020450185,0,0,0,0,0,0,0,0,0,0,0,0.0585998699852143,0,0.0081156107044912,0.204808438251198,0,0,0,0.0688049876404586,0,0,0,0,0,-0.0143809051536446,0,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0.0159265358840336,0,0.01692721522618,0,0,0,0,0,0,0,0,0,0,0,0.516422291447986,0,0,0,0,0,0,0,0,0,0,0,0,0.0514704284293421,0,0,-0.0403902237369807,0.0817707377872822,0,0.121747320853475,0,0,0,0,-0.00265620571419953,0,-0.141925014779298,0.217666792731411,-0.00142923849946733,-0.0169191044223514,0,0,0,0,0,0
X600111.SH,0,0,0,0,0,0.0931668180832321,0,0,0,0,0.214455498321936,0,0,0.244862581578185,0,0,0,0,0.109391775293573,0,0,0.177293674398146,0.0812117654486705,0,0,0,0,0,0,0,0.0705858726993272,0,0,0,0,0.107448014899814,0,0.0163453424107103,0,0,0,0,0,0,0,0,0,0,0,0,-0.0360470160122926,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0408851892521119,0.0542307707466086,0,0,0,0.15027785499121,0,0,0,0,0,-0.0704532617432812,0,0.17877854935084,0,0,0,0.00783408311909018,0,0,0,0,0,0.0869512315110716,0,0,0.00788240910391429,-0.0177650345457826,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0.0729849333582419,0,0.0823789872772036,0,0,0,0,0.0964042091710975,0,0,0,0,0,0,0,0,0.066885615492464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341624468277343,0,0,0,0,0.264516320847816,0,0,0,0,0,-0.013696926640415,0,0,0,0,0,0,0
X300072.SZ,0,-0.712463590437429,0,0,0,-0.0130597498487967,0,0,0,0,0,0,0,0,-0.200155350608464,0.259549784837042,0,0,0,0,0.0621446118545376,-0.0579919294349482,0.116492692533621,0,0,0,0,0,0,-0.620774889556944,0,0.420477808157825,0,0,0,-0.191212553701269,0,-0.10555119340401,0,0,0,0,0,0,0,0,0.519846656967446,0.0874831615061046,-0.173589676550814,0,-0.0294747046923863,0.146551539760802,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0,0.0491716661500848,0,0,0,0,0.00454852884320199,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.529886039971786,-0.012479417415703,0,0,0,0,0,-0.0208509742538032,0,0.047011652064601,0,0,0,0,0,0,0,0,0,0,-0.00406159652710112,0,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0.0455319548019411,0,0.0384722557030441,0.018940954387451,0,0,0,0,0.0351872844038986,-0.0550067068008566,0.0915427191670035,0,0,0,0,0,0,0,0,0,0,0,0,-0.0480471957371779,0,0,0,0,0.0396917921278833,0,0,0,0,0,0,0,0,0,0.0709143687421585,0,0.263844874990417,0,0.0974244843159378,0,0.0146634179389784,0,0,0,0,0,0,0
