,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X600010.SH,X601898.SH,X601600.SH,X600688.SH,X600547.SH,X600362.SH,X600795.SH,X600309.SH,X601991.SH,X300072.SZ,X600188.SH,X600027.SH,X600157.SH,X601992.SH,X600886.SH,X600660.SH,X600111.SH,X000898.SZ,X600489.SH,X000709.SZ,X600339.SH,X600299.SH,X601158.SH,X000959.SZ,X000630.SZ,X600583.SH,X000792.SZ,X002466.SZ,X000408.SZ,X600352.SH,X600219.SH,X000883.SZ,X600098.SH,X000983.SZ,X000825.SZ,X000539.SZ,X002092.SZ,X600021.SH,X601699.SH,X000723.SZ,X000027.SZ,X600623.SH,X000060.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.360562577062724,0,0,0,3.46944695195361e-18,0,0,0.0373028322691235,0,0,0,0,0,0,0,0,0,0,0.0254150925079766,0,0,0,0.0523805616766684,0,0,0,0,-0.0401279350747129,0.00411422869393976,0,0,0,0,0,0,0,0,0.0107018881767951,0,0.011919434320307,0,0,0,0,0,0,0.0871367209499999,0,0,1.0842021724855e-19,-0.00700431580934143,0,0,0,0,0,0
X600028.SH,0.794507790201551,0,0,0,0,0,0,0,0,0.0834395105590925,0.0303607155532565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0263256001241493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253100275807461,0,0,0.0494355386042347,0,0,0,0,0,-0.146386911951863,0.0212999551526989,-0.00722962074337405,0,0,0,0,0,0
X601088.SH,0,0.016978542693352,0,0,0.0415783389029598,0.0448878121127093,0,0.0966993154931598,6.93889390390723e-18,0,0,0,0.0125400984284808,0,0,0,0,0,0,0,0,0.071089118722095,0,0.0762139284309162,0,0.0139324823296068,0.0569296428032408,0,0,0,0,0,0,0.0653232263454937,-0.021986406500754,0,0,0,0,0,0.0065202828892643,0,0,0,0.157873857173197,0,0,0,0,0,-0.0317412863666943,0.013192213400541,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,-0.0654597381025307,0.0535154065029853,0.294517764313957,0.0200161660117919,0,-0.0630751182850284,0,0.108596299727738,0,0,0,0.0239388375102859,0,-0.0795377438439505,0,0,0.020087608484228,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0.0855324190191386,0.0906995454966694,0,0.00679454203719336,0,0,-0.079654965095903,0.00166621485342057,-0.0179295410408148,0.0147192398911171,0.128609151646637,0,0,0,0,0
X600019.SH,0,0,0.254585654690461,0.198815456637829,0,0,0,0,0,0,0,-0.0651293980326396,0,0.0849436666925562,0,-0.0595066516844598,0,0,0,0,0,0,0.14806349096477,0.274257545989324,0,0,0,0,0,-0.154963878447618,0,0,0,0,0,-0.302398207557106,0,0,0,0,-0.145702843346622,0,0,-6.93889390390723e-18,0.0297724210806981,0.0417438370721194,0,-0.131692846063547,0,0.0210966755263553,-0.0136354627468248,0.00987453853217014,0,0,0,0,0,0
X600585.SH,0,0.0285061802774891,0,0,0.061879603789283,0,0,0,0,0,0.0432314985307593,0,0,0,0,0,0,0,0,0,0,0.126056175351427,0,0,0,0.223628132031468,0,0,0,0,0,0,0,0,-0.372055534445039,0,0,0,0.0748962568948639,0,0.132428375247105,0,0,0.0388573213978783,0,-0.0130425354001841,0,0,-0.0824802664041247,-0.254250935438367,-0.000364696530919483,0.00625201108764151,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0,0.124023177542985,0,0,0,0,0,0.068674711896629,0,0,0,0,0,0,0,0,0.171868981971802,0,0,0.0367591965900454,0,0,0,0,0,0,0,0,0,0,0,0.0452093287542116,0.0297645211294426,0.00866592643507618,0,0,0,0,0,0,0.0838635152756401,0,0,-0.0218526835716471,0.000772379192231952,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.0216617729235633,0,0,0.0468961362255975,0,0,0,0,0.224318306792104,0,0,0,0,0,0,0.0202331337943226,0,0,0,0,0,0,0.0978062121054742,0,0,0,0,0,0,0,0,0,0,0,0,0.00879973623050504,0.181966252260371,0,0,0,0.0732325212011718,0,-0.0100680581738821,0.00169393313826267,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,0.280203498828167,0.0010379749191544,0,0,0,0,0,0,0,0,0.0866463468367405,0,0,0,0,-0.168355233277185,0,0,0,0,0,0,0,0,0,0.115101804514335,0,0.0371098182672705,0,0,0,0.084557953586963,0.195196696068647,0.134452593695157,0,0,0,0.0341907801459459,-0.146850007350493,-0.00242619775468511,0,0,0,0,0,0,0
X600688.SH,0,0.47447637957678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0171060656568391,0,0,0,0,0,-0.0409890335802102,0,0,0.0282225194692644,0,0,0,0.174433311049044,0,0,0,0,0,0,0,0,-0.0451824915221797,0,0.143882793771506,0,0,0,0,0,0,-0.0406713748626998,-0.0156818878652062,0.00945406450871,0,0,0,0,0,0
X600547.SH,0,0.13108135690316,0,0,0,0.0348838172988782,0,0,0,0,0,-0.0270804630194006,0,-0.0272035043262704,0,0,0,0,0,0,0,0,0,-0.0210048947351493,0.797386222470941,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0542162633038419,0,0.00279271074024298,0,0,0,0,0.074043668454579,0,0,0,-0.0940408244515356,-0.0214271737540899,0.0127597507626034,0,0,0,0,0,0
X600362.SH,0,0,0,0,-0.069417395415045,0,0,0,0.287389201138876,0,0,0,0,0,-0.115755992255711,0.0927396801799058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.570480542805682,0,0,0,0,0,0,0,0,0,0.0205416018111975,0,0,-0.07422390242524,0.0912696648676135,0,0,0,0,0.0248089517553335,0,0.0114227427651997,0,0,0,0,0,0
X600795.SH,0,0,0,0.152379589005903,0,0,0,0,0,0,0,0,0,0,0,0.115646120311466,0,0,-0.0176482246963458,0,0,0,0,0,0.0481258976872824,-0.0187882861685685,0,0,0,0,-0.0203592880404449,0,0,0,0,0,0,0,0.0813683708123947,0,0.0288917157241158,0,0.105835412030737,0,0,0,0,0.0349711907435735,0,0,-0.0133849907416735,0.010303337298441,0,0,0,0,0,0
X600309.SH,0,0.0714830283549434,0,0,0,0,0,0,0,0,-0.183034764437673,0,0.0256030542459279,0,0,0,0,0,0.0379937534255885,0,0.140524383519803,0,0,0,0,0,0.0617975463274763,0,0,0.172622097947808,0,0,0,0,0,0,0,0,0,0,0,0,0.0348447898255943,0,0,0,0,0.0378012560474119,0,0,-0.000270844591608824,-0.0131791969769256,0.119044662882363,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.0171776884800564,0,0.0439709474985224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0703720810001864,0,0,0.00119431129339169,0,0,0,0,0,0,0,0,0,0,0.0547043673068585,0,0.0750555626698288,0,0.0203655871762564,0,0,0.0760412912895935,0,0,0.0161621662091283,-0.0211261442113025,0,0,0,0,0,0
X300072.SZ,0,-0.0553265399238533,0,0,0,0,0,0,0,0,0,0.119998851210857,0,0,-0.0218182121601327,0,0,0,0,0,0,0,0,-0.0695499562628334,0,0,0.0895989213922743,0,0,0,0,0,0.0466001546820891,0,0.0837444142997426,0,0,0,0,0,-0.0234035809047898,0,0,0,0,0.0217104300388055,0,0.108737767321669,-4.33680868994202e-19,0.231368372833075,-0.0183838257862831,0.0241704091510068,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0.444522746367945,0,0,0.288853217423436,0,0,0,0,0,0,0,0,0,0,0,0,0.116525631333223,0,0,0.0948281251711003,0,0,0,0,0,0,0.147213065010846,0,0,0,0,0.00902264956132456,0,0,0,0,-0.0670888886930099,0,0,0,0,0,0,-0.018384239565099,0.0155961161839513,0,0,0,0,0,0
X600027.SH,0,0,0,0.194956274254154,0,-0.0836129007165602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105441460698552,0,0,0,-8.67361737988404e-19,0.0259517079120619,0,0,0.0146210937169427,0,0.148758469205226,0,0,0,0,0.0438339939262451,0,-0.0323701239029669,0,0,0,0,0,0,0,0,0,0,0,0.00104151100347308,0.00353556303808308,0,0,0,0,0,0
