,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X600011.SH,X600010.SH,X601898.SH,X000708.SZ,X601600.SH,X600886.SH,X600660.SH,X600188.SH,X600362.SH,X601991.SH,X600795.SH,X600352.SH,X600688.SH,X600801.SH,X600111.SH,X002271.SZ,X601992.SH,X600027.SH,X000723.SZ,X000786.SZ,X002353.SZ,X600516.SH,X002466.SZ,X600489.SH,X002460.SZ,X000898.SZ,X601158.SH,X600176.SH,X600299.SH,X600583.SH,X600612.SH,X000883.SZ,X000709.SZ,X600426.SH,X600219.SH,X000629.SZ,X000027.SZ,X000792.SZ,X000630.SZ,X600315.SH,X000553.SZ,X000825.SZ,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0581203276129354,0.00374797059400997,0,0,0,0,0,0,0,0,0.0784393887305705,0,-0.0262204765616262,0,-8.67361737988404e-19,0,0.0382580760927467,0,0.115294343828263,0,-0.0139946228511022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348354762804623,0,-0.0236004429639128,0,0,0,0,0.0216250974293184,0,0
X600028.SH,0,0,0,0,0,0,0,0,0,0.0146122090495983,0.0374654694109758,0,0,0,0,0,0,0,0.122802881083722,0,0,0,0,0,0,0.112706762728813,0,0.00355460669292749,0,0,0,0,0,0,0,0,0,0,0,0,0.0936132158829205,0,0,0,0,0,-0.0321964694644758,0,0,0,0,-0.00822511136595561,0.0215783627935032,0,0,0,0,0,0
X601088.SH,0,0,0,0.194216125716157,0,0.192575108623311,0,0,0,0,0.0836346891488733,0,0,0,0,0,0,0,0,0,0,-0.0593922373432418,0.117152577175649,0,0,0.000796862863498138,0.148707656622392,-0.0868450049190989,0,0,-0.0181891524802036,0,0,0,0,0.0106599304501686,0,0,0,0,0,0,0,0.0380165954612061,-0.0846167878495991,0,0,0,0,0,0,-0.0273685660263339,0,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,-0.0544178583192706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.581962626330365,0,0.0450777545363841,0,0,-0.0110205976894223,0,0,0,0,0,-0.120468413294158,0,0,0,0,0,0,0,0,-0.0565713508388899,0,0,0,-0.0047168218482878,0,0,0,0,-0.108639557993202,0,-0.00329223749987296,-0.0179583934875642,0,0,0,-0.00631556986101234,0,0
X600309.SH,0,0,0,0,0,0,0,0.0650363168202368,0,0,0,0,0,0,0.0582400185254262,0,0,0,0.0295667704170645,0,0,0,0.0991928171908224,0,0,0.0216114928231046,0,0,0.0491045972730011,0.0371792223549531,-0.118835796884077,0.118536817060029,0,0,0,0,0,0,0,0,0.0344615584012293,0,0,0,0,0,0,0,0,0,0,-0.0316460908019698,0,0,0,0,0,0,0
X600019.SH,0,0,0.218697817994935,0,0,0,0,0,0,0,0.0580077685595686,0,0,0,0,0,0,0,0.067137613834748,0.0118775998842698,0,0,0,0,0,0.0480645273392414,0.0308534555496443,0,0,0.0136276756576369,0.0450790560725781,0,0,0,0,0,0.0746522904067134,0,0,0,-3.46944695195361e-18,0,0.0337761186856493,0,0,0,0,0,0,0,0,-0.0127913004149097,0,0,0,0,-0.0250522241518735,0,0
X600547.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.201339890869033,0,0,0.116490547154584,0,0,0,0,0,0,0,0,0.00295722966577878,0.0440649146318602,-0.108976574030786,1.18367732928283,0,0,0,0.016979701678202,0,0,0,0,0,0,0,0,0,0.147881662132652,0,0,0,0,0,-0.0324274843991317,0,-0.027401283859923,0,0,0,0.0110219756097864,0,0
X600011.SH,0,0,0,0,0.113045169446563,0,0.0030300268872071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0591840052913435,0,0.318454144334705,-0.160311809994055,0,0.0405860390031013,0,0,0,0,0,0,0.269297224301008,0,0.0616517496061805,-0.00616463872310501,0,0,0,0,0,0,-5.42101086242752e-20,0,0.0708853736077386,0,0,0,0,0.0231508750287407,0,0,0,0,0.0219899236179985,0,0
X600010.SH,0,0,0,-0.00994324898050495,-0.00968515717037745,0,0,0,0,0.248785948480894,0.0129385853393318,0,0.00664810852670173,0.0144218050641687,0,0,0,0,0,0,0,0,0,0.223711535666961,0,0.153446763985305,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.110062602463905,-0.0774259841821355,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0201835235871991,0.0566221454096359,0,0,0,0.0264985264997812,0,0
X601898.SH,0,0,0,0,0,0,0,-0.0769232160447725,0.420812620485626,0,0,0,0,0,0.195721476755979,0,0,0,0,0,-0.167706724241762,-0.221058590971933,0,0.156674685467169,0,0,0,-0.0427858462194618,0,0,0,0,0,0,0,0.124084540248788,-0.0406188395535644,0,0,0,0,0,0,0,0,0,0,0,0,0.0151666802640154,0,-0.0237921792725267,0,0,0,0,0.037498110073838,0,0
