,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600010.SH,X600019.SH,X600585.SH,X601600.SH,X601898.SH,X600688.SH,X600795.SH,X601991.SH,X600027.SH,X600623.SH,X600362.SH,X600157.SH,X600111.SH,X601992.SH,X600886.SH,X600188.SH,X002466.SZ,X600299.SH,X600660.SH,X000792.SZ,X601158.SH,X000709.SZ,X600583.SH,X600547.SH,X600309.SH,X000539.SZ,X000883.SZ,X000898.SZ,X000027.SZ,X600489.SH,X600352.SH,X002075.SZ,X000630.SZ,X002470.SZ,X000959.SZ,X000629.SZ,X000983.SZ,X000012.SZ,X000060.SZ,X300072.SZ,X600098.SH,X600160.SH,X600176.SH,X600021.SH,X601699.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.176597803329167,0,0,0,0,0,0,0,0.172163362279486,0,0.0372031512660986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0201307505479707,0,0,0.0381209618819179,0,0.00929006965762923,0.00028679317584776,0,0,0.0484470137843691,0,0,0.0182962503619204,0,0,0,0,0,0
X600028.SH,0.125947188850849,0,0,0,0,0,0.0969167624964772,0,0,0.0635483346909612,0,0,0,0,0,0,0,0.0402674466142911,0,0.048380610720903,0,0,0,0,0,0,0.11124678585229,0,0.0344332719038758,0,0,0,0,0,0,0.00135109884082835,0,0,0,0,0,0.00755806186486312,0,0,0,0,0,0,0.0729917563694827,0,0.0227498043770448,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0,0,0.455611091656243,0,0,0,0,0.0274094719737219,0,0.213661678356904,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0.090324337413049,0,0,0,0,0,0,0,0.0211261356011138,0,0,0.037416048024429,0,0,0,0,0,0.0420357576906721,0,0,-0.0187426783705699,0,0,0,0,0,0
X600011.SH,0,0,0.0334115121556667,0,0,0.0369905288344881,0,0.0895549423046692,0,0,0,0,0,0,0,0,0,0,0,0.0197489635496809,0.0284332213882471,0,0,0.00281298937854317,0,0.143748838090477,0,0,0,0,0,0,0.0174672543263578,0,0,0,0,0,0,0,0,0.0528937914605048,0,0.00948491200093951,0.182930288036264,0,0,0,0,0,0,0,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,0,0.145957225873809,0,0,0,0,0,0,0,0,0,0,0,0.0604067240570882,0,0,0,0,0,0.170754219131229,0,0,0,0,0,0,0,0,0,0,0.300222412047234,0,0.0709249807647048,0.0490919346279936,0,-2.16840434497101e-19,0.102283431024683,0,0,0.0486758342971394,0,0,0,0,0,-0.0101147640845992,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0.445876603897704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.345135137531072,0,0,0.0903522309140932,0.0350227924303478,0,0,0.153212683216057,0,0.0813470903884226,0,0,0,0,0,-0.0103857603367578,-0.0442965230206,0,0,0,-0.00499322433947037,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0.0782682750327377,0,0.043142865347148,0.129114947569993,0,0,0,0,0,0,0.210442750776108,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0.0565005655053423,0,0,0,0,0,0.0791405676002521,0,0,0,0,0,0,0,0,0,0,0,0,-0.0027482843964855,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0.157019928621447,0,0,0,0,0,0.020713459133297,0.218122888081038,0.0333614783116018,0.0474841009635518,0,0,0.0304049077334393,0,0,0.0273438931564209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.180816255092512,0,0,0.00467649332453634,0,0,0.09680002065991,0,0,0,0,0,-0.0260376034920525,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0.0543672641974457,0,0.210143085360919,0,0,0,0,0,0,0.0112819040200237,0.0891753655748463,0,0,0,0.0981616636927911,0,0,0,0.00283712829569297,0,0,0,0,0,0,0,0.0569703288749832,0.0656282576734283,0,0,0,0,0,0,0.0600695397730046,0.032258976252347,0.0891882876601426,0.0867847177257694,0,0,0.0323034724245886,0,0,0.0488067751488426,0,0,0,0,0,0,0,0,0
X600688.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122958691654986,0,0,0,0,0,0,0,0,0,0,0.0407771369275404,0,0,0,0,0,0,0,0,0,0,0,0,0.0351732220263867,0,0.00671207211499066,0.166466647641347,0.236062731604609,0,0,0.0507293842465855,0,0.0176881292046495,0,0,0,0,0,0,0,0,0,0
X600795.SH,0,0,0,0,0.0561933243820227,0,0,0,0,0,0,0,0,0,0,0.224513892282094,0,0,0,0.130524532762089,0.00987636802101128,0,0,0,0,0,0,0,0,0,0,0,0.0207098739559819,0,0.00351716517039492,0,0,0,0.0118642939595495,0.0833818571102735,0,0,4.33680868994202e-19,0,0.152349077391001,0,0,0,0,0,0,-0.010765635006865,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0.0347129505437841,0,0.0385894605672313,0.116820561231864,0,0,0,0,0,0,0.176867649181591,0,0,0,0,0.0106026002109515,0,0,0,0,0,0,0,0,0,0,0,0.0371542636090482,0.0223759480479145,0.0427500690089133,0.0681023899134489,0,0,0,0,0,0.0215403529976736,0.0208856294234867,0,0,0,0,0.259578666081514,0,0,0,0,0,0,0,0,0,0
X600027.SH,0,0,0,0,0,0,0,0.0312172068668174,0,0,0,0.101240727699988,0,0,0,0.025657472814878,0,0,0,0,0,0,0,0,0,0,0.00527337576158228,0,0,0.0700629591054059,0,0,0,0,0,0,0,0,0,0.0120264716527804,0.114160904499997,0,0.119629089135259,0,0.108095950236888,0,0,0.17987504393664,0,0,0,0,0,0,0,0,0,0
X600623.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150718859512611,0,0,0,0,0,0,0,0,0,0,0,0,-0.162023487663617,0,0,0,0,0,0.142763291533844,0.338974802650765,-0.0173078781131307,-0.0280505120866354,0.649312114969257,0,0.10344815249762,0,0,-0.568379697275163,0,0,0,0,0,0,0,0,0
X600362.SH,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0153045165741645,0.231116937294928,0,0,0,0,0,0.126195298415668,0,0,0,0.225752460496566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00204052164351794,0,0.0566131382528963,0,0,0.0559917096499951,0,0.0695770083984013,0,0,0,0,0,0,0,0,0,-0.031754991074035,0,0,0,0,0,0
X600157.SH,0,0,0.0166070941471719,0,0,0,0,0,0.121373046667914,0,0,0,0,0.0419841483832043,0,0,0,0,0,0,0,0,0,0.0293203859492784,0,0,0,0,0,0,0,0,0.243446232886748,0,0,0,0,0.153397982813499,0,0.0682139550913659,0.0442407287563876,0.0569520048279219,0.12752438626,0,0,0.0594480826675994,0,0,0,0,0,0,0,0,0,0,0,0
X600111.SH,0,0,0,0,0.0236767544281207,0,0,0,0,0,0,0,0,0,0.137756817716196,0,0,0,0,0.0244893190834103,0.0228590155334799,0.0313301368091112,0,0,0.119266833942491,0.204839199312144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423809315328869,0.275058884022406,0,0,0.0541077985755825,0,0,0,0,-0.0163796432643211,0.0143777184496812,0,0,0,0,0,0
X601992.SH,0,0,0,0,0,0.0669772660276501,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352493781995134,0,0,0.203487898931909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0340676902001862,0,0,0.179309916746712,0,0.114232013425787,0,0,0,0,0,0,0.0266437829348065,-0.0390139360906305,0,0,0,0,0
X600886.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.04649818277946e-05,0,0.0798735936295169,0,0,0,0,0,0.0501439498112109,0,0.0181949132429618,0,0,0,0,0,0.0253879135704725,0.180597618644167,0,0.0312676830766549,0,0,0.010062420248258,0,0,0,0.0232756913213244,0.0593624179915017,0,0,0,0.00758054586062853,0,0,0.236472592432956,0,0,0,0,0,0,0,0,0,0
X600188.SH,0,0,0,0,0,0,0,0,0.303165706663561,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,6.93889390390723e-18,-3.46944695195361e-18,0,0.163466360664275,0,0.240425236914642,0,0,0.167636871314068,0,0,0,0,0,0,0,0,0,0.0561976576039923,0,0,0,0,0,0,0,0,0,0.095787949155593,0,0,-0.00345229322415867,0,0,0,0,0,0
X002466.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.149869585374715,0,0,0,0,0,0,0,0,0,0.254060659100201,0,0,0,-0.564414702143936,0,0,0,0,0,0,3.46944695195361e-18,0,0.879091888865872,0,0,0,0,0,0.14031168085887,-0.128020712857552,0,0.196788752071719,0,0,0,-0.142120277191708,-0.0869598517867303,0.211509204824304,0,0,0,0,0,0
X600299.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339782414923169,0,0,0,0,2.84878161578017e-05,0,0,0,0,0.0780632144357854,0,0,0,0,0,0,0,0,0,-0.0456754305241499,-0.0204167887509765,0,0,0,0,0,0.0726557418300724,0.200059807399409,0.240382733257208,0,0,0.153531510608114,0,0.12324842322301,0,0,-3.46944695195361e-18,0.0215124455694251,0,0,0,0,0.205988748613526,0
X600660.SH,0,0,0,0,0,0,0,0.153498038997376,0,0,0,0,0,0.0133538189962359,0,0,0.059316404419451,0.0320515734553967,0,0,0,-0.0135952504149609,0,0,0,0,0,0,0,0,0,0,0,0,0.148443803024553,0,0,0,0.0486324820461542,0,0.00435098313752241,0,0,0,0,0,0.036591887952714,0,0,0,0,-0.0159194196233965,0,0,0,0,0,0
X000792.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113610939239481,0,0,0,0,0,0,0.255929219481189,0,0,0,0,0.0126373908690302,0,0,0.359922038974289,0,0,0,0,0,0,0.0762185865720667,0,0,0,0,0,0.252750450108037,0,0,0,0.031009687905027,0,0,0,0,-0.148983133293902,0.0152773328887449,0,0,0,0,0,0
X601158.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0327444514409494,0,0,0.105648010680272,0,0,0.0989198670108408,0,0.0142593077956759,0,0,0,0,0.334363592657863,0,0,0,0,0,0.136889917660463,0,0,0,0,0,0,0.0320843316320035,0,0.00942779160115001,0.0613876542645973,0.0214254894980098,0.0524854515785444,0,0,0,0,0,0,0,0,0,0,0,0,0
X000709.SZ,0,0,0,0,0,0,0,0.153188488325272,0,0.108151073483098,0,0,0,0,0,0,0,0,0,0,0.0386854937039206,0,0,0,0,0,0,0.0290179909138255,0,0,0,0.471445485423184,0,0,0,0.00940673497368229,0,0,0.142922867139508,0,0.00611541461672453,-0.0889674959306786,0,0,0,0.0497672380834772,-2.16840434497101e-19,0,0,0,0,-0.035044269091974,0,0,0,0,0,0
X600583.SH,0,0,0,0,0,0,0,0,0.109331585273519,0,0,0,0,0,0,0.0884420246363389,0,0,0,0,0,0.0103604282007225,0,0,0.00944310026253481,0,0,0,0,0,0.145785839955769,0,0.0517883309631051,0,0,0.0278824267997058,0,0.170102522179762,0,0.00189120008410176,0.0969133210777425,0.0895620620628054,0.0534781866140196,0,0,0.0264486118894722,0,0,0,0,0,0,0,0,0,0,0,0
X600547.SH,0,0,-0.047228228564174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0144895017073119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.931660767223686,-0.0458672218789603,0.028343411076462,0,0,-0.00538471997422917,0,0,-0.0451166430411362,0.246327450644213,0,0,0.0161242727604635,0,0,0,0,0,-0.00333830603336924,0,0.0296076611937243,0,0,0,0
X600309.SH,0,0,0,0,0,0.061390324833879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0650665922580061,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0948635795160205,0.0581415294583459,0,0,0.122363393769197,0.0349020127666001,0,0.030835333348206,0.00546015923710167,0.118533514690433,0.133863115621552,0,-0.0100111769620193,0.0781430056775286,0,0,0,0,0,0,0
X000539.SZ,0,0,0,0,0,0,0,0.0286521290877244,0.153768932054225,0,0,0.166828056465326,0,0,0,0,0,0,0,0,0,0.103940877181079,0,0,0,0,0.0624997561485351,0,0,0,0,0,0.0075311917343911,0,0.11566732709125,0.0314212962772842,0,0.0289316459526617,0,0.101183611864251,0.00521761238009692,0,3.46944695195361e-18,0,0,0.0216984409730013,0,0.0954134611070904,1.0842021724855e-19,0,0,0,0,0,0,0,0,0
X000883.SZ,0,0,0,0,0,0,0,0.206631330085543,0,0,0,0,0,-0.0110778514224681,0,0,0,0,0,0,0,0.146238764311989,0,0,0,0,0.105553461262896,0,0,0,0,0,0,0,0,0.0483110950452023,0,0.0331043574090122,0,0.0744459430196814,0.0596011149558685,0,0.0382432689293855,0,0.150804349737349,0.0207652417448361,0,0,0,0,0,0,0,0,0,0,0,0
X000898.SZ,0,0,0,0,0,0.187361454886818,0,0,0,0.0649309647092758,0,0,0,0,0,0,0,0,0,0.0464552728899995,-0.0120152842277851,0,0,0,0,0.507282979317112,0,0.0446637632939907,0,0,0,0,0,0,0,0.0535653649911123,0,0,0,0,0.0241467660935681,0,0.0855641903210492,0,0,0,0,0,0,0,0,-0.0477107532076031,0,0,0,0,0,0
