,X601857.SH,X600028.SH,X601088.SH,X600011.SH,X600019.SH,X600585.SH,X601898.SH,X600010.SH,X601991.SH,X600795.SH,X601600.SH,X600886.SH,X600188.SH,X600362.SH,X600111.SH,X600027.SH,X600688.SH,X600309.SH,X601992.SH,X601158.SH,X600583.SH,X000792.SZ,X600157.SH,X000898.SZ,X600352.SH,X000709.SZ,X600547.SH,X600489.SH,X000831.SZ,X002353.SZ,X000539.SZ,X600008.SH,X000630.SZ,X600660.SH,X000027.SZ,X000825.SZ,X600021.SH,X600808.SH,X000629.SZ,X002470.SZ,X600549.SH,X600578.SH,X600315.SH,X600307.SH,X600098.SH,X000983.SZ,X601699.SH,X600863.SH,X000960.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.50547901280738,0,0,0,0,0,0,0,0,0.0110202793680126,0.148081285834071,0.148589620662452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0153229920138249,0,0,0.0427480098645209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000170052801293517,0,0,0,0,0,0
X600028.SH,0.251259582705101,0,0,0,0,0,0,0,0,0,0.165004286451746,0,0,0,0,0,0.349578389268348,0,0,0,0,0,0,0,0,0.0298453204262825,0,0,0,0,0,0.0354243419436163,0,0,0.0364867243824662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0469386851732638,0,0,0,0,0,0,0
X601088.SH,0.0539356337677354,0,0,0,0.130711913163946,0,0.0639332561128471,0,0,0,0,0,0.101355324600711,0,0,0,0,0.0946562314539481,0,-0.0151628154311582,0,0,0,0,0,0,0,0,0.068550648014285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.409116858930166,0,0,0,0,0.0069138327810329,0,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.146866588308226,0,0,0,0.179156657715914,0.115719719403299,0,0,0.196310426578593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171957498244973,0,0,0,0,0,0,0,0,0,-0.00542789004871616,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,0,0,0,0,0,0.119868688309582,0,0,0,0,0.202890517359909,0,0,0,0,0,0,0.367152081846434,0,0,0,0,0,0,0.0452269310419516,0,0,0,0,0,0.0265044777904237,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00910342399243533,0,0,0,0,0,0,0
X600585.SH,0,0,0.0564225537750723,0,0,0,0,0,0,0,0,0,0.0152191522669849,0,0,0,0.126470498501059,0,0,0,0.0544709478116825,0,0,0,0,0,0,0,0,0,0,0.0153871018484762,0,0,0.0700285847947963,0,0,0,0,0,0,0,0,0,0.209123177899072,0,0.223644198124298,0,0,0,0,0.00443114364712915,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0.157206351983768,0,0.0403854817679488,0,0,0,0,0,0.013060916417541,0,0,0,0,0,0,0,0,0.055101765573724,0,0,0,0,0,0.0329000260645225,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0.0545856198458372,0,0.475334261936589,0.0452316727639042,0,0,0,0,-0.00333039154135102,0,0,0,0,0,0
X600010.SH,0,0,0,0.110815705515496,0,0,0,0,0,0,0,0,0.041473278993153,0,0,0,0,0,0,0,0,0,0,0.399033543304738,0,0,0,0,0,0,0,0,0,0,0,0.142511912643441,-0.0737894755291785,0,0,0,0.127718806979827,0,0.217744976944819,0.0140978740764645,0,0,0,0,0,0,0,-0.0244300540268317,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0.102410312411161,0,0,0.104278320457876,0.344014220086033,2.77555756156289e-17,0,0,0,0.06536348303761,0,3.56586498226549e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.230759345772752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0237095652289788,0,0,0,0,0,0
X600795.SH,0,0,0,0,0,0,0,0,0.286190412322763,0,0.196503878273604,0.129852470388283,0,0,0,0.122295439537397,0,0,0,0,0,0,0,0,0,0,0.0110151945212223,0,0,0,0.0507402302051089,0,0,0,0.037003359994991,0,0.0498736396980463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00999694533703525,0,0,0,0,0,0
