,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600019.SH,X600011.SH,X600309.SH,X600010.SH,X601898.SH,X601991.SH,X600688.SH,X601600.SH,X600660.SH,X600188.SH,X600886.SH,X600795.SH,X600362.SH,X000898.SZ,X600547.SH,X600027.SH,X002466.SZ,X601992.SH,X600516.SH,X600176.SH,X600111.SH,X600299.SH,X000709.SZ,X300072.SZ,X002460.SZ,X600352.SH,X600339.SH,X000825.SZ,X000553.SZ,X600808.SH,X600583.SH,X002110.SZ,X000629.SZ,X600801.SH,X000786.SZ,X000792.SZ,X601158.SH,X000883.SZ,X000301.SZ,X000932.SZ,X600426.SH,X600219.SH,X000408.SZ,X600489.SH,X000539.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.118964271630532,0.09411045250691,0,0,0.126408330726677,-0.116087354764817,0,0,0.0162884124154284,0,0,0,0,0,0,0,0,0,0,-0.0178742035289415,-0.0284134558213259,0,0,0,0,0,0,0,0,0.211572919144332,0,0,0,0,0,-0.0743767730250717,0,0,0,0,0,0,0,0.0504599924533022,0,0,0,0,-0.126001917144729,0.0160341211972689,0.0119686789555501,0,0,0,0,0,0
X600028.SH,0,0,0.229057783278468,0.0220926119737553,0,0,0,0,0,0,0.0453734161877536,0,0,0,0.142864075585379,0,0,0,0,0,0,0,0,0,0,0.0188976771547951,0,0,0,0,0,0,0,-0.108936125571705,0,0.0988187995070994,0,0,0,0,0,0,0,0,0.0584852856622219,0,0.042997476573863,0,0,-0.120442189726982,0.00722616737021438,0,0,0,0,0,0,0
X601088.SH,0,0,0,0,0.198893623256441,0,0,0,0,0,0,0.142005727223635,0,0.099292049971183,0,0,0.114039736662282,0,0.00122099410473694,0,0,0,0,0.0176863860375074,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637173363537395,0,0,0,0,0,0,0,0,0.117721437202472,0.118854166361367,0,0,-0.0114396922099426,-0.0363445651253401,0,-0.0587338926315657,0,0,0,0
X600585.SH,0,0,0,0,0.135718961893325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021800484174501,0,0,0,0,0,0,0.0174664426055957,0,0,0,0.0449115900046408,0,0,0.362661006865156,0.214125987348217,0,0,0.0334413527887508,-0.0854945328875176,0,0.0214837544047016,0,0,0,0,0,-0.0193827595116466,-0.0303548029886776,0,0,0,0,0,0
X600019.SH,0,0,0.106059859442087,0.00280116648257487,0,0,0,0,0,0,0,0,0,0,0,0,0.137296626904164,0.297446320013613,0,0,0,0,0,0.0254012551822841,0,0,0,0,0,0,-0.0512692520132902,0,0,0,-0.0292101894384578,0.128707881620863,0,0.155682894321874,0,0,0,0,0,0.177955910809891,0,0,-0.040822337004724,0,0,0,0,-0.00379129854765146,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0.105844749885846,0,0,0,-0.0838589828950771,0,0,0,0,0,0.676373472463353,0.0992735529170858,0,0,0,0,0,0,0,0,0.0611464486438328,0,0,0,0,0,3.46944695195361e-18,0,0.0768711086012797,0,0,0,0,0,-0.232882187012472,0,0,0.0453296735222696,0,0,-0.0167021449055322,0,0.0141041273372012,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0232822550484403,0,0,0,0.516159995762221,0,0,0,0,0,0,0,0,0.074363842384277,0,0,0,0,0,0.0472043516251223,0.17599898073376,0,0,0,0,0,0.147110651560171,0,0,0,0,0,0.0224267722192091,0.00454102239884082,0,0,0,0,0,0
X600010.SH,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0.253508330713875,0,0,0,0,0.286322670719205,0,0,0,0,0,0,0,-0.0278065339573934,0.0120268839703549,0,0,0,0,0,0,0,0.0912979883897432,0,0,0,0.0684072006991238,0,0.0164081325935416,0.0585708175678564,0,0,0,0.00655281536624225,-0.00751154610299956,0,0,0,0,0,0
X601898.SH,0,0,0,0,0,0,0,0,0,0,0,0.202828469963597,0,0.088667937319024,0,0,0,0,0,0,0,0,0.0726169405001119,0,0,0,0,0,0,0,0,0,0.0566236809492282,0,0,0.120846088502965,-0.0288557348183773,-0.0224976479356956,0,0.0759223559700991,0,0,0,0,0,0.0764105153484195,0,0,0,0,-0.00579749724352532,0,0,0,0,0,0,0
X601991.SH,0,0,0,0,0,0,0,0,0,0,0,0.17460832906162,0,0.0319922250424287,0,0,0,0,0,0.0638146198170037,0,0.0444656388129263,0,0,0,0,0,0,0,0,0.00653074676681369,0,0,0,0.0288940645249137,0,-0.085698621602178,0,0,0.0530945486708289,0,0,0,0,-0.0327678885812629,0,0,0,0,0,-0.00233713893043257,0.00802971822155985,0,0,0,0,0,0
X600688.SH,0,0.324060332270425,0,0,0,0,0,0,0,0,0,0.0231137069875208,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000697807966174969,0,0,0,0,0.0654168124651274,0,0,0.102693916096791,0.00761802665250909,0,0,0,0,0,0,0,0,0,0.026573937494894,0,0,0,0,0,0.00660222205844193,0.00315147912970713,0,0.0897923062695111,0,0,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0.0110591783290338,0,0,0,0.205181459904146,0,0,0,0,0,0,0,0,0,0.0547363600349765,0,0,0,0,0,0,0,0,0.128732370801307,0,0.316659929379744,0,0,0,0,0.0444695417385453,0,0,0,0,0,0.0780053960734301,0,0,0,0,-0.00289848207682508,-0.000429568210440203,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0.0912350926322467,0.0364563506642046,0,0,0.0468902661903836,0,0,0,0,0,0,0,0,0.209036549903104,0,0.22175841420139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0532825992019148,0,0.0429324305055419,-0.00469909423272672,0,0,0,0,0.125771641960719,0,0.127056658359186,0,0,0,0,-0.00778893230235007,0,0,0,0,0,0
X600188.SH,0,0.026286337723775,0,0.0161882646045106,0,0,0,0,0,0,0,0.252988233625686,0,0,0,0,0.147551991404589,0.0327117379438917,0,0,0,0,0,0,0,0.0452037594079216,0,0,0,0,0.0616368592601206,0,0,0.145297024123569,0,0.11137980937696,0,0,0.0793326635271053,0,0,0,0,0.11703930426854,0,0,0,0,0,0,0,-0.00370018319210126,0,0,0,0,0,0
X600886.SH,0,0.138654843408729,-0.0347261565785385,0,0,0.178456049452089,0.0115287544208851,0,0,0,0,0.129695762067515,0,0,0,0,0,0,0,0.060891435219066,0,-0.0167648077577002,0,0,0,0.0690431384554802,0,0,-0.0192424745501227,0,0,0.0942626404649342,0,0,0,0,-0.054752165189326,0,0.0743031461579794,0.03351870614026,0,0,0,-0.00873040847818526,0,0,0,0,0,0,0.000872614427266124,0,0,0,0,0,0,0
