,X601857.SH,X600028.SH,X601088.SH,X600019.SH,X600585.SH,X600010.SH,X601600.SH,X600309.SH,X600011.SH,X601898.SH,X002466.SZ,X600688.SH,X002460.SZ,X600795.SH,X601992.SH,X600188.SH,X600362.SH,X600660.SH,X601991.SH,X600111.SH,X600547.SH,X600516.SH,X300072.SZ,X000792.SZ,X600886.SH,X000898.SZ,X000709.SZ,X600157.SH,X600027.SH,X000408.SZ,X600339.SH,X000807.SZ,X600219.SH,X600489.SH,X000959.SZ,X600808.SH,X600549.SH,X000723.SZ,X002092.SZ,X002271.SZ,X600352.SH,X000983.SZ,X000553.SZ,X601158.SH,X000883.SZ,X600176.SH,X000630.SZ,X601699.SH,X600299.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0.0376404157602046,0,0,0,0,0,0,0,0,0,0,0.042441001664706,0,0.0347142115547283,0,-0.0352540874632892,0,0,0,0,0,0,0,0.00993602056737779,0,0,0,0,0,0,0,0,-0.026539093644606,0,0,0,0.0310573012395396,0,0,0,0,0,0,0,-0.0214890613711647,0.0163243494492926,0,0,0,0,0,0
X600028.SH,0,0,0,0,0.16846584202344,0,0,0.0206140288891937,0,0,0,0,0.0133448878103944,0,0,0,0,0,0,0,0.0313721209319874,-0.0339763219990161,0,0,0,0,0,0,0,0,-0.0631671290687579,0,0,0,-0.0131992449197525,0,0,0,-0.00707577974365999,0,0.138333309604446,0,-0.0410453647204317,0,0,0,0,0,0,0,-0.00508428485446619,0.00622890499042346,0,0,0,0,0,0
X601088.SH,0,0,0,0.122412459439,0,0,0,-0.00480891685173772,0,0,0,0,0,0.745002528628771,0,0,0,0,0,0,0,0,0,-0.064602403697051,0,0,0,0,0,0,0,0.0304767253662675,0,0,0,0.0609387989116266,0,0,0.0198140725614483,0,0.0212832783005867,0,0,0,0,0,0,0,0,0,0,-0.0346434163620557,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0.123333779486429,0.0583667192486143,0,0,0.111047463313169,0,0,0,0,0,0,0,0,0,0,0,-0.0164580847561659,0,0,0,0.0285404644042724,0,0,0,-0.0305055889465466,0,0,0,0,0,0.371449796288744,0.0109072433567667,0,0,0,0,0,0,0,0,0,0,0,0,-0.0494208884258626,-0.0150857384371597,8.67361737988404e-19,0,0,0,0,0,0
X600585.SH,0,0,-0.0423214476762123,0,0,0,0,0.0832173477605847,0,0,0,0,0,0,0.0683946360286865,0,0,0,0,0,0,-0.0674748535928009,0,-0.0860461741937094,0,0,0,0,0,0,0,0.234178009808105,0,0,0,0,-0.10825798483975,-0.0654596531388406,-0.00852758241373468,0,0,0,8.67361737988404e-19,0,0,0,0,-3.46944695195361e-18,0,-0.0775803403467247,-0.0564942616944097,0.0381953895000125,0,0,0,0,0,0
X600010.SH,0,0,0,0.0239977406210224,0,0,0.000753646593736796,0,0,0,0,0,0,0,0,0,0,0,0,0.0582158886338035,0,0,0,0,0,0.19051294707545,0.0297156837452422,0,0,0,0,0.0498208173763295,0,0,0,0,0.188591151522409,0,0.167354488929152,0,0,0,0,0,0,0,0,0.093547542445404,0,0,0,0.0130153469528699,0,0,0,0,0,0
X601600.SH,0,0,0,0,0,0.381327152217201,0,0.0398235599599711,0,0.0608787228718207,0.0524596648002623,0,0,0,0,0.0302019177610859,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,8.67361737988404e-19,0,0,0,0,0.105011818890422,0,0,0,0.165196262793623,0,0,0,0,0,0,0,0,0,0,0,0.0145071957574874,0,0,-0.0400450581503961,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0763049353228751,0,0,0,0.165023083917603,0,0,-0.0161586720609966,0,0.0568842629716975,0,-0.127052818785316,0,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0.0622764393433831,0,0,0,0.0107454340733447,0,0,0,0.322075979824705,0.0132251058260357,0,0,0,0.00935052967218125,0.0476939112214526,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0.00504887386359789,0,0,0,0,0,0,0,0,0.0358023240110771,0,0.0719332071499497,0,0,-0.0317875689505368,-0.0422761167681898,0,0,0,0,0,0,0,0,0,0,0.0818564557812512,-0.0897153314748727,-0.00562108652855391,0,0,0.0514971537148798,0,0.011569915138633,0,0.0663421495696503,0,0,0,0,0.043532043797924,0,0,0.0279944555128335,-0.0066078541409308,0,0,0,0,0,0
X601898.SH,0,0,0,0.0840781769924237,0,0,0,0,0,0,0,0,0,0,0,0.167140237209523,0.104354378946297,0.0372512624171425,0,0,0,0,0,0.000129504576465091,0,0.250306362225566,0,0,0,-0.0406077854096897,0.0939025260214392,0,0,0,0,8.67361737988404e-19,0.0775428017224234,0,0,0,0,0,0,0,0,0,0.0701058793578088,0,0,0,0,0,0,0,0,0,0,0
