,X601857.SH,X600028.SH,X601088.SH,X600309.SH,X600585.SH,X600019.SH,X000708.SZ,X002460.SZ,X600660.SH,X002271.SZ,X600547.SH,X600362.SH,X600010.SH,X600111.SH,X601600.SH,X000786.SZ,X600176.SH,X600886.SH,X600011.SH,X601898.SH,X000301.SZ,X600188.SH,X600426.SH,X002466.SZ,X600352.SH,X600801.SH,X601991.SH,X000932.SZ,X600219.SH,X600803.SH,X600795.SH,X000027.SZ,X600489.SH,X002080.SZ,X600688.SH,X000807.SZ,X600486.SH,X600299.SH,X000898.SZ,X600027.SH,X002353.SZ,X601168.SH,X600516.SH,X601992.SH,X600157.SH,X000630.SZ,X000723.SZ,X600315.SH,X000830.SZ,X300037.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0.241554013393248,0,0,0,0.0276339037648159,0,0,0,-0.0133944452794643,0,0,0.0123618213738728,0.0173721462780155,0.0188527162260467,0,0,0,0,0,0,0,0.0134178822718917,0,0,0,0,0,0.00859995419031111,0,0,0,0,0,0,0,0,0,0,0,0.0523507096104171,0.0605314285380521,0,0,0,-6.93889390390723e-18,0,0,0,0,0,-0.0020172701716925,0,0,0,0,0,0,0
X600028.SH,0,0,0,0,0,0,0.0785336247316195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110492136850886,0.0343333317214155,0,0,0,0,0.0682802460283388,0,0,-0.0151768440853732,0,0,0,0.0364073929696035,0,0,0,0,0.0353658643254846,0,0,0,0,0.0819728407295943,0,0,8.67361737988404e-19,-0.0392197156151275,0,-0.00648565124525705,-0.0171335832849629,0,0,0,0,0,0
X601088.SH,0,0,0,0,0,0,0.0623709075620592,0,0,0,0,0,-0.0810643207308047,0,0,0,0,0,0,0.0818019824267414,0,0.228065413682687,0,0.0111959968486266,0,0,0,0.00514464782115427,0.218935412150522,-0.0055229506109607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0481757949918226,0,0.0780231289239087,-0.0452114045891307,0,0,0,0,0,0
X600309.SH,0,0,0,0,0,0.0992464737441717,0.0569445773444148,0.304231400495507,0.0237826347388378,0,0,0,-0.0489488456802494,0,0,0,0.0237485932653394,0,0,0,0.0448436499954549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120944649888338,0,0,0,0,0,0,0,0,0,0,0.231964226605782,0.153034461552891,0,0,0,-0.00265544416512287,0,0,0,0.186137686318437,0,0
X600585.SH,0,0,0,0.00566777794082279,0,0,0,0.0318251843928557,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0533952924073725,0,0,0,0.209149090940999,0,0.0557391235124342,0,0,0,0,-0.0509253508510116,0,0,0.0266597855409581,0,0,0,0,0,0.0106349421811267,0,0,0,0,0,0.0499536283450104,0,0,-0.0464234859245947,-0.0188917245406294,0,0,0,0,0,0,0
X600019.SH,0,0,0,0,0,0,-0.0759197057569703,0,0,0,0,0,0,0.232527546224917,0.0785888172069155,0,0,0,0,0.263923207728176,0.0758358564066224,0,0,0.000172539293706359,0,0,0,0.237935479759333,0,0.0953903606152209,0,0,0,0,0,0,0,0,0.109363452613428,0,0,0,0,0,-0.056830128287629,0,0,0.0820674271016129,0,-0.0822044385111949,0,-0.1107871123055,0.112916522590772,0,0,0,-0.0147413125051945,0,0
X000708.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183177577958838,0,-0.572700350663474,0,0,0,0,0,0,0,0,0,0,0.225254003323037,0,-0.0782137065299028,0,0,0,0,0,0,-0.0449093970425053,0.303223927111473,0.292428131067814,0,0,0.192695779634559,0.114155830395617,0,0,0,0,0,0,-0.401858456933382,0,0,-0.0210095575307923,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.220862614202963,0,0,0,0.142237533754022,0,0,0.0456338287564566,0.424535907521658,0,0,0,0.0563044245815489,0,0.192617420348923,0.0488892392695426,0,-0.160255533398164,0,0,0,0,0,0,0,0,0,-0.0833171388811436,0,0,0,0,0,0.514209342881878,0,0,0,0,0.110418651926635,0,0,0.0022178623580508,0,-0.00885835230645551,0.0245009496835149,0,0,0,0,0,0
X600660.SH,0,0,0,0,0,0,0,0.159207240164678,0,0.102514895311166,0,0,0,0,0,0,0,0,0,0,0.0926081072199006,0,0,0,0,0,0,0,0.0305781269606532,0.042532017470403,0,0,-0.173495376950756,0,0,0,0.14454471456591,0,0,0,0,0,0,0,0,0,-0.0588431485910088,0,0.0378717965699964,0.163921223004019,0,0,-0.03266065156797,0,0,0,0,0,0
X002271.SZ,0,0,0,0.137519538766499,0,-0.319326576761016,0,0,0.177701995860117,0,0,0,0,0,0,0,0.130326741671701,0,0,0,0,0.0323966645227591,0,0,0,0,0,0,0.0515241464207081,0,0,0,-0.112656695510909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0721288350615179,0,0,0.0176782204049617,-0.0506703329678799,0,0,0,0,0,0
