,X601857.SH,X601088.SH,X600028.SH,X600309.SH,X600188.SH,X601898.SH,X600019.SH,X600011.SH,X601600.SH,X600886.SH,X600585.SH,X600547.SH,X600660.SH,X600795.SH,X000792.SZ,X600362.SH,X000708.SZ,X600027.SH,X600489.SH,X002460.SZ,X600010.SH,X600111.SH,X601699.SH,X600160.SH,X000983.SZ,X600426.SH,X002466.SZ,X600803.SH,X000301.SZ,X601991.SH,X000786.SZ,X000807.SZ,X600985.SH,X000933.SZ,X002128.SZ,X000630.SZ,X000877.SZ,X600176.SH,X600219.SH,X601168.SH,X000408.SZ,X000883.SZ,X600348.SH,X600612.SH,X002271.SZ,X600096.SH,X002353.SZ,X000932.SZ,X000027.SZ,X600995.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0.424113825795093,0,0,0,0,0.0121344618830587,0.112570591068815,0,0,0,0,0,-0.160577596311594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140891902575291,0,0.0524924973710266,0,0,0,-0.0686645416414981,0,0.000146671166354095,0,0,0,0,0,0,0,0,0,0,0,-0.0425741088464457,0.0201275495242734,0,0,0,0,0,0
X601088.SH,0.146974028855623,0,0.0139133404362084,0,0.163920373790238,0,0,0,0.055290641598306,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0567397062151602,0.0108089082877537,0.131073723481619,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0.0132576219632674,0,-0.0648679055727241,0,0,0,0,0,0,-0.029239536963568,0.0479285587262255,0,0,0,0,0,0,0,0,0,0,0.0870358726028174,0,0
X600028.SH,0.451264431812461,0.0369719815274707,0,0,0,0,0,0,0,0,0,0,0.0442034554753628,0,0,0,0.0488026165168934,0,0,-0.0599441241458394,-0.015988015854053,0,0.0306412561393599,0,0,0,0,0,0,0,0,0.0550859944878065,-0.0676215783506238,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,-0.0947352655992197,0.0752274751893977,0,0,0.0219424269290249,0,0,0,0,0,0,0,0,0,0
X600309.SH,0,0,0,0,-0.148620801006939,0,0,0,0,0,0,0,0,0,0,0.0362541419926047,0,0,0,0,0.0345147823570625,0,0,0,0,0,0,0,0,0,0.0752875480331773,0,0.0258215829846921,0,0,0.0132523297348572,-1.38777878078145e-17,0.127918969080557,0,0,0,0,0,-0.137501500586487,0.112189948357907,0,-0.0830014549580125,0,0.093310846888259,0,0,-0.0458864934566777,0,0,0,0,0,0,0
X600188.SH,0,0.0929076370173227,0,0,0,0.201612594051722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303721286081851,-0.0498788265795616,0,0,0,0,0,0,-0.110194623106584,0,0,0.0221177368495989,0.0737035500998455,0,0,4.33680868994202e-19,0,0,0,-0.0982253686353733,0.0254681122394572,0,-0.0692401730662715,0,0,0,0,0,0,-0.0913560180898874,-0.0178016354645095,0,0,0,0.103653807266366,0,0
X601898.SH,0,0,0,0,0.198770472217923,0,0,0.0969363226242113,0,0,0,0,0,0,0,0.0876900164698394,0,0,0,0,0.12048112216598,0,0,0,0,0,0,0,0,0,0,0,0.457828684121223,0,0.0191687059418741,0,0,0,0,0,0,0,0,0.0589054052899437,-0.0905950001907437,0.0414524174834361,0.0908507096445806,0,0,0,0,0.174024707430939,0,0,0,0,0,0,0
X600019.SH,0,0,0,0.0716543412628784,0,0,0,0,0,0,0,0,0.102249027575165,0,0,0,0.00297950905266617,0,0,0,-0.0500640772511752,0,0,0,0,0,0,0.166939495361494,0,0,0,0,0.0976346710326622,0,0,0,0,0.0189061646692589,0,0.061527809836167,0,0,0,0,0,0,-0.0237001666537374,0.223058561424803,0.0422949945590321,0,0,0,0.0403963176704399,0,0,0,-0.0623793421939155,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0189529305988934,0.350901914787255,0,0,0,0.39152825010529,0,0,0,0,0,0,0,0,0,0,0,0.0427483468520038,-0.0388966465364263,0,0,0,0.090530176986742,0,0,0.00692167504073946,0,0,0,0,-0.0943619521437385,0,0,0,0,0,0,0,0,0,0.0638807111464679,-0.0410071968698188,0,0,-0.0557546912339883,0,0
X601600.SH,0,0,0,0,0,0,0,0,0,0,0,-0.0891133326770585,0,0,0,0,0.0143991671022528,0,0,0,0,0,0,0.165361457468382,0,0,0,0.291398639983569,0,0,0,0.117581916136585,0,0.257727718482414,0,0.0759384344744206,0,0,0.113571537695362,0.0964275233736008,0,0,0,0.202074454410381,0,0,0,0.147612009788832,0,0,0,0,0,0.00985600669200495,0,0,0.0289005082012705,0,0
X600886.SH,0,0,0,0,0.0745264561949058,0,0,0,0,0,0,-0.019695738670477,0,0.297593199156246,0,0,0,0.0291408067262605,0,0,0,0,0,0,0,0,-0.0217234044464573,0,0,0.00825252158654635,0,0,0.0103280460552538,0,0.0195281709339114,0,0,0,0,0,0,0,0,0,-0.0618450188576877,0,0,-1.73472347597681e-18,0,0,-0.197694229553531,0,-0.0011417995624353,0,0,0,-0.0556824678796281,0,0
