,X601857.SH,X600028.SH,X601088.SH,X600585.SH,X600309.SH,X600019.SH,X600547.SH,X000708.SZ,X600011.SH,X002460.SZ,X600660.SH,X601898.SH,X600010.SH,X601600.SH,X600886.SH,X600801.SH,X600362.SH,X002466.SZ,X002271.SZ,X600188.SH,X600688.SH,X000786.SZ,X600352.SH,X600795.SH,X601991.SH,X601992.SH,X000723.SZ,X002353.SZ,X600111.SH,X600176.SH,X600027.SH,X600489.SH,X600426.SH,X600516.SH,X600299.SH,X000898.SZ,X000792.SZ,X600583.SH,X000401.SZ,X601158.SH,X600219.SH,X000932.SZ,X000709.SZ,X000883.SZ,X000553.SZ,X600612.SH,X600160.SH,X000630.SZ,X600486.SH,X000027.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X601857.SH,0,0,0,0,0,0,0,0,0,0.0429111540705248,0,0,0,0.15814070686542,0,0,0,0.0644276354818968,0,0,0.206436039224446,0,0,0,0,0,0,0,0,0,0,0.0426624924002116,0,0,0,0,0,0.0303748821065122,0,0,2.77555756156289e-17,0.109775797330283,0,0.0169556741065671,0,0.14008818034389,0,0,0,0,0,-0.0247815986881894,0,0,0,0,0,0,0
X600028.SH,0.415654539011402,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0.00266313530200393,0,0,0,0.0330284916664311,0,0,0.102527478676645,0.00536377662421185,0,0,0,0,0,0.0237927203604787,0,0,0,0,0,0,0,0.0154491735161227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00944285687885784,-2.16840434497101e-19,0,0,0,0.00662329756475075,0,0
X601088.SH,0,0,0,0,0,0.135969741702899,0,0,0,0.0118694978932587,0,0,0,0,0,0,0,3.17245612809775e-05,0,0.244208610702152,0,0.0160194657979796,0,0,0,-2.77555756156289e-17,0.0553401882357695,0,0,0,0,0,0,0,0,0.148967358032764,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0428011468360783,0,0,0,0,0,0,0.000675184591862617,0.00373418045677678,0,0,0,0,0,0
X600585.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.454946555710668,0.0352473626876966,0,0,0,0,0,0,0,0,0,0.020858430787558,0,0,0,0,0,0,0,0,0,0,0,0.136295748306991,0,0,0.0644880885089353,0,0,0,0,0,0,0,0,0,0,0.0186070511321112,0,0,0,0.00668036402301254,0,0
X600309.SH,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.224516967097133,0,0,0,0,0.194069687038679,0.0826019967531073,-0.0173637559727342,0,0,-0.204886701727359,0,0,0,0,0,-0.17738856579091,0,0.207124609221687,0,0,0,0,0.199850223790603,0,0,0,0.0417991793859748,0,0,0,0,0,0,0,0,0,0,0.0213806409540665,0,0.0567628791846698,-0.0344621181452346,0,0,0,0,-0.039348439543486,0,0
X600019.SH,0,0,0,0,0,0,0,0.0734895782101718,0,0,0,0.0151560862035991,0,0,0,0.0445952700916332,0,0.0109982622504016,0,0.251918654612687,0,0.00965141487224573,0,0,0,0,0,0,0,0,0.15604272365791,0,0,0,0.0250811055775407,0,0,0,0.0932661029712692,0,0.210199161294779,0,0,0,0,0,0,0,0,0,0,0,-0.000522194341308439,0,0,0,0,0,0
X600547.SH,0,0,0,0,0,0,0,0.0276290480828163,0,-0.0601916831510234,0,0,0,0,0,0,0,-0.0146996718404257,0,-0.0408006015503262,0,0,0,0,0,0,-0.024382702582723,0,0,0,0,0.873929660455752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304655982522432,0,0,-0.0390335377350195,0,0,0.0153926359598159,0,0,0,0,0.00182842126160052,0,0
X000708.SZ,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-0.12819537988208,0,0,0,0,0,0.0165771754045758,0,-0.0294402356574346,0,0,0,0,0.0960675985331397,0,0,0,0,0,0,0,0,-0.10925056484552,0.0906972111378565,0,0.0979537149319324,0,0,0,0,0,0,0.357057207830151,0,0,0,0,0.33567609223753,0,0.152685824982378,0,0,0,0.0184976192122039,0,0,0,0,0,0
X600011.SH,0,0,0,0,0,0,0,0,0,0,0,0.0829276455581176,0,0,0,0,0,0,0,0,0.0255952398471822,0,0,0.34824012774262,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0361026001821843,0,0,0,0.206360747287687,0,0,0.0890088005787872,0,0.078501495644722,0,0,0,0,0.0135558990950848,0,0,0,0,0,0,0
X002460.SZ,0,0,0,0,0,0,0,0,0.130982568655445,0,0,0,0,0,0,0,-0.0862015621515241,0.124139070842162,-0.0194463910642176,0,0,0,0,0,0,0,0.0867247539193482,0.028038091777477,0,0,0,0,0,0,0,0,0,0.49341189344221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023936269834083,0,0,0,0.0392436928276405,0,0
