"regression_name","dependent_variable","predictor_family","predictor_name","specification","predictor_coefficient","ordinary_t_stat","ordinary_p_value","newey_west_t_stat","newey_west_p_value","r_squared","adjusted_r_squared","n_observations","controls_included","positive_coefficient","ordinary_p_lt_10","ordinary_p_lt_05","ordinary_p_lt_01","nw_p_lt_10","nw_p_lt_05","nw_p_lt_01","NewIndicator_predictor","NewIndicator_coefficient"
"PureLC_DYHLRatio_Baseline","future_pure_LC_premium","NewIndicator","DY_HL_Ratio","Baseline",-0.0309308774048328,-0.800949192818502,0.424812756983844,-0.801134404145343,0.424705973003299,0.00554748512163307,-0.00309992805122228,117,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DY_HL_Ratio",-0.0309308774048328
"PureLC_DYHLRatio_MacroEventCategories","future_pure_LC_premium","NewIndicator","DY_HL_Ratio","MacroEventCategories",-0.0246713230052343,-0.606789349949982,0.545338985674018,-0.694710545643117,0.48881617165117,0.112862543823192,0.00849343133180336,115,"CarbonVol_M_Shenzhen; CarbonVol_M_Guangdong; CarbonVol_M_Hubei; RealEstate_Premium_M; Slope_M; TED_M; TY3M_Change_M; MarketVol_M; Event_Covid_M; Event_China_M; Event_International_M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DY_HL_Ratio",-0.0246713230052343
"PureLC_EDCHLRatio_Baseline","future_pure_LC_premium","NewIndicator","EDC_HL_Ratio","Baseline",-0.0413604787219298,-1.0139175584867,0.312696578316082,-1.17481762794715,0.242432977724386,0.0086368633139505,0.000235480799661958,120,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"EDC_HL_Ratio",-0.0413604787219298
"PureLC_EDCHLRatio_MacroEventCategories","future_pure_LC_premium","NewIndicator","EDC_HL_Ratio","MacroEventCategories",-0.00228643099094385,-0.0519429100702227,0.958672873977184,-0.0622032591890475,0.950519221121922,0.10601624695899,0.00384667518287507,118,"CarbonVol_M_Shenzhen; CarbonVol_M_Guangdong; CarbonVol_M_Hubei; RealEstate_Premium_M; Slope_M; TED_M; TY3M_Change_M; MarketVol_M; Event_Covid_M; Event_China_M; Event_International_M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"EDC_HL_Ratio",-0.00228643099094385
"PureLC_CVaRHLRatio_Baseline","future_pure_LC_premium","NewIndicator","CVaR_HL_Ratio","Baseline",0.00508563544580563,0.244014918735936,0.807643023505665,0.208896233180387,0.8348894274794,0.0005043495757408,-0.00796595254649879,120,"",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CVaR_HL_Ratio",0.00508563544580563
"PureLC_CVaRHLRatio_MacroEventCategories","future_pure_LC_premium","NewIndicator","CVaR_HL_Ratio","MacroEventCategories",-0.00849019018770962,-0.362578732737597,0.717648396082927,-0.357853241643276,0.72117150276959,0.107111200430071,0.00506676619350743,118,"CarbonVol_M_Shenzhen; CarbonVol_M_Guangdong; CarbonVol_M_Hubei; RealEstate_Premium_M; Slope_M; TED_M; TY3M_Change_M; MarketVol_M; Event_Covid_M; Event_China_M; Event_International_M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CVaR_HL_Ratio",-0.00849019018770962
"AR1_DYHLRatio_Baseline","future_AR1_Premium","NewIndicator","DY_HL_Ratio","Baseline",-0.0260270142517328,-0.721882006876288,0.471832287037359,-0.872180538702662,0.38492722987648,0.00451098171986506,-0.00414544452604915,117,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DY_HL_Ratio",-0.0260270142517328
"AR1_DYHLRatio_MacroEventCategories","future_AR1_Premium","NewIndicator","DY_HL_Ratio","MacroEventCategories",-0.0202863968820865,-0.526709501831863,0.59953890751208,-0.774468256655434,0.440445475888014,0.0849082526082871,-0.0227496000260321,115,"CarbonVol_M_Shenzhen; CarbonVol_M_Guangdong; CarbonVol_M_Hubei; RealEstate_Premium_M; Slope_M; TED_M; TY3M_Change_M; MarketVol_M; Event_Covid_M; Event_China_M; Event_International_M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"DY_HL_Ratio",-0.0202863968820865
"AR1_EDCHLRatio_Baseline","future_AR1_Premium","NewIndicator","EDC_HL_Ratio","Baseline",-0.0480995040889156,-1.26586536650142,0.208054844370016,-1.58134162050459,0.116476730001217,0.0133978492358888,0.00503681405992173,120,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"EDC_HL_Ratio",-0.0480995040889156
"AR1_EDCHLRatio_MacroEventCategories","future_AR1_Premium","NewIndicator","EDC_HL_Ratio","MacroEventCategories",-0.0200421230014448,-0.481026267107821,0.631498692699687,-0.61833931001643,0.537690707488137,0.0804322975749075,-0.0246611541308175,118,"CarbonVol_M_Shenzhen; CarbonVol_M_Guangdong; CarbonVol_M_Hubei; RealEstate_Premium_M; Slope_M; TED_M; TY3M_Change_M; MarketVol_M; Event_Covid_M; Event_China_M; Event_International_M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"EDC_HL_Ratio",-0.0200421230014448
"AR1_CVaRHLRatio_Baseline","future_AR1_Premium","NewIndicator","CVaR_HL_Ratio","Baseline",-0.000171018154607517,-0.00878594426719161,0.993004757631176,-0.00936322474034644,0.992545148355082,6.54175984479032e-07,-0.00847391655133767,120,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CVaR_HL_Ratio",-0.000171018154607517
"AR1_CVaRHLRatio_MacroEventCategories","future_AR1_Premium","NewIndicator","CVaR_HL_Ratio","MacroEventCategories",-0.0114258890638016,-0.515271436071591,0.607446491517808,-0.601818708260535,0.548592099365069,0.0807303454808959,-0.0243290436070018,118,"CarbonVol_M_Shenzhen; CarbonVol_M_Guangdong; CarbonVol_M_Hubei; RealEstate_Premium_M; Slope_M; TED_M; TY3M_Change_M; MarketVol_M; Event_Covid_M; Event_China_M; Event_International_M",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"CVaR_HL_Ratio",-0.0114258890638016
