,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X600031.SH,X002304.SZ,X600809.SH,X000725.SZ,X000063.SZ,X003816.SZ,X000661.SZ,X600690.SH,X002241.SZ,X000338.SZ,X600703.SH,X000596.SZ,X000100.SZ,X300124.SZ,X300014.SZ,X002007.SZ,X600741.SH,X300142.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X002049.SZ,X002236.SZ,X000157.SZ,X601877.SH,X000800.SZ,X300003.SZ,X002414.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X601799.SH,X000977.SZ,X600118.SH,X002456.SZ,X002185.SZ,X002008.SZ,X002294.SZ,X000050.SZ,X600066.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0502888446015051,0,0,0,0,0,0.24605930815546,0,0.02616251491435,0.135983320020295,0,0,0,0,0,0,0,0,0.0118100328509365,0,0,0,0,0,0,0,0,0,0.0376565032729904,0,0,0,0,0,0,0.0287076549402678,0,0,0,0,0,0,0,0,0.0264930994342454,0,0.102155618566751,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.263739881818936,0.400501619788067,0,0,0,0,0,0.0770054906414532,0,0,0.0151945781164004,0,0,0,0,0.0234042555212797,0,0,0,0,0.0208708733764361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046353121984144,0,0,0,0,0,0,0.0450068030579313,0.0399971871867958,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.207790579376737,0,0,0,0,0.034659414768525,0,0,0,0,0,0,0,0,0,0,0,0.0293374568987526,0,-1.73472347597681e-18,0,0,0,0.0625734760290185,-0.0295484658088966,0,0.0185342741782606,0.0144395933442504,0,0,0,0,0.0619210934756593,0,0,0,0,0,0.145654849774206,0,0,0,-0.0132691668596323,0.00432292793295953,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.358712213380238,0,0,0,0.0603856026315572,0,0,0,0,0,0,0,0.0499851588653007,0,0,0,0,0,0,0,0.0283514962406383,0,0,0,0,0,0,0.0387340270175629,0,0.0990282146119907,0,0.0887320280254066,0.0842702502054672,0,0,0.00804103204585462,-5.83967243383462e-05,0,0,0,0,0,0
X002415.SZ,0,0,0,0.101068942659841,0,0,0,0,0,0,0,0,0,0,0,0.269471575461006,0.0074799669166957,0,0,0,0,0,0,0,0,0,0,0,0,0.0754077585066246,0.0963194567227804,0,0,0,0,0,0,0.0231336631926669,0,0,0,0,0.0665300328443364,0,0,0,0,0,0,0,0,0,0.00854659015566153,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0286647060647558,0,0,0.0245168398425894,0,0.0418764115397013,0,0,0,0,0,0,0.00339233112492632,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.136431411491082,0,0.0338488690421639,-0.0392346830081359,0,0,0,0,0,0,0,0,0,0,0,0.0892180133830779,0,0.109457693240915,0,0,0,0,-0.0612225783798736,-0.015237342619107,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.051253852305786,0,0,0,0,0,0,0,0,0,0.130312065960435,0,0,0,-0.0320080819977364,0,0,0,0.107824319121594,0,0,-0.0439421511812517,0.170427642693604,0,0,0.0253248309809424,0,0,0,0,0,0,0.0364249916004151,0,0,0,0,0,0,0,0,0,0,-0.0183259184725227,0.00229656771601336,0,0,0,0,0,0
X000568.SZ,0,0.320340717433725,0,0,0,0,-0.099614641051834,0,-0.254233309701671,0.524436202744635,0,0,0,0,0,0,0.0806402906661201,0,0,0.0795535611902695,0,0,0,0.0681505918800554,-0.057404840845911,0,0,0,0,0,-0.0245204393270022,0,0,0,0,0.000450971436308692,0,0.0241575933956794,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0.0520337511211431,0,0,0,0,8.67361737988404e-19,0,0,0.395391473646961,0,0,0,0,0,0,0.078175214980038,0,0,0,0.0136972159987711,0,0,0.353704686697022,0,0,0,-0.0264238643593383,0,0.0230349833978062,0,0,-0.022887318815261,0,0,0,0,0,-0.033210791105376,0,0,0,0,-0.0148259091687298,0.0250680941438131,0,-0.0278964683196891,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.314712581088901,0,0,0.348752424435253,0.0403832106883207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407275456239527,0,0,0.0723122833558164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000269855145115471,0,0.0352170417363959,0,0.0161193510192705,0,0,0,0,0,0,0
