,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X300003.SZ,X300124.SZ,X002008.SZ,X601877.SH,X002456.SZ,X000625.SZ,X600487.SH,X600066.SH,X600809.SH,X600271.SH,X000100.SZ,X600867.SH,X002294.SZ,X002241.SZ,X600522.SH,X600566.SH,X300136.SZ,X000981.SZ,X002508.SZ,X002179.SZ,X000050.SZ,X300142.SZ,X000157.SZ,X600089.SH,X600498.SH,X000977.SZ,X002049.SZ,X000661.SZ,X600707.SH,X600177.SH,X600584.SH,X000596.SZ,X002180.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.376180772828217,0.147056209617349,0,0.113150301338707,0,0,0.0337157697965199,0,0,0,0,0,0,0,0,0,0.0618670935258358,-0.0899901630525812,0,0,0,0,0,0,0,0,0,0.0162542423311854,0,-0.00194554834521911,0,0,0,0,0.0176697600223892,0,0,0,0,0,0,0,0,0,0,0,0,0.0129824871091981,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.251877562205087,0,0,0.145216145795526,0.145931384198465,0,0,0,0,0,0,0.0903796918937371,-0.0854062504481049,0,0,0,-0.00557039860366744,0,0,0,-0.207019840779897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.206697051609735,0,0,0,-0.0214536404522102,0,0.0756315385535332,0,0,0,0
X002415.SZ,0,0,0,0,0,0.119345862538825,0,0.0363804888153051,0,0.185975523255777,0,0,0,0,0.173619181306798,0,0.0451728828488478,0.000789535573886039,0,0,0,0,0,0.256356132685218,0,0.00804299870878225,0,0,0,0,0,0,0,0.131571689893957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0113153911160675,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.319753967385653,0,0,0,0,0.200288295731774,0,0,0,0,0,0,0.073168901392805,0,0.0232783409127236,0,-0.0025146784898754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108144838067258,0,0,0.16491743883537,0,0,0,0,-0.0238873635689722,0,-0.0395830941649729,0,0,0,0,0,8.51158857389337e-05,0,0,0,0,0,0,0
X000858.SZ,0.170656117540583,0,0,0.198127871999052,0,0,0,0,0,0,0,0.575525482748147,0,0,0.0320806520069136,0.00715989172143799,0.0184940654403406,0,0,0,0,0,0,0,0,0,0,-0.00106651564576376,0,0,0,0,0,0,0,0,0,-0.0495230223839636,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130284262821357,0,0,0,0,0,0,0
X600276.SH,0,0,0.0351816649782224,0.1919728717455,0.0167672627698943,0,0.267591814432739,0,0,0,0.0623930035301218,0,0,0.0793465686932313,0,0,0,0.0714967524853945,0,0,0,0,0,0.109937330514548,0,0.0307849538302693,0,0,0.0445062294855301,0,0,0,0,0,0,0.0333023838276368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00416630039759512,4.33680868994202e-19,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.196169968891931,0,0,0,0,0,0,0.0400321080089151,0,0,0,0,0,0,0,0,0,0,0,0.305760128713924,0,0,0.079055610755705,0,0,0,0,0.0089666048084826,0,0,0,0,0.489797896364145,0,0,6.93889390390723e-18,0.105203823791528,0,0,0,0.0884615803377083,0,0,-0.0160188282207962,0.0260148401992556,0,0,0,0,0,0
X002304.SZ,0.148417541566542,0,0,0,0.150641426097918,0,0,0,0,0,0,0.362570575543801,0.0228841597711982,0.115369045655949,0,0,0.117604146708395,0,0,0,0,0,0,-0.0638092100243238,0,0,0,0,0,-0.10454608406488,0,0,0,0,0,0.28362117535846,0,0,0,0,0,0,-0.109731053595158,0.139396403687562,0,0,0,0,0,0,0,0.00644549204864648,-0.012865196835476,-0.0380640665243386,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.37009034980798,0,0,0,0,0,0,0,-0.0657186951801549,0,0,-0.0188845575391328,0,0,0,0,0,0.253160989932581,0,-0.0445757829745926,0.114873740219817,0.267448630006159,-0.193514410484296,0.0971684303289793,0,0,0.222503994153797,-0.0343045011301313,0,0,0,0,0,0.174943347092178,0,0.223633646891527,0.0555092791999613,0,0,0,0,0,0.177588111592808,0,0,-0.0145386835972663,0.0324512589853355,0,0,0,0,0,0
X600690.SH,0,0,0,0.192087740904264,0.420751625834312,0,0,0.15560596984865,0,0,0,0,0,0.0113346268037109,0,0,-0.0412433488929208,0,0,0,0,0,0,0,0,0,0,-0.0405141818681477,0,0,0,0,0,0,0,0.048766428654257,-0.0774241203899644,0,0,0,0,0,0,0,0,0,0,0,0,0.0887272589755116,0,0,0.0014623865752018,0,0,0,0,0,0
X600703.SH,0,0,0.214978671931489,0,0,0,0,0,0,0,0,-0.201858391260295,0.149714420800356,0,0.188303948595215,-0.198598572448936,0,0.157540224921479,-0.143679217637956,0,0.0905247018030377,0.00167954120694727,0,0.207457716627255,0,0,0,0,0,0,0,0.13547023076558,0,0,0,0,0,0,0,0,0,0,0,0.0409296695625654,0,0,0,0.245123655914999,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0
X000568.SZ,0,0,0,0.0158021911642839,0.515651689000966,0,0,0.0902214130179938,0,0,0,0,0,0,-0.0528862724938049,0.104166409784355,0,0,0,0,0,0,0,0,0,0.0474049356452269,0,0,0.0574528799584295,0,0,0,0,0.00176940733840976,0,0,0,0,0,0,0,0,-0.0307712992758266,0,0.185970004536885,0,0,0,0.0877319512014814,0,0,-0.00635579062835444,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.00278623120551189,0,0,0,0.00644456597839293,0,0,0,0,-0.00987268848811117,0.12086057828304,0.310306828147689,0,0,0,0,0,0,0,0,0,0,0.0458135307245816,0.0365663280402355,0,0,0,0,0.0521803379223048,0,0,0,0,0.0144236807969094,0.0769199112068736,0,0,0,0,0,0,-8.470329472543e-22,0,0,0,0,0,0,0
X600741.SH,0,0.735678946637693,0,0,0,0,0,0,0,0,0,0.140222171197066,0,0,0,0,0,0.0536442943614992,0.111618828072561,0,0,0,0,0,0,0,-0.161803014296891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027395058868612,0,-0.120695384982775,0,0,0,0,0
X002236.SZ,0,-0.0337384018394477,0.423391853446756,0,0.240038827920358,0,0,0,0,0,0,0,0,0,0,0.246971943357456,0,0,0,0.428335297056316,0.0913913956087982,0.193384723994971,0,0,0,0,0,0,0,0,0,0,0,0.0559022361770001,-0.185959498339594,0,0.0683439448548108,-0.103431758682822,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00768969994882109,-0.0173056144731682,0,0.329379036191633,0,0,0,0
X000338.SZ,0,0,0.184540731114145,0,0,0,0.196377609852693,0,0,0,-0.17026112644238,0.0436621788353123,0,0,0.00243574299001495,0,0.455597485287348,0,0.0943973245752926,0,0,0,0,0,0,0,0.128950341405027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110861024040516,0,0,0,0,0.0296889853499825,0,-0.0126670108894794,0,0,0,0,0,0,0
X600031.SH,0.21636260101366,0,0,0,0.0879794908345621,0,0,0.0374775501412111,0,0,0,0,0,0.162004171669182,0,0.265606223415152,0,0,0,0,0.0688232399671979,0,0,0.0449911279709887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0518497629635131,0,0,0,0,0,0,-0.0410064779786892,0.0317653183383073,0,0,0,0,0,0
X300003.SZ,0,0,0.0204386077652021,0,0,0.202771645703502,0.0482811331148688,0,0,0,0,0,0,0,0,0.153151909053525,0,0,0,0,0,0,0,0,0,0,0,0,0.307369242104224,0,0,0,0,0,0,0,0,0.0199510542589137,0,0,0,0,0,0.144151557498049,0,0,0,0,0,0.0313657257658591,0,0.0118526872824684,0.0207771185120465,0,0,0,0,0,0
X300124.SZ,0,0,0,0.0878842670222212,0,0,0.00485200316010751,0,0,0,0,0,0,0.0452133253582609,0.0535983724421946,0,0.06921130056483,0,0,0,0,0,0.140597038106053,0,0,0,0,0,0,0,0.0572464212583165,0,0,0,0,0,0,0,0,0,0,0,0.201055346273682,0,0,0,0,0.150638778763911,0,0,0,-0.0090183116947484,4.33680868994202e-19,0,0,0,0,0,0
