,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X600741.SH,X000568.SZ,X000338.SZ,X002475.SZ,X002241.SZ,X000100.SZ,X600066.SH,X002236.SZ,X600118.SH,X600271.SH,X002456.SZ,X601877.SH,X000157.SZ,X600177.SH,X300124.SZ,X600372.SH,X600522.SH,X002007.SZ,X002085.SZ,X600089.SH,X000981.SZ,X300003.SZ,X002508.SZ,X002294.SZ,X600867.SH,X600699.SH,X000559.SZ,X002180.SZ,X000066.SZ,X002292.SZ,X000623.SZ,X300136.SZ,X600498.SH,X002074.SZ,X002426.SZ,X002506.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0146642598437284,0,0,0,0,0.100593597948937,0,0,0,0,0,0.155143682502702,0,0,0,0,0,0.187848723900715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.0504055331591057,0.00252269461113895,0,0,0,0,0,-0.00646564400068402,0.00459876972587961,0,0,0,0,0,0
X600104.SH,0,0,-0.013023844533927,0,0,-0.0832358802189156,0,-0.0170404525664579,0,0,0,0,0,0.818523986350184,0,0,0,0,0,0,0,0,0,0.149042560186911,0,0,0,0,0,0,0,0,0,0,0,0.0498216056162756,0,0,-0.0676046995746553,0,0,-0.0908880569259258,-0.0759488429054041,-0.0147866707912967,-0.135715404959925,0.0116949781683727,-0.0666158963601767,0,0,-0.0427238813712077,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0841677524966058,0,0,0,0.0346387648265778,0,0,0,0,0,0,0,0.0481946968594138,0,0,0,-0.0853409181513917,0.117960578574551,0.0259883836412886,0,0,0,0,0,0,0,0,0,0,0,-0.158076285438375,0,-0.0489680871094122,0,0,0,0,0.0564103790559627,0,0.29509289350276,0,0,0,-0.0809125084227383,0,0,-0.0135927904295988,-0.0145012981852144,0.00824757724922267,0,0,0,-0.0467966783065377,0,0
X000651.SZ,0,0.231396457978593,0,0,0,0,0,0,0,0.160832013577537,0.689632948336363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22468685382514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.324896350250659,0,0,0.372337333261035,-0.0921593664950573,0,0,0,0,0,0.0036010492805226,0.0182193173142569,0,0,0,0,0,0
X000858.SZ,0.0561207980860767,0,0,0,0,0,0,0,0.0115206366655049,0,0,0.11231575363819,0.00613939382190234,0,0.240272885786493,0,0,0,0,0.038971793172661,0,0,0,0,0.105072573062635,0,0,0,0,0,0,0,0,-0.0467409270264547,0,0,0,0,0,0,0,0,0,0,0.11706064842501,0,0,0,-0.00976087548406741,0,-0.00150852124628116,0.00919586959426726,0,0,0,0,0,0
X002304.SZ,0,0.124720860530734,0,0,0,0,0,0.00442068616650823,0,0.128973573504878,0,0,0,0.22666652672748,0.212977431132461,0,0,0,0,0,0,0,0,0.0672664291309092,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042116607391289,0,0,0,0.0654509924167229,0,0,0,0,0,0,0,-0.0947942744433119,0.00495664252910077,1.35525271560688e-20,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.0539470399628259,0,0,0.0701931661814377,0,0,0,0.177880003750793,-0.0708891972297777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287136953941215,0,0,0,0,0,0,0,-0.0817759694563703,0.024651273195661,-0.00415642690117893,0,0,0,0,0,0
X000725.SZ,0,0,0,0.136626422493994,0,0,0,0,0,0.0569776188036012,0,0,0,0,0.176660239619143,0,-0.307989875198363,0,0.263021252062398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0694055379395082,0,0,-0.0720096228042352,0.105676838012343,0,0,0,0,0,0.0585583550570305,0,0.012054493799771,-0.0341259818230244,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0948785882604064,0,0,0,0.0162654178079572,0,0,0,0,0.0998122354783869,0.44240200832961,0,0,0,0,0,0,0,0.0760604659895222,0,-0.0346847537653938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010805592741665,0,0,0,0,0,0,0,-0.00248033516611305,0,0,0,0,0,0
X000063.SZ,0.0763369901187919,0,0,0.237963073972772,0,0,0,0,-0.0354157426770171,0,0,0,0,0,0,0.0839682939629346,0,0,0,0,0.109543089593581,-0.221440076688019,-0.195578798439542,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.00448735029137686,0.0420556258372885,0,0,0,0,0.073078753849085,0,0,0,0,-0.0771755514499214,0,0.0823856688434894,0.131651258107688,-6.93889390390723e-18,0,0,0.00926805346687299,0,0,0,0,0,0
