,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X600690.SH,X000568.SZ,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X000625.SZ,X300124.SZ,X002371.SZ,X000725.SZ,X000338.SZ,X002304.SZ,X000063.SZ,X000596.SZ,X600031.SH,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X600741.SH,X600372.SH,X000977.SZ,X600066.SH,X002028.SZ,X002241.SZ,X002049.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X002129.SZ,X601877.SH,X000800.SZ,X600566.SH,X600183.SH,X601799.SH,X002223.SZ,X600060.SH,X600177.SH,X600418.SH,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.261285759538526,0.111179152586812,0,0.130102608630408,0,0,0.153018093413128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0678194365181783,0,0,0,0,0,0,0.0435142184771946,-0.00981517655605111,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.498808479056496,0,0,0,0,0,0,0,0,0,0.119875563677322,0,0.0328136801199137,0,0,-0.00912278271154261,0.00475870453513188,0,0,0,0,0,0,0,0.0420176567777397,0,-0.0352978343289526,0,0,-0.0216368198789806,0,0,0,0.0377866131188639,0,0,-0.0278228085682523,0.0438457799388617,0,0,0,0,0,0,0,-0.0415607007484304,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.140914443874196,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200013331644683,0,0,-0.0787283392938651,0.077824131838061,0.0816020852520922,0,0,0,0,0,0,0,0,0.0125796387856674,0,0,0.0567179922519042,0,0,0,0.0880024234927515,0,0.0711457777730465,0,0,0.0151882716957135,0,0.0234019489422662,0,0,-0.0181280031486823,0,0,0,0,0,0,0
X600809.SH,0.452843988800733,0,0,0,0,0,0.0418840414149138,0,0,0,0,-6.93889390390723e-18,0.198736119676293,0.0374448784320496,0,0,0,0,0.267656451273814,0,0,-0.0992928761467366,0.105244912041543,0,0,0,0,0,0,0.0604691471704655,0,0.055873115793763,0,0,0,0,0,0,0,0,0,0,0.0586157468527597,-0.264579148063536,0,0,0,0,0,0,0,-0.00942796441839878,0,0.102136071092804,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0654034015387611,0,0,0,0,0.248706760690806,0,0,0,0,-0.130786287807762,0.0518895516342418,0,0,0,0,-0.0240102036058398,0.0715943206611579,0.0643177968420127,0.203556965447608,0,0,0,0.236908085169792,0,0.304870307387355,0,0,0,0,0,-0.181243572753045,-0.00760164409268996,0,0,0,0,0,0,0
X600690.SH,0,0,0.0996372001572177,0,0,0,0,0.189878998543468,0,0,0,0,0,0,0,0,0.0963443972745654,0,0,0,0,0,0,0,0.101197771123824,0,-0.124016741908373,0,0,0,0,-0.0306679815064189,0,-0.0195696562339516,0,0.222502936089606,0,0,0,0,0,-0.00841687624335906,0,0.0516022615124289,0,0,0,0,0,0,0,-0.0179126461923067,0,-0.0297647071665749,0,0,0,0,0
X000568.SZ,0,0.794666925201928,0,0.143670935458152,0,0,0,0,0,-0.00818918827592833,0,0,0,0,0,0,0,0,0,0,0.0902233049608849,0,0.164050641481168,0.0693946088156745,0,0,-0.155748727185176,0,0,0.0285855486860012,0,0,0,0,0,-0.0491775919577741,0,0.0197506233835852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211464709822949,0,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0793752337320385,0.310815988266939,0.0567925681312656,0,0,0,0,-0.118625709381141,0.134244558800009,0,0,0,0,0,0.108505440231019,0,0.122706919752582,0,0,0.230921848729708,0,0,0,0,0,-0.0237758258370939,0,0,0,0,0,0.0834461114113445,-0.127529658314127,0,0,6.93889390390723e-18,-0.233883224255709,0,0,0.0623834262004933,0,0,0,0,0,0,0,0.0009532611049728,0.0401806787103467,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,-0.257232225852591,0,0,0,0,0,0,0,0,0,0,0.079021496870999,0,0,0,0.0304216910172112,0.074620741172089,0,0,-0.0743845883164878,0,0,0,0,0,0,0,0,0,0.12394529809649,0,0,0,0,0,0,0.354667457496646,0,0,0,0.0695959200039052,0,0,0,0,0,-0.105809781131024,0,0,0,0,0,0
X002475.SZ,0.293119569596786,0,0,0,0.00315346872285706,0,0,0,0,0,0,0.00425536914346858,0,0,0,0,0,0,0,0,0,-0.0145376199982059,0,0,0.219902902750184,0,0,0,0,0,-0.114814109425017,-0.113353710011913,0,0.289263877550634,0,0,0,0,0,0,0,0,0,0.212271531867998,0.16079714567305,0,0,0,0.0835415249779005,0,0,0,-0.0513930421783754,-0.255393873079693,0,0,0,0,0
