,X600519.SH,X000858.SZ,X002475.SZ,X600276.SH,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X002371.SZ,X000063.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600418.SH,X002179.SZ,X000977.SZ,X002463.SZ,X600584.SH,X600089.SH,X000157.SZ,X600066.SH,X600183.SH,X600703.SH,X600372.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X000921.SZ,X002156.SZ,X600460.SH,X600839.SH,X002281.SZ,X000800.SZ,X601799.SH,X000988.SZ,X600487.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.033991964965654,0,0,0,0,0.0330965103285817,-0.00234362757868863,0,0.258823093040052,0,0,0,0,0,0,0.186061949681252,0,0,0,0,0,-0.027992793502356,0,0.0810253500724198,0,0,0,0.00816305575220395,0,0,0,0,0,0,0,0,-0.0253502220391272,0,0,0,-0.0190799756398227,-0.0180549372871551,0,0.00341826204734512,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0.0438378947170227,0,0.00534329751484815,0,0,0,0,0.286228593558129,0,0,0,0,0.475197280473757,0,0,0,0,0,0,0,0,0,0.0187114605332432,0,0,-0.0648167689311596,0,0.0294387734822979,0,0,0,0,0,0,0.0981671998418986,0,0,0,0,0,-0.0363453757355015,0,0,0,0.0192694418334513,0,0,0,0,0,0,0,-0.00159782660128378,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.125356829329257,0,0,0,0,0,-0.00248739714007597,0,0,0,0.0341355860906784,0,0.284369904767828,0.0286313354637021,0,0.0666054581433963,0.124319666338297,0,0,0,0,0,0,0,0,0.0864015533083396,0,0,0,0,-0.0459010115754521,0,0,0,0.0709137490610347,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,-0.0265426600690046,0,0,0,0,0,0,0,-0.0373361829690321,0,0.0911475654020525,0,0,0.157708427894605,0,0.101359935312339,0,0,0,0,0,0,0,0,0.203908553018226,-0.136450656200366,0,0,0,0,0,0,0.00822625759021693,0,0.0762058346302423,0,0,0,0,0,0,0,0,0,0,0.030360209606233,0,0.0214079745473764,0,0,-0.0957209287144553,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0797680738515388,0.038745050833062,0.137701657661025,0,0,0,0.00281972034093187,0,0,0,0,0,0,0,0.0196343193869853,0,0,0,0,0,0.111107468120115,0,0,0,0,0,0,0,0,0.0235798355431921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121321186440728,-0.010883393096072,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0938702700199154,0,0,0,0.0435608115624037,0,0,0,0,0,0,0,0,0,0,0,0,-0.121840489222929,0,0,0,0,0,0,0.279909740711768,0,0,0,0.112816436193068,0,0,0,0,0,-0.0153864863873644,0,-0.0351516041062461,0,0,0,0,0,0.114194101250714,0,-0.0016216183034412,0,0.0180663203128888,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.041349498562115,0,0,0,0,-3.46944695195361e-18,0.0406820032617892,0,0,0,0,0,0,0,0.032795109910491,-0.0222644945890038,0,0,0,0,0,0,0,0,0,0.069941819644949,0.231741135806735,0,0,0.115691762135423,0,0,0,0,0,0,0.331001300826448,0,0,0.0280896217860177,0,0,0,0,0,0,0.0165249568916089,-0.00279938918255978,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0.0260806495967628,0,0,0.526844125963038,0,0,0,-0.0040274722558127,0,0,0.24735127128456,0,0,0,0.00403228936544334,0,0,0,0,0.0327092937576801,0,0,0,0,0,0,0,0,0,0,0,0,-0.0319126783543052,0,0,0,0,0,0,0,0,0.0271615682242032,0,0,0,0,0,0.0516518636853137,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,-0.0178061447578622,-0.00684129284099062,0,0.367588662639819,0,0,0,0,0,0,0,0,-0.0752710581148398,0,0.0535428199494259,0.225065098307672,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.141718293620801,1.73472347597681e-18,0,0.181692425973609,0,0,0,0,0,0.0295063967433952,0,0,-0.00910019129615825,0,-0.0865825948173217,0,0,0.0422223098626707,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.118855643981988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.286493397712658,0,0.141984360263966,0,0,0,0.0603557987254508,0,0,0,0,0.433518189202233,0,0,0,0.066640578114697,0,0,-0.212991212522836,-0.0536646135381658,0,0,0,0.0868970312230592,0,0,-0.00435961139964303,-0.040436354412402,0,0,0,0,0,0
