,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X600031.SH,X002475.SZ,X600703.SH,X000568.SZ,X600741.SH,X000338.SZ,X000063.SZ,X300003.SZ,X600271.SH,X601877.SH,X002456.SZ,X002236.SZ,X600809.SH,X300124.SZ,X002008.SZ,X600867.SH,X600487.SH,X000596.SZ,X000100.SZ,X000625.SZ,X600066.SH,X000661.SZ,X600566.SH,X000977.SZ,X002294.SZ,X600498.SH,X000157.SZ,X300142.SZ,X300136.SZ,X002179.SZ,X000981.SZ,X002180.SZ,X002007.SZ,X300146.SZ,X002241.SZ,X000050.SZ,X000869.SZ,X600779.SH,X002049.SZ,X600522.SH,X600089.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.472649438420094,0,0,0,0,0,0,0,0,0,0,0,0,0.012268801836688,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570044274808915,0,0,0,0,0,0,0.0235883561881098,0,0,0,0,0,0.0787652303509783,0.0224306291475398,0,0.00974400102696389,0,0,0,0,0.00364465658284595,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.00462185804905542,0.136118463915044,0,0,0,0,0.134802349069085,0,0,0,0.23096266209965,0,0.0171271306832081,0,0,0,0,0,0,0,0,0,-0.039226595172574,0,0,0,0,0,0,0,0,0,0,-0.0507044513529724,0,0,0,-0.0944926971914717,0.0247656414551032,0,0,0,0,0,0,0,0,0.048011478902666,0.0136173436395828,0.046195224768533,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.154629978998707,0,0,0,0,0,0,0,-0.105076260555321,0,0,0,0,0.249073292876671,0,0,0,0,0,0,0,0,0,0,0,0.0548781779239142,0,0.123485832777772,0,0,0.0481301916382507,0,0,0,0,0,0,0.0503123779756725,0.0311234104050994,0.16086611080011,0,0,0,0.0408178869869769,0.0163221976045845,0.0402893425359323,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.0298530252857725,0.309236958548214,0,0.120673292471368,0,0.0628224013713522,0,0,0.0623008960823047,0,0,0,0,0,0,0.0868673354237911,0,0,0.116314247557104,0,0,0.165321712979836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0121098685297743,0,0,0,0,0.00846685147935433,0,0,0,0,0.0149400890280471,-0.0152483912824958,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.249536012314216,0.0646072946962952,0,0,0,0,0.0438061166979713,0.0145724614890925,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421014580433296,0,0,0,0,0,0,0,0.0680017171289219,0,0,0,-0.0740932232727851,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0.0269812494239632,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112574209534005,0,0,0,0,0,0,0.0980156489985767,0,0,0.0909316404453757,0.0124969939588033,0,0,0.119502037309056,0.348767834705718,0.017409489395229,0,0.16790999076351,0,0,0,0,0,0,0,0,0.109397858907178,0,0,0,0.0243979154108461,0,0,0,0,0.013721937490013,0.0277103091609253,0,0,0,0,0,0
X002304.SZ,0,0,0,0.361359121850699,0,0,0,0,0,0,0,0,0.201630357364812,0,0.00926990378371594,-0.086950316077858,0.310051779909125,0,0.0717593812379068,0,0,0.163344461179284,0.152231881206826,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0894240584907347,0,0,0,0,0,-0.0889417827693662,0,0,0,0.039656801808927,0,0,0,0,0.0155449553302336,0.016100006701753,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0440337950355131,0,0,0,0,0,0,0,0,0,0.187459187646527,0,0,0,0,0.0618171158267226,0,0,0,0.0598800554989682,0,0,0.147191527983944,0,0,-0.155088476291017,0,0.0261784205511777,0,0,0.0979494065521857,0.220203758382373,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.422984994525669,0.119833997859278,0,0,0,0,0,0,0,0,0,0,-0.109780701964986,0,0,0,0.204606927327249,0.0340514555762382,0,0,0,0.0866412737474973,0,0,0,0,0,0,0,-0.0927559820114811,0,0,0,-0.0624517144070763,0,0.0437980539163681,0,0,0,0,0,0,0.234618501466084,-0.0561621603737722,0,0,0,0,0.0057064888864427,0.00887714105601621,0,0,0,0,0,0
X600031.SH,0,0.178735117822718,0.512848686942626,0,0,0,-0.0832421895034604,0,0,0,0,0,0,0,0.125048322017651,0,0,-0.00781664828189613,0,0,0.0336244924221884,0,0,0.110749946573631,0,0.00479554535191965,0,0,0,0,0,0,0,0.0190933287936301,0,0,0,0,0,0,0,-0.220617996480519,0,0,0,-0.0313853979690683,0,0,0,0,0.0360724935231834,0.00257677244794736,-0.0370323142167375,0,0,0,0,0,0
X002475.SZ,0,0.130635199855829,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0.636298725398778,0,0,0.0456096621161486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936603360491034,0,0,0,0.0541736367193765,0.0537687361605234,0,-0.105664430522142,0,0,0,0,0,0,0.00663097050049805,0.00842418864807311,0,0,0,0.0994658865093893,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0671886081083309,0,0,0.0855338287246397,0.0807572947653412,0,0,0,0,0,0,0.0659569045578186,0.0788785111979918,0.0471523528452618,0.0660877104588019,0,0,0,0,0,0,0,0.170197058828235,0,0,0,0,0,0.0167973882057823,0,0,0,0.0547309126623334,0,0,0,0,0,0,0.00412779054837135,0,0,0,0,0,0,0
X000568.SZ,0,0,0.0512234000336325,0,0,0.103305003920372,0.0898252872463709,0,0.1825395279753,5.42101086242752e-20,0,0.0980900154208217,0,0,0.0881268361970495,0,0,0,0,0,0,0,0,0,0,0,0.28649165588614,0,0,0.05333995526053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0110107985378267,0,0,0,0,0,0.00404762516171826,0.00783371076555649,0,0,0,0,0,0
