,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X000651.SZ,X002475.SZ,X002304.SZ,X000568.SZ,X600104.SH,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X300124.SZ,X003816.SZ,X000338.SZ,X000625.SZ,X600703.SH,X002241.SZ,X300014.SZ,X000596.SZ,X000100.SZ,X600741.SH,X002371.SZ,X000157.SZ,X002007.SZ,X002179.SZ,X002129.SZ,X601877.SH,X002049.SZ,X600584.SH,X600183.SH,X002236.SZ,X002414.SZ,X300142.SZ,X000800.SZ,X601799.SH,X300003.SZ,X000066.SZ,X300136.SZ,X300146.SZ,X000977.SZ,X002074.SZ,X002008.SZ,X002456.SZ,X002185.SZ,X002508.SZ,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.542775506186068,0,-0.109179141213363,0,0,0,0,0,-0.116075888434278,0.157697744215652,0,0,-0.0348193875015376,0,0,0,-0.0323871448829904,0,0,0,0,0,0,0,0,0,0,0,-0.0564244915033062,0,0.0593388993602807,0,0,0,0,0,0,0,0,0,0.011594361901804,0,0,0,0,0,0,0,0,0,0,0.0217383709556603,0,0,0,-0.00128094558865193,0,0
X000858.SZ,0.111376121516964,0,0,0,0,0,0.134000387936063,0.184721908747811,0,0,0.0790773089554516,0,0,0,0,0,0,0,-0.000217412050610189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0078460573422759,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,-0.00152556196455889,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.0377546998373625,0,0,0,0,0,0,-0.131753260358211,0,0.067439428758548,0,0,0.0463281015859247,0,0,-0.0082702727508931,0,0.111869233613996,0,0,0,0,0,0,0.0315032918750556,0,0.0744046417134532,0,0,0,0,0.0226359945395645,0,0,0.133606278982676,0,0,0,0,0.123816628212052,0,-0.0083563133153094,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0562950314000216,0,0.0770851200566738,0,0,0,0,-0.096387275888255,0,0.00795873538855146,0,-0.061121455483177,0,0,0,0.0297905330915248,-0.114707628931826,0,0,0.0595318910110387,0,0,0,0,0.123539311745551,0,0,0,0,0,0,0,0,0,0.00998048374049709,0,0,0,0,0.136735873253326,0,0.0267108961656721,-0.0288386256239288,0,0,0,-0.00311423054314954,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0966193131652346,-0.0268503344320672,0,0,0,0,0.0101923241868329,0,-0.0386699320105833,0,0,0,0,0,0.163002817588762,0,0.205199167108851,0,0,0,0,0,0.0440700615367667,0,0.0972302550416311,0,0,0,0,0,0,0,0.0247172047121909,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,-0.0257637063709439,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.020929785726976,0,0,0,0,0,-0.0398242117891016,0,0.386878459377221,0,0.0612469128027192,0,0,0,0,0,0,0.0132090945339817,8.65123328822916e-05,-0.0359310958791054,0,0,0,0,0,0,0,0,0,0.192463743363408,0,0,0.0474219179901476,0,0.194597353150468,0,0,0,0,0.0279178788712219,0,0,0,0,0.00112141910093244,0,0
X002304.SZ,0,0,0,0,0,0,0,0.1861043490136,-0.0887309514109403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205567997281482,0.173775708524724,0,0,0.0295131672145282,0,0,0,0.0813772795592655,0,0,0.28122008532928,0,0.0420867303292701,0,0,0,0,0.016456810331022,0,0
X000568.SZ,0,0.505699016560934,0,0,0,0,0.253753113092661,0,-0.00565003453100957,0,0.160318897059515,0,0,-0.0543211868003517,0,0,0,0,-0.0476010678785559,0,0.00528152684170138,0,0.0518624978171419,0,-0.161965857499392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0765449667289038,0.322331013615889,0,0,0,0,0,0,0,0,0.00164533420607874,0,0,0,0,0.00346016482836545,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,-0.0912287706457024,0,0,0,0,0,0,0.189158960540733,0.151324837113855,0,0,0,0,0,0.0960309630951913,0.125126450308567,0,0,0,0,0,0.0677853540202615,0,0,0,0,0.0322676474855024,0,0,0,0,0,0,0,0.112211169476807,0.0474647091620173,0,0,0,0,0,0,0,0,0,0,-0.0239579725229421,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0600380163968287,0,0,0,0,0.0312556392360242,0,0,0.092105684790305,0,0,0,0,0.179746373081533,0,0,0,0,0,0.00296088498037879,0,0,0,0,0,0.201705207957377,-0.0916531194453246,-0.100832120471398,0,0,0,0.141680660677324,0.0133707118981677,0,0,0,0.250670375281863,0,0.0302275615118965,0,0,0,0,0.0167277091812214,0,0
