,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X002304.SZ,X000858.SZ,X000063.SZ,X600276.SH,X600031.SH,X000100.SZ,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600703.SH,X600089.SH,X600066.SH,X600271.SH,X600118.SH,X601877.SH,X000550.SZ,X000581.SZ,X002236.SZ,X600177.SH,X002475.SZ,X600582.SH,X000800.SZ,X000568.SZ,X000623.SZ,X002129.SZ,X000559.SZ,X300124.SZ,X600060.SH,X002294.SZ,X000050.SZ,X000977.SZ,X002456.SZ,X000869.SZ,X000400.SZ,X002465.SZ,X300146.SZ,X002292.SZ,X300003.SZ,X600839.SH,X002007.SZ,X600312.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.282043024388457,0,0,0,0,0,0.107272667617973,0,0,0,0,0.296745270561089,0,0,0.190934856225825,0,-0.0118688845950995,0,0,0.0376351596637269,0,0,6.93889390390723e-18,0,0,0.0443804560266185,0,0.164001601913692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00653262401584581,0,0,0,0,0,0
X600519.SH,0,0,0.114092616319185,0,0,-0.0462412875719941,0.0629730073239501,0.243784290078321,0,0,0.0121022913907701,0,0.0642748364247758,0,0,0,0,0,0,0,0,0,0,0.102295873488637,0,0,0,0.00125201912735568,0,0,0,0,0,0,0,0,0.00830918419349869,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872513654758148,0,0,-0.0017733391323577,0,0,0,0,0,0
X000651.SZ,0.032446383912453,0,0,0.208415714084689,0,0.190605591172308,0,0,0,0,0,0.0662220815377723,0,0.029146208856861,0,0,0,0,0,0,0,0.0431957598328359,0.00393155919324111,0,0,0,0,0,0,0,0,0,0,0,0,0.0590152758723716,0,0,0,0,0,0,0,0,0,0,0,0,0.227130852190976,0,0,-0.00454820651976857,-0.0140212524474737,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.153494031818502,0,0,0,0.197781709180249,0,0,0,0,0,0.0212521351112319,0.13477667829188,0,0,0,0,0.110385220063,0,0,0.0867507753007729,0.0336921546574889,0.0513567335991315,0,0,0.0540391488133004,0,0,0,0,0,0,0,0.088067323717788,0,0.0250773137616722,0,0.112408791863561,0,0,0,0,0.00860721565182155,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.349014099488318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0761602739599973,0,0,0,0.0543980116591056,0,0.19256029165063,-0.162911689061403,0,0,0.110852832027248,0,0,0,0,0.0824851619574015,0,0,0,0,0,0,0,0,0,0.199677831033851,0,0,0,0.17537499940219,0,0,-0.00403658564987259,0,0,0,0,0,0
X000625.SZ,0.146422067308783,0,0.15348042492299,0,0,0,0,0,0.228441161672698,0,0,0,0,0,0,0,0.144332232657896,0,-0.117128179945304,0,0,0,0,0,0.195912660161596,0,0,0,0,0,0,0,0,0,-0.0286086645768291,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.93889390390723e-18,0.0125122598465579,0,0.138797277967268,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0,0.5666020489399,0.0247793040889091,0.0370542678391721,0,0,0,0,0,0,0,0,0,0,0.211293866689284,0,-0.0984367121585325,0,0.091122347628222,0,0.00837704073518614,0,0,0,-0.0178426299127975,0,0,0,0.00611645265966204,0,0,0,0,0,0,0,0,0,0,0,-0.0379230974021841,0,0,0,0,0,-0.0161988110631246,0,0,0,0,0,0
X000858.SZ,0,0,0.0299109823128259,0.0198625823353601,0,0,0,0,0.0821524993468988,0,0.0123900471730172,0.0809028524668895,0.0894469554492814,0.102897417803234,0,0.177513552320794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637354061392403,0.0278883090018682,0,0,0,0,0,0,0.0468696237809888,-0.0086968454159882,0,0,0,0,0,0,0,0,0,0,0,0,-0.00535796409682123,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0.163858508623429,0,0,0.183379855437496,0,0.0492948780706474,0,0,0.0770148811512808,0,0,0,0,0,0.0743759789846568,0,0,0.100152685793974,0,0.00476508187531932,0,0,0.0746690861904457,0,0,0,0,0,0,0,0,0,0,0.03869998508026,0,0,0,0,0,0,0,0,0,0.0124488103212386,0,0,0,0,0
X600276.SH,0,0,0.00670771649117717,0,0.186821670426311,0,0.0266410118909244,0,-0.142743535107241,0,0,0,0,0,0,0,0,0,0.0319901196939444,0,0.0971195883349509,0.0442826280291998,0,0,0,0,8.67361737988404e-19,0,0,0.00730525892557092,0,0,0,0.0964143608222826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00365198311929886,-0.00936084956013762,0,0,0,0,0,0
