,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X600276.SH,X003816.SZ,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000338.SZ,X000625.SZ,X000063.SZ,X300124.SZ,X002304.SZ,X000596.SZ,X000100.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X600089.SH,X000157.SZ,X002241.SZ,X600703.SH,X600372.SH,X600066.SH,X600584.SH,X000977.SZ,X600522.SH,X002236.SZ,X600741.SH,X002028.SZ,X600183.SH,X002049.SZ,X000921.SZ,X601877.SH,X600487.SH,X002223.SZ,X002180.SZ,X000661.SZ,X000800.SZ,X600418.SH,X002129.SZ,X000400.SZ,X002156.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.127355492085988,0,0,0,0.260572135220956,0,0,0,0,0,0,0,0,0.0442404880732669,0.172968012243516,0,0,0,0,0,0,0,-0.0546219276005401,0,0,0,0.00441183232324818,0,0,0,0,0.0152819554298666,0,0,0,0,0,0,-0.0722993643190874,0,-0.0422018480147869,0,0,0,0,0,-0.0146871841683326,0,0,0,0,0.0282512010329518,0,0
X000858.SZ,0,0,0,0,0,0.00445863943426859,0,1.38777878078145e-17,0,0.452657343214763,0,0,0.0185005126148977,0,0,0,0,0,0.133144286322513,0,0,0,0,0,0,0,0,0,0,0,0,0.0295013712490279,0,0,0.0358378041148531,0,0,0,0,0,0,0.0287872067298851,0,0,0,0,0,-0.0449911811173852,0.104293302785351,0,0,0,-0.0351210601076855,0,0,0,0.0486287458558644,0,0
X002415.SZ,0,0,0,-0.0283948369140604,0,0,0.102370455812589,0,0,0,0,0,0,0,0,-0.17131675813025,0,0,0,0,0.0812389578535034,0,0,0.010524382224668,0,0,0,0,0,0,0,0.00518820044590132,0,0.0318806517178781,0,0,0.0765227549169263,0.0511234248129846,0,0,0,0,0,0,0,0.0211292588035,0.118788693795668,0,0,0,0,0,0,-0.162724218340906,0,0,0.0105661949009101,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.0584940862823828,0.0894755524592651,0,0,0,0,-0.0214453201673555,0,0,0,0,0,0,0.100221933229184,0,0,0,0.352919688713354,0,0,0,0.013266098411968,0.1028716408154,0,0,0,0,0.114416881357641,0,0,0,0,0,0,0,0,0,0.0407001557278972,0,0.0206430635430279,0,0,0.0665959429678873,0.000707479799214882,-0.196147800421393,0,0,0,0,0
X600690.SH,0,0,0,0.0461991039267732,0,0,0,0,0.171497102549761,-0.00474478992482319,0,0,0,0.0296346732791074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00551046920009846,0,0,-0.0325487644485088,0,0,0,0,0.163651162217773,0,0,0,-0.152213623824326,0,0,0,0.00340160347634891,0,0,0,0,0.031478281599529,0.0434539298753493,0,0,0,0.13258369469285,0,0
X600809.SH,0.460961072327637,0.0620938110779238,0,0,0,0,0,0,0,0,0,0,0,-0.0876332032651044,0,0,0,0,0,0.0669563892619242,0,0,0,0,0,0,-0.0226251328143986,0,0,0.0336811477545724,-0.00488308467215175,0,0,0,0,0,0,0,0,0,-0.133107877614432,0,0.196342676036667,0,0,-0.000558988634890763,0,0,0,0,0,0,0,0,0,0,0.0237033680029189,0,0
X600276.SH,0,0,0,0,-0.210304423231596,0,0,0,0,0,0,0,0,0,0,0,0.0811820654717364,0,0,0.182587654011267,0.090799628763438,0.296851659466106,0.135870623102251,0,0,0,0,0,-0.458246132037563,0,0,0,0.196564525014439,0,0,0,0,0.0860935889124303,0,0,0,0,0,0.0456764387300928,0,0,0,-0.0241709322008813,0,0,0,0,0.0226312345583455,-0.056435887683455,0,0,0.0810054728319009,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,-0.219444428928063,0,0,0,0,0,0,0,0,0,0,-0.0443620782797232,-0.231056479726744,0,0,0,0,-0.020330300535472,0.0433986027497564,-0.0209242910772487,0,0.104714135417489,0,0,0.0467913754506407,-0.0457475157810383,0,0.0420529409183446,0,0,0,0,0,0,0,-0.0317677392092926,0.103058118408466,0,0,0,0,-0.03327639374272,0,0,0,-0.0236020053781119,0,0
X000651.SZ,0,0,0,0,0.250617578004364,0,0,0,0,0.0928097944485492,0,0,0,0,0,-0.0758061280855819,0,0,0,0,0.0745093280629537,0,0,0,0.237958530235973,0.169483217711371,-0.038736744456564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0707499147123887,0,0,0,0,0.0368880241704077,-0.0411680629713635,0.0804961429546453,0,0,-0.0111381761978114,0,0
X000568.SZ,0,0.859592887155948,0,0,0,0,0,0,0,0,0.0724175796726232,0,0,0,0,0,0,0,0,0.109213050171707,0,0.0202396116338127,0.0144170804301222,0,0,0.0189061567598031,0,0,0,0.108149249742933,0,0,0,0,0,0,0,0,0,0,-0.112102724799769,0,0,0.0454541691637788,0,0,0,0,0,0,0,0,-0.0649638573944064,0,0,0,-0.0444016787680855,0,0
