,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X600104.SH,X000651.SZ,X300014.SZ,X600031.SH,X000725.SZ,X002371.SZ,X300124.SZ,X002129.SZ,X000063.SZ,X600703.SH,X002241.SZ,X000625.SZ,X003816.SZ,X000338.SZ,X601877.SH,X002049.SZ,X000596.SZ,X000661.SZ,X600089.SH,X002179.SZ,X300142.SZ,X600460.SH,X000100.SZ,X600741.SH,X002074.SZ,X000799.SZ,X600884.SH,X601799.SH,X002236.SZ,X000157.SZ,X600779.SH,X600702.SH,X600584.SH,X002007.SZ,X000733.SZ,X600183.SH,X002414.SZ,X000800.SZ,X002008.SZ,X000977.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.499369456167119,0,0.0224418931093469,0.0567002997883793,0,0,0,0.00155023238994599,0,0,0,0,0,0,0,0,0.0789155905094044,0,0,-0.0311303174948231,0,0,0.0478390609509106,0.0342759243012534,0,0,0.00776569057437146,0,0.0265953874699232,0,0,0,0,0,-0.00675561183127242,0,0,0,0,0.0402905734731093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0090673792697269,0,0
X000858.SZ,0.103681407375036,0,0,0,0.176415027805314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0106329549727868,0,0.0634007534405038,0,0,0,0,0,0,0,0.164311612296368,0,0,0,0,0.247032528270318,0,0,0,0,0,0,0,0,0,0,0,-0.0168145307316999,-0.0195417212248281,0,0,0,0.00297891698892919,0,0
X002415.SZ,0,0.0679650856656775,0,0,0,0,0,0,0.220767471362628,0,0,0.00220846974262494,0,0,0,0,0.042057804612611,0,0,0,0,0,0,-0.0551642583257922,0,0,0,0,0,0.00514182022558168,0,0,0,0,0,0.106117758266291,0,0.00960660767452235,0,0.0700106275606418,0,0,0,0,-0.0781214978976519,0,0,-0.0730504924059208,0,0,0,0,-0.000376315602561084,0,0,0,0.0327349223932253,0,0
X600809.SH,0,0,0,0,0,0,0.249154928593957,0,0,0,0,0,0,0,-0.00420811618961678,0,0,0,0,0,0,0,0,-0.0250944628052691,0,0,0,-0.00559396797155615,0,0,0,0,0,0,0.456003937102456,0,0,0,0,0.0163584805054208,0.152769607866852,0,0,0.0339835604282717,0,0,0,0,0,0,0,0,-0.0242210156415089,0,0,0,0.0390480961188238,0,0
X000568.SZ,0.278553502345295,0.317748231496,0,0.218086763174338,0,0,0,0,0,0,0,0,0,0,-0.0638903710100503,0,0,0,0,0,0,0,0,-0.0124914448906657,0,0,0,0,0,0.0302311669003492,0,0,0,0,0.00962724640865696,-0.0585901987121616,0,0,0,0.0395212428637905,0.0572465525836682,0,0,0,0,0,0,0,0,0,0,0.000852500154119492,0,0,0,0,0,0,0
X600276.SH,0,0.152461470500295,0,0,0,0,0.090882806395668,0,0.166164885651983,0,0,0.15206126502697,0,0,0,0,0,0,0,0,0,0,0,0,-0.123316919241601,0,0,0,0,0,0,0,0,0,0.260471096699,-0.075613087550322,0,0,0,0,0,-0.344689038586125,0,0,0,0,0,-0.132815981465313,0,0,-0.0813811355070955,-0.0289101738861954,2.16840434497101e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.189145102393014,0,0,0,0,0.0222347496333031,0,0,0,0,0,0,0,0,0,0,0,0.0504725596879203,-0.237055821660681,0,0,-0.0338776983869647,0.03291118604923,0,0,0,0.0348181813100259,-0.0521369824470862,0,0,0,0.198568236744762,0,0,0,0,0.0680031674602723,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155214504705904,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.330789668773798,0.0236436332457376,0,0,0,0,0,0,0,-0.150694728394393,0,0,0.0727917527447748,0,0,0,0.0294168609349265,0,0.122654354027633,0,0,0.016011766007754,0,0.0466603017341558,0,-0.111287489126063,0,0,0,-0.0770156652580184,0,0,0,0,0.00675884928420024,0,0,0,0.0956883338295778,0,0
X600690.SH,0,0,0.184456817593983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0124409885299949,0,-0.0444463973953095,0.0404343603106231,0,0,0.0799012226346838,0,0,-0.0586127463004586,0,0,0,0,0,0,0,0.0513322063807582,0.19408101015112,0,0,0,0,0,0,0,0,0,0.081877928062845,0.0959160093633615,-0.0143535913439194,0,0,0,0,-0.0218341123706848,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102809940444169,0,0,0,0,0,0,0.147125486823427,0,0.03579123962676,0,0,0,0,0,0.00561062761482883,0,0,0,0.176692920241867,0,0.104865458921661,0,0,0,0.00507687459700046,0,0,0.0380195053798111,0,0,0,0,0.0669063036988148,-0.0203153096243633,0,-0.0291655703380472,0,-0.0128645698846357,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.212782032075133,0,0,0,0,0,0,0.0753558139328233,0,0,0,0,0,0,0.0611935982413717,-0.0860089033388133,0,0,0,-0.0344631481875893,0,0,0,0,0,0,0,-0.0180226354939951,0,0.138865575441881,0,0.036574450939272,0,0,0.0973128350976782,-0.0312509514974087,0,0,0,0,0,0,0,0,0.0629760299538719,0,0,0,-0.034661201045182,0,0
X300014.SZ,0,0,0,-0.0623318850084009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179436773376787,0,0,0,0,0,0.407313913163323,0,0,0,0,0,0,0.47199625455504,0,0,0,0,-0.127977381367337,0.0722792319241019,0,0,0,0.175206785600922,0,0,0.00955433676831031,0,0,0,0,0,-0.0220465289326382,0,0,0,0.0536840179547324,0,0
X600031.SH,0,0,0,0,0,0,0,0.174350211724175,-0.0969418984268868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12965989089245,0,0,0,0,0,-0.0215893755474019,-0.0235250989024971,0,0,0,0,0.0596943804433705,0,0,0.660661590620495,0,0.00798535040842109,0,0,0.150949613097263,0,0.0426492324042504,0,0,0,0,0,0,0.0190199472555691,0,0,0,0.0431538411365256,0,0
X000725.SZ,0,0,0,0,0,-0.0723505010035895,0.0373777427060653,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124091326541652,0,0,0,-0.0282408262707248,0,-0.00873441673060634,0.0508849681843954,0,0.110862873579854,0,0.200377332131356,0,0,0,0,0,0,0.0269305889571122,0,0,0,0,-0.0327815831356216,0,0,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,-0.0295163185125604,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21628987356024,0,0,0,0,-0.0829044508990417,0.294715975337133,-0.206073835393616,0.1497748205741,0,0,0,0.450709490139853,0,0,-0.0367367750392317,0,0.157140060285024,0,0,0,0.0658536293925358,0,0,0,-0.256525081426731,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0
X300124.SZ,0.58910988176964,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,-0.00524185287544497,-0.187198208483291,0,0.521921929849505,0.00664821101121808,0,0,0,0,0,0.0481123184960454,0.0304064096331778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393583979113117,0,0,0,0.178844987742158,0,0,-0.0305874512003661,0,0,0,0.0123514209214486,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0.235890856243736,0,0,0.0132209167048031,0,0,0,0.303050352103417,0,0,0,0,0.273223201634044,0.0799345725021942,0,0,0,0,0,0.0449926235583188,0,0,0.0132301193686058,0,0,0,0,0,0,0,0,0,0,-0.0966547579011034,0,0,-0.0396069243161476,0,0,0,0,-0.00701904708351238,0,0,0,0.06377683185292,0,0
X000063.SZ,0.18265773483395,0,0,0,0,0.0804996697461314,0,0,0,0,0,0,0,0,0.00847501129114018,0.153509420456283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.115237693902481,-0.318026312396471,0,0,0.021453196481677,0,0.336215362754603,0,0,0,0.185811542868525,0,0,-0.0206281706907983,0,0,0,0,0,0,0
X600703.SH,0,0,0,0.0438892138357022,0,0,0,0.0748669379122975,0,0,0,0,0,0,0.179830268623561,0,0.259488615609525,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.0326443774486325,0,0,0,0,0,0,0,-0.049097893241994,0.0510513845847227,0,0.0434041890989481,0.023050015739472,0.127672865251116,0,0,0,0.132690716064573,0,0,0,0,-0.0159684470267979,0,0,0,0.00248033331588184,0,0
X002241.SZ,0,0,0,0,0,0,0,0.539733169292357,0.0301363083970666,0,0,0,0,0,0,0,0,0,0,0,0,0.0269946501079035,0,0,0,0,0,0.172131380321747,0,0,0.188653115059066,0,0.131088030650147,-0.387806913230738,0,0.0874736453564475,0.205465016598179,0,-0.130033142098786,0,0,0,0,0,0,0,0,0.339391525664594,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.218254498991818,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0637182755531007,0,0,0,0,0,0.104275789236622,0,0,0.102441195569566,0,-0.0559154938530975,0,0,0,0,0,0,0,0,0,0,0.25618505215165,0,0,0,0,0,-0.0519738734885424,0,0,0,0,0.0341613613446822,0,0
X003816.SZ,0,0,0,-0.180593990306938,0,0,0,0,0,0,0,0,0,0,-0.014359509953261,0.0843867955921838,0,0,0,0.0123812897619568,0,0,0,0,0,0,0,0,0.0509068599320951,0,0,0,0,0,0,-0.0549090519360143,0,0,0.184633361354739,-0.00666206454904424,0,0,0,0,0.187708828060295,0,0,0.118533363995695,0,0.00424055423256739,0,-0.054313610030502,0,0,0,0,-0.147492643174772,0,0
X000338.SZ,0,0,0,0.025699428972004,0,0,0,0,0,0,0,0,0.185023195425617,0,0,0,0,0,0,0,-0.14788103174127,0,0,-0.0312013500840396,0,0,0,0,0,-0.033753896084689,0.0376557570158992,0,0,0,0.0764637146809576,0,0,0,0,0,0,0,0,0.23543809536195,0,0.222206829081792,0.399377852518327,0,0,0,0,0,0.00784302359109916,0,0,0,0.00818102277201762,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0269951486113964,0,0.468317917236873,0,0,0,0,-0.110158383713412,0,0,0,0,0,0.102562294004804,0.0168069908765358,0.182979510887763,0,0,0.178328948962756,0.195331933841937,0,0.364231108880184,-0.443201604553654,0,0,0,0,0,0,0.0780394037589121,0,0,0,0,0,3.46944695195361e-18,0,0.0314790946199558,-3.46944695195361e-18,0,0,0,-0.0149689046315244,0,0
