,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X003816.SZ,X002415.SZ,X000651.SZ,X600690.SH,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000625.SZ,X000063.SZ,X002304.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X000157.SZ,X600584.SH,X600703.SH,X002028.SZ,X000977.SZ,X600066.SH,X600183.SH,X600418.SH,X600522.SH,X002236.SZ,X600741.SH,X002049.SZ,X601877.SH,X000800.SZ,X600177.SH,X002223.SZ,X002180.SZ,X601799.SH,X000661.SZ,X002074.SZ,X600487.SH,X000921.SZ,X600460.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.313606688710918,0,0,0,0,0,0,0.123468818344779,0,0,0,0,0,0,0,0,0.0371735813203979,0,0.128423654655929,0,0,0,0,0,0,0,0,0,-0.0450686601207116,0,0,0,0,-0.0309499873649699,0,0,0,0,0,0,0,-0.0437554610397023,0,0,0,0,-0.00801710836254087,0,-0.0113629071977351,0,0,-0.0662782339612363,0.00723325287559713,0,0,0.00860384446588237,0,0
X000858.SZ,0.199116369369254,0,0.0764922015921428,0,0,0,0,0.0248656833609374,0.0711852942439581,0.179644614203595,0,0,0,0,0,0,0,0,0,0.0419556905350419,0,0,0,0,0,-0.0361579335444704,0,0,0,0,0,0,0,0,0,0,0,0.215820150748106,0,0,0,0,0,0,0,0.074138455177523,0,0,0,0,0,-0.0249978994251771,0,0,0,0,0.0218806611790142,0,0
X600276.SH,0,0,0,0.00138524319726451,0,0.0603979576007117,0,0,0,0,0.0258924125583693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0625984589126263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.357867120611426,0,0,0,0.00294196164306238,0.0212353706522281,-0.0632176626440404,0,0,0,0,-0.00128666491168322,0,0
X002475.SZ,0,0,0,0,-0.0807189804732722,0,0,0,0,0,0,0,0.000400588165733516,0,0,0,0,0,-0.174015844421423,0,-0.0792425097230582,0,0,0.512334318036649,0,0.119666327247226,0,0,0.238788415241218,0,0.195995065767642,0.0699234439299699,0.00327861165436382,0,0,0.0483189186157931,0,0,0,0,0,0,0,-0.0416018177439587,0,0,0,0,0,0,0,-0.0452187635223379,8.67361737988404e-19,0,0,0,-0.0214709723152624,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.191862193087954,-0.0761864525658946,0,0,0,0,0,0.0919415429479643,0,0,0,-0.176113476072272,0,0,0,0,0,0,-0.102910218934436,0,0,0,0,0,0,0.161393468793714,0,0,0,-0.0456932487683149,-0.0637001452008125,0,0,0,0,0,-0.243607630550786,0,0,0,0,0,0,0,0.177251382621063,-0.100206812740439,-3.46944695195361e-18,0,0,-0.0543456679562521,0,0
X002415.SZ,0,0,0.167434595707699,-0.0074858429193025,0,0,0,0.0639897078422834,-0.0426996074832332,0,0,0,0,0,0,0,0,0,0,0,0,0.229793944824203,0,0,0,0,0,0,0,0,0,0,0,0,0.0342793742737484,0,0,0,0.27106820669428,0,0,0,0,-0.176267759960095,0.101149148906507,0,-0.0474401327891703,0.0263889420822959,0,0,0,0.0803643401859964,0,0,0,0,0.00330797350347727,0,0
X000651.SZ,0,0,0,0,-0.149903933842545,0,0,0.117026084124639,0,0,0,0,0,0,0,0,0,0.127732552422614,0,0,-0.0378175179789028,0,0,0,0.0924228791687274,0,0,0.00502004473816939,0,0,0,0,0.0810038143506068,-0.00585558297597711,0,0,0,0,0,0,0,0,0,0,0,0,-0.091803704526431,0,0.0962835973642747,0,0,0,0,0,0,0,-0.00555556669278614,0,0
X600690.SH,0,0,0,0,0,0,0.339633872955425,0,0,0,0,0,0.0505978131935572,0.0470621108983233,0,0,0,0,0,0,0,0,0,0,0,0.117648196119972,0,-0.0335478977900687,0,0,0,0,0,0,0,0.159715580145726,0,0,0,0,0,0,0,0,-0.0215830258249104,0,0,0,0.0929218284536268,-0.0737828458034119,0,-4.33680868994202e-19,-0.0700856583075193,0,0,0,0.00955578043592063,0,0
X600809.SH,0.263036227132059,0,0,0,0.028384149991662,0,0,0,0,0,0.135793855851129,0,0,-0.069644955231116,0,0,0,0.107734392511277,0,0.370418850396639,0,0,0,0,0,0,0,0,0,0,0,-0.0783299784073753,0,0,0,0,0,-0.0319934284173346,0,0,0,0,0.22261103749164,0,0,0,-0.00869818942967175,0,0,0,0.0372507826107501,0.00176373743149783,0,0.0246481878548437,0,0,0.00968402201417068,0,0
X000568.SZ,0.495925551860628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267375826145565,0,-0.0230091649096788,0,0,0,0,0,0.100580533260933,0,0,0,0,0,-0.0483990827898017,0,0,0,0,0,0,0,0,0,0,0,0.074322592054269,0,0,0,-0.0501418746457838,0,0,-0.0287767471526377,0,0,0,-0.00846259873044484,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127978007567303,-0.148684730626709,0,0,0,0,0.189287246490502,0,0,-0.117052500433547,0,0,0,0,0,0.367296069300352,0,0,0,0.161310095673245,0,0.102474170496945,0.0427620758504303,0,0,0,0,0,0,0,0,0,0,0,0,-0.0648736559879731,0.0607291581493611,0,0,0,0,0,0,0.0241715786243564,0,0
X600104.SH,0,0,0,0,0,0,0,0.0505310672299032,0,0,0,0,0,0.256276784618288,0,0,0,0,0,0,0,0,-0.0566601958604397,0,0,-0.0178548598159336,0,0,0,0,0,0,0,0,0.0161382158969162,0,0,0,0,0,0,0,0,0,0.0427873462627134,0,0.0838542297109606,0,0,0.0882381259881171,0,0,0.0106279346322477,0,0,0,-0.0393447188728378,0,0
