,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X000625.SZ,X600104.SH,X000725.SZ,X300124.SZ,X000338.SZ,X002371.SZ,X002304.SZ,X000596.SZ,X600031.SH,X000063.SZ,X000100.SZ,X000157.SZ,X300014.SZ,X600089.SH,X002179.SZ,X002236.SZ,X002463.SZ,X600703.SH,X000977.SZ,X600741.SH,X600372.SH,X002241.SZ,X002028.SZ,X600066.SH,X002049.SZ,X000921.SZ,X000661.SZ,X600584.SH,X600522.SH,X002129.SZ,X601877.SH,X000800.SZ,X601799.SH,X600566.SH,X600183.SH,X600418.SH,X002074.SZ,X002223.SZ,X002007.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.205650912477414,0,0.136281659724741,0.0643643750634708,0,0,0,0.136564491547778,0,0,0,0,0,0,0,0.0922626340458942,0,0,0,0,0.0293006159251642,0,0,0,0,0,-0.0742622716811076,0,0,0,0,0.00171739404265443,0,0,0,0.0467129988131618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.433875290809219,0,0,0,0,0,0,0,0,0,0,0.128387140997358,0.047248176207214,0,0,0,0,0,0,0,0,0,0,0.0327286085949267,0,0,0,-0.0224977768417578,-0.0294859812273044,6.93889390390723e-18,0,0,0.0695000879042323,0,0.0197802254763158,0,0,0,-0.0126182573616677,0.0220900456084117,0,0.0655043730074445,0,0,0,0,-0.0365363167509543,0,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.00578210203970774,0,0,0,0.00419167294721654,-6.93889390390723e-18,0,0,0.270042865691467,0,0,0.340690721542282,0.12697725838409,0,0,0,0,0.198026173830176,0,0,0,0,0,0,0,0.0874423907231949,0,0,0,0,0,0,0,0,0,0,0,0.008333432491168,0,-0.114651453889498,0,0,0,0,0,0,0,-0.0212314069855542,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.123264011099625,0,0.0616568476853523,0.0826208681565656,0,0.00809860650580187,0,0,0,0,0,0,0,-0.111960920492811,0.104150781601205,0.120984213269545,0,0,0,0,0,0,0,-0.0412976637333742,0.0586039063724949,0,0,0.0229043237619861,-4.33680868994202e-19,0,0,0.0657661078754856,0,0,0,0,0,0,0,0,0,0,-0.0106558944139205,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.305555062418109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0633402379601221,0,0,0.127727363021159,0,0,0,0,0.0994145320556614,0,0,0.0566019083543545,0,0,0.11439527820704,0.179564171458162,0,0.0146283749027874,0,0,0.0251139609050645,0.0918529605277914,0,0,0,0,0,0,-0.0506762089337169,0,0,0,0,0,0,0,0
X000568.SZ,0,0.840985592457808,0.100249199379531,0,0,0,0,0,0,0,0.0397394051417093,0,0,0,0,0,0,0,0,0,0.0656470134683553,0,0.174484325678367,0.0646328548435415,0,0,-0.159272886138321,0,0.0031131991902054,0,0,0,0,0,0,0,0,0.00689310967167303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488606671668782,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.164133168450511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114585891521998,0,-0.149154698618833,0,0,0,0,0,0,0,0,0.163905477917975,0,0.0266774260469647,0,0.0207011303021912,0,-0.0687326797159364,-1.38777878078145e-17,0,0.0857413519317918,0,0,0,0,0,0,-0.0546011412918855,0.0567904017662791,-0.0509025173051131,0,0,0,0,0
X000651.SZ,0,0,0,0,-0.0448171078592326,0.0991140460095841,0.256081648818927,0,0.0206914249558308,0,-0.111222348614447,0,0,0.187606439285257,0.028377509892317,0,0,0,0,0,0.133939700323542,0,0,0.225596952471554,0,0,0,0,0,0,-0.112954008507653,0,0,0,0,0.0806454394529189,-0.055912528503597,0,0,0,-0.152116362884484,0,0,0,0,0,0,0,0,0,0,0,0.0457679384208102,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,-0.211234493449592,0,0,0,-0.0347071693319082,0,0,0,0,0,0,0,0,0,0.0653388264802111,-0.0360746012974591,0,0,0.133501459040173,0,0,0,0,0,0,0,0,0,0,0,0.218452083361535,-0.0706320301473657,-0.00915064626005043,0,0,0,0,0,0.270806929524556,0,-0.0300439690449252,0.145802693371294,0,0,0.106195880226602,0,0,-0.117109099937205,0,0,0,0,0,0
X002475.SZ,0.277338797410371,0,0,0,0.066344057890023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.10268555662896,0,0,0.0420840594629796,0,-0.00339678194804438,0,-0.0580618231483689,0,0,0.479947392820758,0,-0.0311188731369039,0,0,0,0,0,0,0,0,0.0341386179946258,0,0,0.183499497916787,-0.03728344195468,0,0,0,0,-0.0381410763392231,-0.0164159109712928,-0.173128378439544,-0.219911662778702,0,0,0,0
X000625.SZ,0.202403570025585,0,0,0,0.0490670673082091,0,0,0,0,0,0,0,0,0.134667784519282,0.0120533975416745,0,0,0,0,0,0,0,0.183212318157015,0,-0.0710103375830495,0,-0.00694365743477321,0,0,0,0,0.0440059182055714,0,0,0,0,0,0,0,0,0,0.14988164716814,0.0918331119391959,0,0.0459617957415384,0.366192045096846,0,0,0,0,0,0,0,0,0,0,0,0,0
