,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002304.SZ,X002475.SZ,X000651.SZ,X000568.SZ,X600809.SH,X600031.SH,X600690.SH,X600104.SH,X000725.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X000063.SZ,X000596.SZ,X003816.SZ,X600703.SH,X000338.SZ,X002241.SZ,X000625.SZ,X000100.SZ,X002371.SZ,X002179.SZ,X600741.SH,X002049.SZ,X000157.SZ,X601877.SH,X002129.SZ,X002007.SZ,X002414.SZ,X600584.SH,X002236.SZ,X600183.SH,X000066.SZ,X300142.SZ,X000799.SZ,X601799.SH,X002074.SZ,X000800.SZ,X300003.SZ,X000547.SZ,X600779.SH,X002008.SZ,X600118.SH,X002508.SZ,X000977.SZ,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.418961560875947,0,-0.185629316377076,-0.026422142708065,0,0,0,0.0588984450080452,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00960803691150665,0,0,0,0,0.0361543015283704,0,0,0,0,0,0,0,0.0702479808357182,0,0,0,0,0,0,0,0,0,-0.0905588062338845,0,0,0,0,0,0.0138207001602495,0.0256482247114671,0,0,0,-0.00290745283249121,0,0
X000858.SZ,0.274885001313174,0,0,0,0.0456481369964628,0,0,0.253910032732994,0.0899077471142149,0,0,0,0,0,0.014874958362615,0.023299110133793,0,0,0,0,0,0,0,0,0,0,0,0.0204756844994179,0,0,0,0.0188617409306887,0,0,0,0,0.0215024057593457,0.0415786857852975,0.0628881221133424,0,0.0153911575785856,0,0,0,0,0,0,0,0,0,0,0,-0.0108109470358212,0,0,0,-0.00426045753912808,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.0376795957593513,0,0,-0.0500029406821152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0339205988787949,0.211864672295678,0.0831096391811039,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0509279530992207,0,0,0,0,0,-0.00331322514375834,0,0,0,0,-0.00664653638891534,0,0
X002415.SZ,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0781899539772154,0,0,-0.0887649811703872,0,0,0,0,0,0,0,0,0,0,0.0139062826207053,0,0.0363561474559097,0,-0.0989041283259498,0,0.0546920887486959,0,0,0,0.147390780685644,0,0,0,0.132618005647159,0,0,0,0,0.112253268142927,0,0,0,0,0,0,0,0.00591492928882822,-0.010558092658208,0,0,0,-0.00601149728038157,0,0
X002304.SZ,0,0.106749889796125,0.0151837892475396,0,0,0,0,0,0.306971640530861,0,0,-0.0633716355367616,0,0.0513321728184786,0,0,0,0,0,0.0630141104301914,0,0,-0.0343607573231487,0,0,0.00720980970519369,0,0.0209983873132264,0,0,0,0,0,0,0,0,0,0,0.152801861428306,0,0,0,0.0442624064036414,0,0.130018393022465,0,0,0,0,0,0,0.0366323415634172,0,0,0,0,-0.00104344594265065,0,0
X002475.SZ,0,0,0,0,0,0,0,-0.0440196823620741,0,0,0,0,0,0,0,0,0,0.0733667266912227,0,0.0635466440081174,0,0.520747591904308,0,0,0,-0.009268248979701,0,-0.0529797735456869,0,0,0,0,0,0,0,0.00933627006211424,0,0,0,0.175696838745369,0,0,0,0,0,0,0,0,0,0,0,0,-0.0248163193170783,0,0,0,0.00159521453827074,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0413496449009056,0,0,0.0785158412405312,0.105661923058208,0,-0.0356974627707452,0,0,0,0,0,0.0206710630395481,0,-0.0849384802246068,0,0,0.00609939691553176,0,0,0,0.217941871877782,0,0,0,0,0,0,0.0540802471233782,0,0.0232959614980066,0,0,0.113778936524263,0,0,0,0,0.0317277265233756,0.0408424479906424,0,0,0,0,0,0,0,0,0,-0.0221228123980063,0,0
X000568.SZ,0,0.150445162661651,0,0,0.146215409672206,0,0,0,0.368280050174719,0.0433887010617301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0979910668451675,0,0,0,-0.0642354608502162,0,0.0126162945596575,0,0,0,0,0,0.115120685050332,0.0408932852433685,0,0,0,0,0,-0.00255953445368039,-0.0264088868116245,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0,0,0.11175951935806,0,0,0.046945327992491,0.184324817057212,0,0,0,0,0,0.0248761558730213,0,0,0,0,-0.165991277140039,0,-0.0733750276406383,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041780335477172,0.15779015753772,0,0,0,-0.134216467769859,0,0,0,0.230587737740591,0,0,0,0.0111159807809785,0.0842006460956874,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.156675022047981,0,0,0,0,0.0603648970998384,0,-0.0365513947196852,0,0,0,0,0,0,0.0400058066518177,0,0,0,0,-0.107335344731302,0.336373842382792,0,0,0,0,0.101770580231495,0,0,-0.0499409523838086,0,0.0499443099251243,0.280181551754165,0,0,-0.0400491196878327,0,0.0554171319987281,0,0,0,0,0,0,0,-0.0261718394422435,0,0,0,0.00597598468567016,0,0
